Epoch,sparse_flops,val_set_gradient_magnitude,val_accuracy,test_set_gradient_magnitude,test_accuracy
-1,24353971200.0,14.742183685302734,13.88,16.328340530395508,14.33
0,31660162560.0,12.815561294555664,32.02,13.83508014678955,31.84
10,104722076160.0,8.390035629272461,56.96,14.993143081665039,51.18
20,177783989760.0,8.252023696899414,65.18,15.390030860900879,55.69
30,250845903360.0,7.6343231201171875,70.08,16.106081008911133,58.14
40,323907816960.0,6.2176032066345215,73.58,14.672979354858398,60.08
50,396969730560.0,6.2389092445373535,76.66,14.666099548339844,61.34
60,470031644160.0,4.997890472412109,79.26,13.935497283935547,62.22
70,543093557760.0,7.42653226852417,80.58,13.774681091308594,62.65
80,616155471360.0,8.698923110961914,82.74,20.653295516967773,62.87
90,689217384960.0,7.330427169799805,84.12,17.215864181518555,63.17
100,754973107200.0,9.045949935913086,85.22,19.10136604309082,63.12
