Epoch,sparse_flops,val_set_gradient_magnintude,val_set_Hg_magnitude,val_accuracy,test_set_gradient_magnitude,test_set_Hg_magnitude,test_accuracy
-1,143719792.0,0.9156776070594788,4.140399141761009e-06,80.74,0.8110364079475403,3.708894155352027e-06,79.39
0,4455313552.0,0.48874330520629883,2.8797187496820698e-06,92.38,0.4228125214576721,2.637016677908832e-06,88.5
10,47571251152.0,0.11541900038719177,5.425278686743695e-06,97.18,0.17944927513599396,3.6618234844354447e-06,92.08
20,90687188752.0,0.10936613380908966,5.024412075727014e-06,97.52,0.172932967543602,3.6922704111930216e-06,92.18
30,133803126352.0,0.09876558184623718,4.872573299508076e-06,97.28,0.16581639647483826,3.994788585259812e-06,92.38
40,176919063952.0,0.06991696357727051,7.030449978628894e-06,97.88,0.15663063526153564,5.145620434632292e-06,92.65
50,220035001552.0,0.05809800699353218,7.145581548684277e-06,97.72,0.15985511243343353,6.187057806528173e-06,92.78
60,263150939152.0,0.06264179944992065,6.37847324469476e-06,97.86,0.16438375413417816,6.193537501530955e-06,92.77
70,306266876752.0,0.0572560615837574,8.293810424220283e-06,98.0,0.15289220213890076,6.640278570557712e-06,92.81
80,349382814352.0,0.053637973964214325,9.392673746333458e-06,98.32,0.1778644621372223,7.7909353422001e-06,92.92
90,392498751952.0,0.05475867912173271,1.0252999345539138e-05,98.24,0.15941977500915527,9.312826477980707e-06,92.98
