Epoch,test accuracy,training accuracy
0,25.34,"(14.95, 7475, 50000)"
1,39.8,"(31.332, 15666, 50000)"
2,45.89,"(40.71, 20355, 50000)"
3,47.82,"(43.122, 21561, 50000)"
4,52.08,"(49.528, 24764, 50000)"
5,56.29,"(53.756, 26878, 50000)"
6,58.25,"(57.094, 28547, 50000)"
7,58.7,"(58.672, 29336, 50000)"
8,52.0,"(59.944, 29972, 50000)"
9,59.61,"(59.512, 29756, 50000)"
10,65.19,"(63.146, 31573, 50000)"
11,64.96,"(65.332, 32666, 50000)"
12,67.2,"(67.264, 33632, 50000)"
13,68.63,"(68.778, 34389, 50000)"
14,63.71,"(69.932, 34966, 50000)"
15,63.73,"(70.792, 35396, 50000)"
16,67.91,"(71.852, 35926, 50000)"
17,63.42,"(72.02, 36010, 50000)"
18,68.23,"(72.962, 36481, 50000)"
19,71.98,"(73.172, 36586, 50000)"
20,72.52,"(73.56, 36780, 50000)"
21,71.75,"(73.642, 36821, 50000)"
22,71.95,"(74.21, 37105, 50000)"
23,69.77,"(74.474, 37237, 50000)"
24,73.41,"(74.71, 37355, 50000)"
25,73.35,"(75.226, 37613, 50000)"
26,71.18,"(75.318, 37659, 50000)"
27,74.4,"(75.29, 37645, 50000)"
28,71.77,"(75.598, 37799, 50000)"
29,72.78,"(76.042, 38021, 50000)"
30,68.33,"(75.726, 37863, 50000)"
31,68.84,"(76.19, 38095, 50000)"
32,74.68,"(76.478, 38239, 50000)"
33,65.88,"(76.348, 38174, 50000)"
34,74.57,"(76.49, 38245, 50000)"
35,73.38,"(76.734, 38367, 50000)"
36,67.93,"(76.81, 38405, 50000)"
37,72.17,"(77.274, 38637, 50000)"
38,75.31,"(76.784, 38392, 50000)"
39,75.37,"(77.242, 38621, 50000)"
40,73.97,"(77.394, 38697, 50000)"
41,76.27,"(77.268, 38634, 50000)"
42,74.53,"(77.818, 38909, 50000)"
43,77.45,"(77.656, 38828, 50000)"
44,72.43,"(78.172, 39086, 50000)"
45,76.9,"(77.882, 38941, 50000)"
46,69.69,"(78.358, 39179, 50000)"
47,72.7,"(78.21, 39105, 50000)"
48,74.33,"(78.518, 39259, 50000)"
49,76.54,"(78.498, 39249, 50000)"
50,73.62,"(78.608, 39304, 50000)"
51,70.62,"(78.648, 39324, 50000)"
52,71.39,"(78.802, 39401, 50000)"
53,71.66,"(79.046, 39523, 50000)"
54,76.21,"(78.81, 39405, 50000)"
55,78.22,"(79.166, 39583, 50000)"
56,74.59,"(79.364, 39682, 50000)"
57,73.8,"(79.112, 39556, 50000)"
58,77.24,"(79.584, 39792, 50000)"
59,73.98,"(79.644, 39822, 50000)"
60,74.44,"(79.356, 39678, 50000)"
61,74.3,"(79.726, 39863, 50000)"
62,75.73,"(79.53, 39765, 50000)"
63,78.42,"(79.974, 39987, 50000)"
64,78.0,"(79.904, 39952, 50000)"
65,78.59,"(80.024, 40012, 50000)"
66,74.45,"(79.99, 39995, 50000)"
67,79.89,"(80.45, 40225, 50000)"
68,75.03,"(79.97, 39985, 50000)"
69,78.0,"(80.522, 40261, 50000)"
70,79.09,"(80.688, 40344, 50000)"
71,78.3,"(80.552, 40276, 50000)"
72,78.33,"(80.8, 40400, 50000)"
73,78.57,"(80.862, 40431, 50000)"
74,79.25,"(80.948, 40474, 50000)"
75,79.97,"(80.97, 40485, 50000)"
76,78.48,"(80.976, 40488, 50000)"
77,74.26,"(81.004, 40502, 50000)"
78,78.66,"(81.208, 40604, 50000)"
79,77.03,"(81.272, 40636, 50000)"
80,72.04,"(81.704, 40852, 50000)"
81,78.09,"(81.57, 40785, 50000)"
82,78.71,"(82.262, 41131, 50000)"
83,76.71,"(81.952, 40976, 50000)"
84,79.46,"(82.048, 41024, 50000)"
85,77.74,"(82.116, 41058, 50000)"
86,79.36,"(82.328, 41164, 50000)"
87,78.71,"(82.348, 41174, 50000)"
88,78.49,"(82.106, 41053, 50000)"
89,79.24,"(82.69, 41345, 50000)"
90,81.07,"(82.556, 41278, 50000)"
91,79.48,"(82.844, 41422, 50000)"
92,79.53,"(82.752, 41376, 50000)"
93,79.07,"(83.012, 41506, 50000)"
94,80.24,"(83.39, 41695, 50000)"
95,79.54,"(83.1, 41550, 50000)"
96,79.06,"(83.144, 41572, 50000)"
97,80.7,"(83.456, 41728, 50000)"
98,80.59,"(83.556, 41778, 50000)"
99,78.9,"(83.696, 41848, 50000)"
100,81.94,"(83.882, 41941, 50000)"
101,81.43,"(83.632, 41816, 50000)"
102,79.36,"(84.13, 42065, 50000)"
103,80.84,"(83.942, 41971, 50000)"
104,79.08,"(84.356, 42178, 50000)"
105,82.21,"(84.574, 42287, 50000)"
106,80.86,"(84.512, 42256, 50000)"
107,81.74,"(84.65, 42325, 50000)"
108,80.44,"(84.842, 42421, 50000)"
109,81.16,"(84.876, 42438, 50000)"
110,80.85,"(85.024, 42512, 50000)"
111,78.86,"(85.418, 42709, 50000)"
112,80.9,"(85.152, 42576, 50000)"
113,81.69,"(85.388, 42694, 50000)"
114,82.62,"(85.724, 42862, 50000)"
115,82.18,"(86.052, 43026, 50000)"
116,82.27,"(86.05, 43025, 50000)"
117,82.0,"(86.376, 43188, 50000)"
118,85.22,"(86.262, 43131, 50000)"
119,82.54,"(86.516, 43258, 50000)"
120,83.25,"(86.656, 43328, 50000)"
121,81.88,"(86.878, 43439, 50000)"
122,83.1,"(86.902, 43451, 50000)"
123,84.51,"(86.956, 43478, 50000)"
124,82.97,"(87.21, 43605, 50000)"
125,84.22,"(87.378, 43689, 50000)"
126,83.92,"(87.452, 43726, 50000)"
127,84.35,"(87.618, 43809, 50000)"
128,84.33,"(87.902, 43951, 50000)"
129,82.89,"(88.07, 44035, 50000)"
130,83.74,"(87.772, 43886, 50000)"
131,84.56,"(88.428, 44214, 50000)"
132,85.0,"(88.408, 44204, 50000)"
133,84.05,"(88.662, 44331, 50000)"
134,85.19,"(88.764, 44382, 50000)"
135,84.2,"(88.904, 44452, 50000)"
136,86.19,"(89.142, 44571, 50000)"
137,85.88,"(89.396, 44698, 50000)"
138,84.99,"(89.488, 44744, 50000)"
139,85.7,"(89.788, 44894, 50000)"
140,86.62,"(89.89, 44945, 50000)"
141,85.62,"(90.126, 45063, 50000)"
142,85.29,"(90.384, 45192, 50000)"
143,86.01,"(90.472, 45236, 50000)"
144,86.51,"(90.652, 45326, 50000)"
145,86.44,"(91.064, 45532, 50000)"
146,86.66,"(90.824, 45412, 50000)"
147,87.22,"(91.228, 45614, 50000)"
148,86.68,"(91.486, 45743, 50000)"
149,86.64,"(91.81, 45905, 50000)"
150,86.47,"(91.838, 45919, 50000)"
151,86.24,"(92.22, 46110, 50000)"
152,86.51,"(92.456, 46228, 50000)"
153,86.24,"(92.364, 46182, 50000)"
154,87.64,"(92.762, 46381, 50000)"
155,88.12,"(93.178, 46589, 50000)"
156,86.2,"(93.188, 46594, 50000)"
157,88.04,"(93.494, 46747, 50000)"
158,87.28,"(93.696, 46848, 50000)"
159,86.45,"(93.846, 46923, 50000)"
160,88.05,"(94.172, 47086, 50000)"
161,87.81,"(94.4, 47200, 50000)"
162,87.75,"(94.6, 47300, 50000)"
163,88.31,"(94.676, 47338, 50000)"
164,88.04,"(95.262, 47631, 50000)"
165,88.7,"(95.148, 47574, 50000)"
166,88.6,"(95.424, 47712, 50000)"
167,88.14,"(95.644, 47822, 50000)"
168,89.21,"(95.862, 47931, 50000)"
169,88.77,"(96.188, 48094, 50000)"
170,88.95,"(96.466, 48233, 50000)"
171,88.8,"(96.632, 48316, 50000)"
172,89.29,"(96.884, 48442, 50000)"
173,89.26,"(97.12, 48560, 50000)"
174,89.54,"(97.258, 48629, 50000)"
175,89.75,"(97.462, 48731, 50000)"
176,90.0,"(97.606, 48803, 50000)"
177,89.38,"(98.038, 49019, 50000)"
178,90.05,"(98.052, 49026, 50000)"
179,89.71,"(98.106, 49053, 50000)"
180,89.85,"(98.438, 49219, 50000)"
181,90.05,"(98.45, 49225, 50000)"
182,90.43,"(98.698, 49349, 50000)"
183,90.39,"(98.762, 49381, 50000)"
184,90.18,"(98.812, 49406, 50000)"
185,90.41,"(98.952, 49476, 50000)"
186,90.49,"(98.962, 49481, 50000)"
187,90.42,"(99.138, 49569, 50000)"
188,90.71,"(99.134, 49567, 50000)"
189,90.83,"(99.246, 49623, 50000)"
190,90.88,"(99.292, 49646, 50000)"
191,90.86,"(99.292, 49646, 50000)"
192,90.83,"(99.37, 49685, 50000)"
193,90.8,"(99.388, 49694, 50000)"
194,90.91,"(99.422, 49711, 50000)"
195,90.74,"(99.444, 49722, 50000)"
196,90.82,"(99.45, 49725, 50000)"
197,90.89,"(99.486, 49743, 50000)"
198,90.8,"(99.472, 49736, 50000)"
199,90.9,"(99.42, 49710, 50000)"
