Epoch,test accuracy,training accuracy
0,24.13,"(18.572, 9286, 50000)"
1,34.78,"(29.612, 14806, 50000)"
2,41.7,"(36.534, 18267, 50000)"
3,45.12,"(42.064, 21032, 50000)"
4,50.01,"(46.178, 23089, 50000)"
5,54.19,"(50.034, 25017, 50000)"
6,55.71,"(53.882, 26941, 50000)"
7,58.72,"(57.422, 28711, 50000)"
8,57.18,"(60.712, 30356, 50000)"
9,59.13,"(61.782, 30891, 50000)"
10,62.28,"(64.086, 32043, 50000)"
11,63.25,"(65.396, 32698, 50000)"
12,67.46,"(66.718, 33359, 50000)"
13,66.64,"(67.284, 33642, 50000)"
14,69.49,"(68.254, 34127, 50000)"
15,65.3,"(69.216, 34608, 50000)"
16,61.16,"(69.662, 34831, 50000)"
17,67.0,"(70.526, 35263, 50000)"
18,66.09,"(70.764, 35382, 50000)"
19,69.12,"(71.246, 35623, 50000)"
20,67.39,"(71.854, 35927, 50000)"
21,72.52,"(72.538, 36269, 50000)"
22,68.63,"(72.808, 36404, 50000)"
23,67.19,"(73.316, 36658, 50000)"
24,72.0,"(74.11, 37055, 50000)"
25,71.78,"(74.772, 37386, 50000)"
26,63.38,"(75.544, 37772, 50000)"
27,75.28,"(76.298, 38149, 50000)"
28,75.63,"(76.668, 38334, 50000)"
29,74.54,"(77.082, 38541, 50000)"
30,65.75,"(77.736, 38868, 50000)"
31,73.65,"(77.91, 38955, 50000)"
32,76.33,"(77.9, 38950, 50000)"
33,70.57,"(78.416, 39208, 50000)"
34,75.27,"(78.828, 39414, 50000)"
35,75.87,"(78.748, 39374, 50000)"
36,74.97,"(79.358, 39679, 50000)"
37,76.41,"(79.164, 39582, 50000)"
38,75.53,"(79.712, 39856, 50000)"
39,73.51,"(79.764, 39882, 50000)"
40,74.95,"(79.734, 39867, 50000)"
41,75.83,"(80.102, 40051, 50000)"
42,76.85,"(80.162, 40081, 50000)"
43,71.06,"(80.4, 40200, 50000)"
44,73.83,"(80.348, 40174, 50000)"
45,75.89,"(80.824, 40412, 50000)"
46,77.75,"(80.612, 40306, 50000)"
47,76.6,"(80.754, 40377, 50000)"
48,76.62,"(80.942, 40471, 50000)"
49,79.91,"(81.13, 40565, 50000)"
50,71.02,"(81.042, 40521, 50000)"
51,77.45,"(81.508, 40754, 50000)"
52,76.18,"(81.454, 40727, 50000)"
53,79.44,"(81.6, 40800, 50000)"
54,77.19,"(81.842, 40921, 50000)"
55,79.91,"(81.636, 40818, 50000)"
56,78.44,"(82.124, 41062, 50000)"
57,68.75,"(81.868, 40934, 50000)"
58,77.48,"(82.028, 41014, 50000)"
59,79.91,"(82.128, 41064, 50000)"
60,78.17,"(82.256, 41128, 50000)"
61,80.64,"(82.214, 41107, 50000)"
62,80.95,"(82.524, 41262, 50000)"
63,76.44,"(82.77, 41385, 50000)"
64,76.9,"(82.784, 41392, 50000)"
65,77.6,"(82.728, 41364, 50000)"
66,78.34,"(82.702, 41351, 50000)"
67,78.38,"(83.316, 41658, 50000)"
68,78.86,"(83.286, 41643, 50000)"
69,79.34,"(83.422, 41711, 50000)"
70,71.45,"(83.084, 41542, 50000)"
71,80.61,"(83.7, 41850, 50000)"
72,80.57,"(83.5, 41750, 50000)"
73,79.74,"(83.544, 41772, 50000)"
74,79.28,"(83.86, 41930, 50000)"
75,80.59,"(83.586, 41793, 50000)"
76,78.99,"(84.074, 42037, 50000)"
77,79.63,"(84.244, 42122, 50000)"
78,81.37,"(84.15, 42075, 50000)"
79,78.97,"(84.128, 42064, 50000)"
80,80.95,"(84.6, 42300, 50000)"
81,79.07,"(84.64, 42320, 50000)"
82,81.34,"(84.448, 42224, 50000)"
83,79.72,"(84.732, 42366, 50000)"
84,81.98,"(84.71, 42355, 50000)"
85,80.19,"(84.988, 42494, 50000)"
86,81.42,"(84.988, 42494, 50000)"
87,76.36,"(84.994, 42497, 50000)"
88,76.95,"(85.394, 42697, 50000)"
89,82.2,"(85.306, 42653, 50000)"
90,82.36,"(85.48, 42740, 50000)"
91,81.9,"(85.718, 42859, 50000)"
92,82.0,"(85.908, 42954, 50000)"
93,84.79,"(85.932, 42966, 50000)"
94,82.83,"(86.01, 43005, 50000)"
95,81.24,"(86.086, 43043, 50000)"
96,83.18,"(86.424, 43212, 50000)"
97,80.04,"(86.366, 43183, 50000)"
98,80.83,"(86.132, 43066, 50000)"
