Epoch,test accuracy,training accuracy
0,14.73,"(11.272, 5636, 50000)"
1,26.61,"(22.014, 11007, 50000)"
2,39.95,"(32.238, 16119, 50000)"
3,40.84,"(39.944, 19972, 50000)"
4,47.9,"(45.716, 22858, 50000)"
5,51.6,"(51.642, 25821, 50000)"
6,57.54,"(56.966, 28483, 50000)"
7,61.62,"(61.612, 30806, 50000)"
8,58.42,"(65.344, 32672, 50000)"
9,65.86,"(68.16, 34080, 50000)"
10,67.03,"(70.842, 35421, 50000)"
11,69.03,"(72.986, 36493, 50000)"
12,70.55,"(74.318, 37159, 50000)"
13,71.12,"(75.382, 37691, 50000)"
14,72.54,"(76.2, 38100, 50000)"
15,72.46,"(77.272, 38636, 50000)"
16,73.27,"(78.074, 39037, 50000)"
17,71.76,"(78.446, 39223, 50000)"
18,74.83,"(78.8, 39400, 50000)"
19,74.33,"(79.114, 39557, 50000)"
20,74.13,"(79.97, 39985, 50000)"
21,72.39,"(80.104, 40052, 50000)"
22,75.71,"(80.44, 40220, 50000)"
23,77.3,"(80.906, 40453, 50000)"
24,79.56,"(81.238, 40619, 50000)"
25,78.26,"(81.418, 40709, 50000)"
26,78.31,"(81.876, 40938, 50000)"
27,78.33,"(81.96, 40980, 50000)"
28,76.46,"(82.508, 41254, 50000)"
29,79.48,"(82.964, 41482, 50000)"
30,81.22,"(82.674, 41337, 50000)"
31,80.78,"(83.208, 41604, 50000)"
32,79.27,"(83.38, 41690, 50000)"
33,77.67,"(83.56, 41780, 50000)"
34,82.15,"(83.742, 41871, 50000)"
35,79.13,"(83.9, 41950, 50000)"
36,76.41,"(83.91, 41955, 50000)"
37,80.55,"(84.154, 42077, 50000)"
38,78.46,"(84.336, 42168, 50000)"
39,80.24,"(84.332, 42166, 50000)"
40,75.01,"(84.808, 42404, 50000)"
41,81.37,"(84.812, 42406, 50000)"
42,81.71,"(84.76, 42380, 50000)"
43,82.57,"(85.044, 42522, 50000)"
44,82.28,"(85.132, 42566, 50000)"
45,80.47,"(85.178, 42589, 50000)"
46,76.03,"(85.434, 42717, 50000)"
47,81.48,"(85.292, 42646, 50000)"
48,83.18,"(85.384, 42692, 50000)"
49,84.3,"(85.626, 42813, 50000)"
50,79.43,"(85.9, 42950, 50000)"
51,81.98,"(85.968, 42984, 50000)"
52,80.53,"(86.086, 43043, 50000)"
53,75.01,"(86.254, 43127, 50000)"
54,80.31,"(86.204, 43102, 50000)"
55,80.27,"(86.014, 43007, 50000)"
56,80.65,"(86.588, 43294, 50000)"
57,83.31,"(86.698, 43349, 50000)"
58,79.97,"(86.772, 43386, 50000)"
59,81.83,"(86.84, 43420, 50000)"
60,79.22,"(86.916, 43458, 50000)"
61,84.61,"(86.98, 43490, 50000)"
62,80.08,"(87.152, 43576, 50000)"
63,71.87,"(87.072, 43536, 50000)"
64,81.65,"(87.316, 43658, 50000)"
65,82.82,"(87.296, 43648, 50000)"
66,82.38,"(87.558, 43779, 50000)"
67,81.67,"(87.662, 43831, 50000)"
68,81.86,"(87.788, 43894, 50000)"
69,83.35,"(87.758, 43879, 50000)"
70,84.63,"(88.222, 44111, 50000)"
71,84.79,"(87.988, 43994, 50000)"
72,81.34,"(88.426, 44213, 50000)"
73,83.38,"(88.226, 44113, 50000)"
74,84.04,"(88.062, 44031, 50000)"
75,83.88,"(88.356, 44178, 50000)"
76,84.21,"(88.606, 44303, 50000)"
77,83.94,"(88.572, 44286, 50000)"
78,84.06,"(88.728, 44364, 50000)"
79,86.65,"(88.93, 44465, 50000)"
80,84.64,"(89.244, 44622, 50000)"
81,83.81,"(88.886, 44443, 50000)"
82,81.07,"(89.338, 44669, 50000)"
83,85.7,"(89.13, 44565, 50000)"
84,85.57,"(89.26, 44630, 50000)"
85,83.51,"(89.66, 44830, 50000)"
86,84.57,"(89.646, 44823, 50000)"
87,82.09,"(89.73, 44865, 50000)"
88,87.02,"(90.134, 45067, 50000)"
89,85.21,"(89.914, 44957, 50000)"
90,85.17,"(89.996, 44998, 50000)"
91,82.94,"(90.018, 45009, 50000)"
92,84.81,"(90.09, 45045, 50000)"
93,86.13,"(90.36, 45180, 50000)"
94,85.51,"(90.38, 45190, 50000)"
95,87.43,"(90.57, 45285, 50000)"
96,85.14,"(90.778, 45389, 50000)"
97,87.52,"(90.89, 45445, 50000)"
98,86.05,"(90.946, 45473, 50000)"
99,85.51,"(90.99, 45495, 50000)"
100,85.43,"(91.426, 45713, 50000)"
101,83.82,"(91.11, 45555, 50000)"
102,87.01,"(91.61, 45805, 50000)"
103,85.6,"(91.612, 45806, 50000)"
104,85.68,"(91.48, 45740, 50000)"
105,87.08,"(91.656, 45828, 50000)"
106,86.47,"(91.822, 45911, 50000)"
107,82.96,"(92.004, 46002, 50000)"
108,87.63,"(91.926, 45963, 50000)"
109,83.54,"(92.046, 46023, 50000)"
110,88.14,"(92.128, 46064, 50000)"
111,88.89,"(92.534, 46267, 50000)"
112,87.33,"(92.56, 46280, 50000)"
113,88.03,"(92.588, 46294, 50000)"
114,85.32,"(92.66, 46330, 50000)"
115,87.22,"(92.94, 46470, 50000)"
116,89.77,"(93.16, 46580, 50000)"
117,88.89,"(93.38, 46690, 50000)"
118,88.04,"(93.248, 46624, 50000)"
119,87.03,"(93.554, 46777, 50000)"
120,88.4,"(93.53, 46765, 50000)"
121,86.9,"(93.538, 46769, 50000)"
122,88.86,"(93.968, 46984, 50000)"
123,89.67,"(94.14, 47070, 50000)"
124,88.75,"(93.968, 46984, 50000)"
125,89.96,"(94.36, 47180, 50000)"
126,89.56,"(94.31, 47155, 50000)"
127,89.43,"(94.516, 47258, 50000)"
128,90.8,"(94.546, 47273, 50000)"
129,90.17,"(94.9, 47450, 50000)"
130,89.75,"(94.85, 47425, 50000)"
131,88.59,"(94.964, 47482, 50000)"
132,89.13,"(95.35, 47675, 50000)"
133,89.56,"(95.428, 47714, 50000)"
134,90.93,"(95.394, 47697, 50000)"
135,90.58,"(95.608, 47804, 50000)"
136,89.64,"(95.636, 47818, 50000)"
137,90.12,"(96.026, 48013, 50000)"
138,89.67,"(96.31, 48155, 50000)"
139,91.21,"(96.268, 48134, 50000)"
140,91.43,"(96.314, 48157, 50000)"
141,90.74,"(96.436, 48218, 50000)"
142,88.93,"(96.5, 48250, 50000)"
143,90.18,"(96.86, 48430, 50000)"
144,91.72,"(96.934, 48467, 50000)"
145,91.35,"(96.922, 48461, 50000)"
146,92.08,"(97.228, 48614, 50000)"
147,91.12,"(97.27, 48635, 50000)"
148,91.8,"(97.588, 48794, 50000)"
149,91.08,"(97.636, 48818, 50000)"
150,91.26,"(97.816, 48908, 50000)"
151,91.58,"(97.714, 48857, 50000)"
152,92.03,"(97.812, 48906, 50000)"
153,91.66,"(98.194, 49097, 50000)"
154,92.07,"(98.308, 49154, 50000)"
155,91.95,"(98.488, 49244, 50000)"
156,92.88,"(98.526, 49263, 50000)"
157,92.17,"(98.656, 49328, 50000)"
158,92.72,"(98.612, 49306, 50000)"
159,93.14,"(98.642, 49321, 50000)"
160,92.36,"(98.976, 49488, 50000)"
161,92.74,"(99.102, 49551, 50000)"
162,92.58,"(99.31, 49655, 50000)"
163,93.02,"(99.202, 49601, 50000)"
164,93.7,"(99.422, 49711, 50000)"
165,93.53,"(99.398, 49699, 50000)"
166,93.15,"(99.556, 49778, 50000)"
167,93.95,"(99.596, 49798, 50000)"
168,93.49,"(99.642, 49821, 50000)"
169,93.59,"(99.712, 49856, 50000)"
170,94.11,"(99.744, 49872, 50000)"
171,94.19,"(99.804, 49902, 50000)"
172,93.75,"(99.862, 49931, 50000)"
173,93.85,"(99.854, 49927, 50000)"
174,94.32,"(99.896, 49948, 50000)"
175,93.88,"(99.916, 49958, 50000)"
176,94.46,"(99.918, 49959, 50000)"
177,94.66,"(99.964, 49982, 50000)"
178,94.69,"(99.95, 49975, 50000)"
179,94.55,"(99.948, 49974, 50000)"
180,94.91,"(99.958, 49979, 50000)"
181,94.65,"(99.98, 49990, 50000)"
182,94.69,"(99.97, 49985, 50000)"
183,94.79,"(99.982, 49991, 50000)"
184,94.82,"(99.984, 49992, 50000)"
185,94.76,"(99.974, 49987, 50000)"
186,94.75,"(99.984, 49992, 50000)"
187,94.78,"(99.986, 49993, 50000)"
188,94.83,"(99.98, 49990, 50000)"
189,94.79,"(99.988, 49994, 50000)"
190,94.85,"(99.988, 49994, 50000)"
191,94.9,"(99.99, 49995, 50000)"
192,94.99,"(99.986, 49993, 50000)"
193,94.85,"(99.99, 49995, 50000)"
194,94.87,"(99.996, 49998, 50000)"
195,94.86,"(99.988, 49994, 50000)"
196,94.84,"(99.986, 49993, 50000)"
197,94.92,"(99.994, 49997, 50000)"
198,94.87,"(99.992, 49996, 50000)"
199,94.94,"(99.986, 49993, 50000)"
