;test_accuracy;Epoch;train-saturation_features-0;train-saturation_features-4;train-saturation_features-8;train-saturation_features-11;train-saturation_features-15;train-saturation_features-18;train-saturation_features-21;train-saturation_features-24;train-saturation_features-28;train-saturation_features-31;train-saturation_features-34;train-saturation_features-37;train-saturation_features-40;train-saturation_features-43;train-saturation_features-46;train-saturation_features-49;train-saturation_classifier;eval-saturation_features-0;eval-saturation_features-4;eval-saturation_features-8;eval-saturation_features-11;eval-saturation_features-15;eval-saturation_features-18;eval-saturation_features-21;eval-saturation_features-24;eval-saturation_features-28;eval-saturation_features-31;eval-saturation_features-34;eval-saturation_features-37;eval-saturation_features-40;eval-saturation_features-43;eval-saturation_features-46;eval-saturation_features-49;eval-saturation_classifier
0;25.53;0;0.140625;0.859375;0.875;0.9296875;0.625;0.66015625;0.66796875;0.67578125;0.119140625;0.123046875;0.125;0.126953125;0.126953125;0.126953125;0.126953125;0.126953125;0.9;0.125;0.84375;0.8203125;0.8828125;0.2109375;0.21484375;0.21875;0.21875;0.02734375;0.02734375;0.02734375;0.02734375;0.02734375;0.02734375;0.02734375;0.02734375;0.6
1;37.9;1;0.125;0.859375;0.875;0.9296875;0.63671875;0.66796875;0.67578125;0.68359375;0.119140625;0.123046875;0.125;0.125;0.125;0.125;0.125;0.125;0.8;0.125;0.84375;0.8203125;0.8828125;0.2109375;0.21484375;0.21875;0.21875;0.02734375;0.02734375;0.02734375;0.02734375;0.02734375;0.02734375;0.02734375;0.02734375;0.5
2;45.45;2;0.125;0.859375;0.875;0.9296875;0.6328125;0.671875;0.66796875;0.67578125;0.1171875;0.12109375;0.12109375;0.12109375;0.119140625;0.119140625;0.1171875;0.1171875;0.7;0.125;0.84375;0.8203125;0.8828125;0.2109375;0.21484375;0.21875;0.21875;0.025390625;0.02734375;0.02734375;0.02734375;0.02734375;0.02734375;0.02734375;0.025390625;0.6
3;51.57;3;0.125;0.859375;0.875;0.9296875;0.6171875;0.6484375;0.6484375;0.640625;0.109375;0.115234375;0.115234375;0.115234375;0.115234375;0.111328125;0.107421875;0.10546875;0.7;0.125;0.84375;0.8203125;0.8828125;0.2109375;0.21875;0.21875;0.21484375;0.025390625;0.02734375;0.02734375;0.02734375;0.025390625;0.025390625;0.025390625;0.025390625;0.5
4;57.83;4;0.125;0.859375;0.8828125;0.9296875;0.640625;0.6640625;0.64453125;0.6171875;0.107421875;0.111328125;0.109375;0.10546875;0.1015625;0.09765625;0.09375;0.087890625;0.7;0.125;0.859375;0.828125;0.8828125;0.21484375;0.21484375;0.21484375;0.2109375;0.025390625;0.025390625;0.025390625;0.025390625;0.025390625;0.025390625;0.0234375;0.021484375;0.5
5;62.33;5;0.125;0.859375;0.875;0.9296875;0.625;0.62890625;0.59765625;0.5625;0.095703125;0.09765625;0.095703125;0.091796875;0.0859375;0.080078125;0.07421875;0.072265625;0.7;0.125;0.859375;0.8203125;0.8671875;0.2109375;0.21484375;0.2109375;0.20703125;0.025390625;0.025390625;0.025390625;0.025390625;0.0234375;0.0234375;0.0234375;0.0234375;0.6
6;65.99;6;0.140625;0.875;0.8828125;0.921875;0.62109375;0.6171875;0.57421875;0.52734375;0.087890625;0.08984375;0.083984375;0.078125;0.07421875;0.0703125;0.06640625;0.064453125;0.7;0.125;0.875;0.8203125;0.859375;0.21484375;0.21484375;0.20703125;0.203125;0.025390625;0.025390625;0.025390625;0.0234375;0.0234375;0.0234375;0.0234375;0.0234375;0.6
7;68.66;7;0.125;0.875;0.875;0.9140625;0.6171875;0.60546875;0.5625;0.5078125;0.083984375;0.083984375;0.080078125;0.07421875;0.068359375;0.064453125;0.0625;0.0625;0.7;0.125;0.875;0.8046875;0.84375;0.2109375;0.2109375;0.20703125;0.1953125;0.0234375;0.0234375;0.0234375;0.0234375;0.021484375;0.021484375;0.021484375;0.021484375;0.6
8;69.2;8;0.140625;0.890625;0.875;0.90625;0.6171875;0.59765625;0.546875;0.484375;0.080078125;0.078125;0.072265625;0.06640625;0.060546875;0.05859375;0.056640625;0.056640625;0.7;0.125;0.875;0.796875;0.8359375;0.2109375;0.2109375;0.19921875;0.19140625;0.0234375;0.0234375;0.0234375;0.021484375;0.021484375;0.021484375;0.021484375;0.021484375;0.7
9;72.03;9;0.140625;0.890625;0.8671875;0.8984375;0.6015625;0.5859375;0.53515625;0.46484375;0.07421875;0.0703125;0.064453125;0.056640625;0.052734375;0.05078125;0.05078125;0.0546875;0.7;0.140625;0.875;0.796875;0.828125;0.2109375;0.2109375;0.203125;0.19140625;0.0234375;0.021484375;0.021484375;0.021484375;0.021484375;0.021484375;0.021484375;0.021484375;0.6
