;test_accuracy;Epoch;train-saturation_features-0;train-saturation_features-4;train-saturation_features-8;train-saturation_features-11;train-saturation_features-15;train-saturation_features-18;train-saturation_features-21;train-saturation_features-24;train-saturation_features-28;train-saturation_features-31;train-saturation_features-34;train-saturation_features-37;train-saturation_features-40;train-saturation_features-43;train-saturation_features-46;train-saturation_features-49;train-saturation_classifier;eval-saturation_features-0;eval-saturation_features-4;eval-saturation_features-8;eval-saturation_features-11;eval-saturation_features-15;eval-saturation_features-18;eval-saturation_features-21;eval-saturation_features-24;eval-saturation_features-28;eval-saturation_features-31;eval-saturation_features-34;eval-saturation_features-37;eval-saturation_features-40;eval-saturation_features-43;eval-saturation_features-46;eval-saturation_features-49;eval-saturation_classifier
49;89.68;49;0.15625;0.71875;0.6640625;0.765625;0.66796875;0.69140625;0.66796875;0.5703125;0.43359375;0.361328125;0.298828125;0.25;0.20703125;0.171875;0.150390625;0.138671875;0.8;0.171875;0.734375;0.6484375;0.7421875;0.6015625;0.62109375;0.59765625;0.5234375;0.197265625;0.17578125;0.154296875;0.134765625;0.119140625;0.109375;0.1015625;0.087890625;0.6
50;89.35;50;0.171875;0.71875;0.6640625;0.765625;0.66796875;0.6953125;0.66796875;0.5625;0.4375;0.369140625;0.3046875;0.25390625;0.21484375;0.17578125;0.15234375;0.13671875;0.8;0.171875;0.71875;0.6484375;0.7421875;0.59765625;0.6171875;0.59375;0.5234375;0.193359375;0.171875;0.150390625;0.134765625;0.12109375;0.111328125;0.103515625;0.091796875;0.6
51;89.52;51;0.171875;0.71875;0.6640625;0.765625;0.66796875;0.6953125;0.66796875;0.56640625;0.4375;0.369140625;0.30078125;0.248046875;0.20703125;0.171875;0.150390625;0.140625;0.8;0.171875;0.71875;0.6484375;0.7421875;0.6015625;0.62109375;0.59765625;0.53125;0.197265625;0.177734375;0.15234375;0.134765625;0.125;0.115234375;0.10546875;0.095703125;0.7
52;89.56;52;0.171875;0.703125;0.6640625;0.7734375;0.66796875;0.6953125;0.6640625;0.5546875;0.453125;0.38671875;0.326171875;0.279296875;0.234375;0.185546875;0.154296875;0.140625;0.8;0.171875;0.71875;0.640625;0.7421875;0.59765625;0.6171875;0.59375;0.5234375;0.1953125;0.173828125;0.1484375;0.130859375;0.1171875;0.109375;0.103515625;0.091796875;0.6
53;89.9;53;0.171875;0.703125;0.65625;0.765625;0.66796875;0.69140625;0.66015625;0.546875;0.421875;0.34375;0.27734375;0.2265625;0.19140625;0.162109375;0.14453125;0.130859375;0.8;0.171875;0.71875;0.640625;0.7421875;0.6015625;0.6171875;0.59765625;0.5234375;0.1953125;0.171875;0.1484375;0.12890625;0.1171875;0.10546875;0.099609375;0.0859375;0.6
54;89.5;54;0.171875;0.71875;0.6640625;0.765625;0.671875;0.6953125;0.66796875;0.5625;0.435546875;0.3671875;0.298828125;0.2421875;0.201171875;0.169921875;0.1484375;0.134765625;0.8;0.171875;0.71875;0.640625;0.7421875;0.59765625;0.6171875;0.59375;0.5234375;0.1953125;0.173828125;0.154296875;0.134765625;0.119140625;0.109375;0.103515625;0.08984375;0.6
55;89.16;55;0.171875;0.703125;0.65625;0.765625;0.66796875;0.6953125;0.66796875;0.55078125;0.43359375;0.365234375;0.30078125;0.251953125;0.21484375;0.177734375;0.150390625;0.134765625;0.8;0.171875;0.71875;0.6328125;0.7421875;0.59765625;0.6171875;0.59375;0.5234375;0.1953125;0.173828125;0.154296875;0.13671875;0.123046875;0.109375;0.1015625;0.087890625;0.5
56;89.39;56;0.171875;0.71875;0.6640625;0.765625;0.671875;0.6953125;0.66796875;0.5625;0.4296875;0.353515625;0.28515625;0.23046875;0.193359375;0.166015625;0.14453125;0.12890625;0.8;0.171875;0.71875;0.640625;0.734375;0.6015625;0.62109375;0.6015625;0.53125;0.197265625;0.17578125;0.154296875;0.140625;0.126953125;0.115234375;0.10546875;0.087890625;0.6
57;89.81;57;0.171875;0.703125;0.65625;0.765625;0.671875;0.6953125;0.671875;0.55859375;0.439453125;0.37109375;0.3046875;0.251953125;0.2109375;0.17578125;0.15234375;0.138671875;0.8;0.171875;0.71875;0.640625;0.7421875;0.6015625;0.62109375;0.6015625;0.52734375;0.197265625;0.17578125;0.154296875;0.140625;0.126953125;0.11328125;0.103515625;0.091796875;0.6
58;89.77;58;0.171875;0.71875;0.6640625;0.765625;0.66796875;0.6953125;0.66796875;0.5546875;0.416015625;0.337890625;0.271484375;0.22265625;0.189453125;0.1640625;0.14453125;0.130859375;0.8;0.171875;0.71875;0.640625;0.734375;0.6015625;0.625;0.60546875;0.52734375;0.197265625;0.17578125;0.154296875;0.138671875;0.126953125;0.119140625;0.109375;0.091796875;0.6
