;test_accuracy;Epoch;train-saturation_features-0;train-saturation_features-4;train-saturation_features-8;train-saturation_features-11;train-saturation_features-15;train-saturation_features-18;train-saturation_features-21;train-saturation_features-24;train-saturation_features-28;train-saturation_features-31;train-saturation_features-34;train-saturation_features-37;train-saturation_features-40;train-saturation_features-43;train-saturation_features-46;train-saturation_features-49;train-saturation_classifier;eval-saturation_features-0;eval-saturation_features-4;eval-saturation_features-8;eval-saturation_features-11;eval-saturation_features-15;eval-saturation_features-18;eval-saturation_features-21;eval-saturation_features-24;eval-saturation_features-28;eval-saturation_features-31;eval-saturation_features-34;eval-saturation_features-37;eval-saturation_features-40;eval-saturation_features-43;eval-saturation_features-46;eval-saturation_features-49;eval-saturation_classifier
0;38.98;0;0.125;0.875;0.859375;0.921875;0.609375;0.63671875;0.625;0.62109375;0.111328125;0.115234375;0.1171875;0.1171875;0.1171875;0.1171875;0.115234375;0.115234375;0.7;0.125;0.859375;0.7578125;0.8203125;0.20703125;0.2109375;0.20703125;0.20703125;0.025390625;0.025390625;0.025390625;0.025390625;0.025390625;0.025390625;0.025390625;0.025390625;0.6
1;46.53;1;0.109375;0.859375;0.859375;0.9140625;0.609375;0.63671875;0.62109375;0.609375;0.107421875;0.11328125;0.115234375;0.115234375;0.11328125;0.11328125;0.111328125;0.109375;0.7;0.125;0.84375;0.7578125;0.8203125;0.20703125;0.2109375;0.20703125;0.203125;0.025390625;0.025390625;0.025390625;0.025390625;0.025390625;0.025390625;0.025390625;0.025390625;0.5
2;52.41;2;0.125;0.859375;0.8671875;0.921875;0.6171875;0.62109375;0.58203125;0.5546875;0.095703125;0.1015625;0.1015625;0.099609375;0.095703125;0.091796875;0.08984375;0.0859375;0.7;0.125;0.859375;0.7578125;0.8203125;0.20703125;0.2109375;0.203125;0.19921875;0.025390625;0.025390625;0.025390625;0.0234375;0.0234375;0.0234375;0.0234375;0.0234375;0.5
3;59.37;3;0.125;0.875;0.8671875;0.9140625;0.609375;0.59375;0.54296875;0.49609375;0.083984375;0.087890625;0.0859375;0.080078125;0.076171875;0.072265625;0.068359375;0.06640625;0.7;0.125;0.859375;0.7578125;0.8046875;0.20703125;0.20703125;0.19921875;0.19140625;0.0234375;0.0234375;0.0234375;0.0234375;0.0234375;0.0234375;0.0234375;0.0234375;0.6
4;63.15;4;0.125;0.875;0.8671875;0.90625;0.60546875;0.5703125;0.51171875;0.45703125;0.076171875;0.078125;0.07421875;0.0703125;0.06640625;0.064453125;0.0625;0.060546875;0.7;0.125;0.875;0.7578125;0.796875;0.20703125;0.203125;0.1953125;0.18359375;0.0234375;0.0234375;0.021484375;0.021484375;0.021484375;0.021484375;0.021484375;0.021484375;0.6
5;65.8;5;0.125;0.875;0.8671875;0.90625;0.60546875;0.55859375;0.48828125;0.41015625;0.068359375;0.06640625;0.060546875;0.056640625;0.0546875;0.052734375;0.05078125;0.052734375;0.7;0.125;0.875;0.75;0.78125;0.20703125;0.19921875;0.1875;0.171875;0.021484375;0.021484375;0.021484375;0.021484375;0.021484375;0.01953125;0.01953125;0.01953125;0.5
6;69.43;6;0.125;0.890625;0.859375;0.8984375;0.5859375;0.5390625;0.46875;0.38671875;0.060546875;0.060546875;0.05859375;0.056640625;0.0546875;0.0546875;0.052734375;0.0546875;0.7;0.125;0.875;0.7421875;0.78125;0.20703125;0.203125;0.19140625;0.17578125;0.021484375;0.021484375;0.021484375;0.021484375;0.021484375;0.01953125;0.01953125;0.01953125;0.6
7;70.36;7;0.140625;0.890625;0.8515625;0.890625;0.578125;0.5234375;0.44140625;0.3515625;0.052734375;0.0546875;0.05078125;0.048828125;0.048828125;0.048828125;0.048828125;0.048828125;0.7;0.125;0.875;0.7421875;0.7734375;0.20703125;0.203125;0.1875;0.171875;0.021484375;0.01953125;0.01953125;0.01953125;0.01953125;0.01953125;0.01953125;0.01953125;0.6
8;71.16;8;0.140625;0.890625;0.8515625;0.8828125;0.578125;0.5078125;0.42578125;0.32421875;0.048828125;0.048828125;0.046875;0.044921875;0.046875;0.046875;0.046875;0.048828125;0.7;0.125;0.875;0.7421875;0.7734375;0.20703125;0.203125;0.1875;0.16796875;0.01953125;0.01953125;0.01953125;0.021484375;0.021484375;0.021484375;0.021484375;0.021484375;0.6
9;72.43;9;0.140625;0.890625;0.8515625;0.8828125;0.57421875;0.5078125;0.42578125;0.328125;0.048828125;0.046875;0.044921875;0.044921875;0.044921875;0.044921875;0.044921875;0.048828125;0.7;0.140625;0.875;0.734375;0.765625;0.20703125;0.19921875;0.18359375;0.1640625;0.01953125;0.01953125;0.01953125;0.01953125;0.01953125;0.01953125;0.01953125;0.021484375;0.6
10;73.29;10;0.140625;0.890625;0.84375;0.875;0.5703125;0.50390625;0.42578125;0.33203125;0.048828125;0.046875;0.044921875;0.044921875;0.044921875;0.044921875;0.044921875;0.046875;0.7;0.140625;0.875;0.734375;0.765625;0.20703125;0.19921875;0.1875;0.1640625;0.01953125;0.01953125;0.01953125;0.021484375;0.021484375;0.01953125;0.01953125;0.021484375;0.6
11;74.0;11;0.140625;0.890625;0.8359375;0.8671875;0.5625;0.49609375;0.42578125;0.328125;0.046875;0.044921875;0.04296875;0.04296875;0.04296875;0.044921875;0.044921875;0.048828125;0.7;0.140625;0.875;0.734375;0.765625;0.20703125;0.203125;0.1875;0.1640625;0.01953125;0.01953125;0.01953125;0.01953125;0.01953125;0.017578125;0.01953125;0.01953125;0.6
12;75.23;12;0.140625;0.890625;0.8359375;0.875;0.55859375;0.48828125;0.41015625;0.3046875;0.041015625;0.041015625;0.0390625;0.0390625;0.041015625;0.041015625;0.041015625;0.044921875;0.8;0.140625;0.875;0.734375;0.7578125;0.20703125;0.19921875;0.1796875;0.15625;0.017578125;0.01953125;0.01953125;0.01953125;0.01953125;0.01953125;0.01953125;0.01953125;0.6
