;test_accuracy;Epoch;train-saturation_features-0;train-saturation_features-4;train-saturation_features-8;train-saturation_features-11;train-saturation_features-15;train-saturation_features-18;train-saturation_features-21;train-saturation_features-24;train-saturation_features-28;train-saturation_features-31;train-saturation_features-34;train-saturation_features-37;train-saturation_features-40;train-saturation_features-43;train-saturation_features-46;train-saturation_features-49;train-saturation_classifier;eval-saturation_features-0;eval-saturation_features-4;eval-saturation_features-8;eval-saturation_features-11;eval-saturation_features-15;eval-saturation_features-18;eval-saturation_features-21;eval-saturation_features-24;eval-saturation_features-28;eval-saturation_features-31;eval-saturation_features-34;eval-saturation_features-37;eval-saturation_features-40;eval-saturation_features-43;eval-saturation_features-46;eval-saturation_features-49;eval-saturation_classifier
0;50.08;0;0.125;0.828125;0.8671875;0.9375;0.859375;0.89453125;0.8984375;0.89453125;0.40234375;0.41015625;0.40625;0.396484375;0.38671875;0.376953125;0.3671875;0.36328125;0.6;0.125;0.84375;0.84375;0.9140625;0.6171875;0.65234375;0.6484375;0.64453125;0.107421875;0.107421875;0.10546875;0.103515625;0.1015625;0.099609375;0.099609375;0.099609375;0.4
1;57.2;1;0.125;0.828125;0.8671875;0.9296875;0.85546875;0.88671875;0.8828125;0.87109375;0.380859375;0.375;0.353515625;0.33203125;0.314453125;0.302734375;0.294921875;0.291015625;0.6;0.125;0.84375;0.8515625;0.9140625;0.6171875;0.63671875;0.62890625;0.61328125;0.10546875;0.103515625;0.1015625;0.09765625;0.095703125;0.095703125;0.09375;0.091796875;0.5
2;63.89;2;0.125;0.84375;0.8671875;0.9296875;0.83984375;0.86328125;0.8515625;0.84375;0.3671875;0.34765625;0.3125;0.28125;0.2578125;0.240234375;0.23046875;0.232421875;0.7;0.125;0.84375;0.84375;0.90625;0.59765625;0.61328125;0.59765625;0.578125;0.103515625;0.1015625;0.09765625;0.09375;0.08984375;0.087890625;0.0859375;0.0859375;0.6
3;69.51;3;0.140625;0.84375;0.859375;0.921875;0.8203125;0.83984375;0.83203125;0.8125;0.359375;0.328125;0.279296875;0.236328125;0.2109375;0.193359375;0.189453125;0.19921875;0.7;0.125;0.84375;0.8359375;0.890625;0.58203125;0.59375;0.58203125;0.56640625;0.10546875;0.1015625;0.095703125;0.08984375;0.087890625;0.0859375;0.087890625;0.087890625;0.6
4;72.36;4;0.140625;0.859375;0.859375;0.90625;0.80859375;0.828125;0.81640625;0.8046875;0.359375;0.31640625;0.259765625;0.21484375;0.1875;0.173828125;0.169921875;0.185546875;0.7;0.125;0.859375;0.8359375;0.875;0.5703125;0.578125;0.56640625;0.55078125;0.103515625;0.09375;0.083984375;0.078125;0.076171875;0.076171875;0.076171875;0.080078125;0.6
5;75.93;5;0.140625;0.859375;0.859375;0.8984375;0.79296875;0.8125;0.80078125;0.78515625;0.34375;0.287109375;0.21875;0.169921875;0.150390625;0.142578125;0.140625;0.158203125;0.7;0.140625;0.859375;0.8203125;0.859375;0.5625;0.56640625;0.5546875;0.53515625;0.099609375;0.08984375;0.07421875;0.068359375;0.064453125;0.0625;0.060546875;0.064453125;0.6
6;76.41;6;0.140625;0.859375;0.84375;0.8828125;0.78125;0.80078125;0.78515625;0.765625;0.333984375;0.263671875;0.189453125;0.142578125;0.123046875;0.1171875;0.1171875;0.134765625;0.7;0.140625;0.859375;0.8125;0.8515625;0.55859375;0.5625;0.5546875;0.53515625;0.099609375;0.083984375;0.0703125;0.06640625;0.064453125;0.064453125;0.06640625;0.0703125;0.6
7;79.45;7;0.140625;0.859375;0.8359375;0.875;0.76953125;0.7890625;0.78125;0.765625;0.337890625;0.271484375;0.197265625;0.150390625;0.134765625;0.126953125;0.12890625;0.146484375;0.7;0.140625;0.859375;0.8046875;0.84375;0.546875;0.55078125;0.546875;0.53125;0.099609375;0.087890625;0.076171875;0.072265625;0.068359375;0.068359375;0.068359375;0.0703125;0.6
8;79.48;8;0.15625;0.859375;0.828125;0.875;0.76171875;0.78125;0.765625;0.75;0.322265625;0.24609375;0.16796875;0.123046875;0.107421875;0.103515625;0.107421875;0.12890625;0.8;0.140625;0.859375;0.796875;0.828125;0.54296875;0.546875;0.53515625;0.5234375;0.099609375;0.083984375;0.072265625;0.06640625;0.0625;0.0625;0.0625;0.06640625;0.6
9;80.18;9;0.15625;0.859375;0.8203125;0.8671875;0.75390625;0.76953125;0.7578125;0.73828125;0.322265625;0.236328125;0.150390625;0.109375;0.095703125;0.09375;0.09765625;0.119140625;0.7;0.140625;0.859375;0.7890625;0.828125;0.54296875;0.54296875;0.53125;0.51171875;0.099609375;0.08203125;0.068359375;0.064453125;0.0625;0.0625;0.0625;0.06640625;0.6
10;81.6;10;0.15625;0.859375;0.8203125;0.859375;0.74609375;0.76171875;0.75390625;0.73828125;0.318359375;0.232421875;0.146484375;0.109375;0.09765625;0.095703125;0.1015625;0.123046875;0.8;0.140625;0.859375;0.78125;0.8203125;0.5390625;0.53515625;0.53125;0.515625;0.09765625;0.08203125;0.0703125;0.064453125;0.0625;0.060546875;0.0625;0.064453125;0.6
11;81.99;11;0.140625;0.859375;0.8125;0.859375;0.74609375;0.76171875;0.75;0.7265625;0.31640625;0.224609375;0.138671875;0.1015625;0.08984375;0.091796875;0.09765625;0.1171875;0.8;0.15625;0.84375;0.7734375;0.8203125;0.5390625;0.5390625;0.52734375;0.515625;0.09765625;0.083984375;0.072265625;0.06640625;0.064453125;0.0625;0.0625;0.064453125;0.6
12;82.49;12;0.140625;0.859375;0.8046875;0.8515625;0.73828125;0.75390625;0.74609375;0.73046875;0.322265625;0.234375;0.142578125;0.099609375;0.08984375;0.08984375;0.09375;0.11328125;0.8;0.15625;0.84375;0.765625;0.8125;0.5390625;0.53515625;0.52734375;0.51953125;0.099609375;0.0859375;0.072265625;0.064453125;0.060546875;0.05859375;0.060546875;0.060546875;0.6
13;82.91;13;0.15625;0.859375;0.8046875;0.8515625;0.734375;0.75;0.7421875;0.72265625;0.3203125;0.232421875;0.15234375;0.109375;0.095703125;0.091796875;0.095703125;0.115234375;0.8;0.15625;0.84375;0.765625;0.8046875;0.52734375;0.53125;0.5234375;0.50390625;0.099609375;0.083984375;0.0703125;0.060546875;0.056640625;0.0546875;0.0546875;0.05859375;0.6
