Epoch,sparse_flops,val_set_gradient_magnintude,val_set_Hg_magnitude,val_accuracy,test_set_gradient_magnitude,test_set_Hg_magnitude,test_accuracy
-1,118648288.0,0.4958368241786957,5.060738885731553e-07,72.18,0.4820844829082489,5.042234079155605e-07,73.35
0,3678096928.0,0.4632342457771301,4.5116215119378467e-07,77.98,0.45277827978134155,4.949314416080597e-07,76.83
10,39272583328.0,0.25423431396484375,4.5692613070968946e-07,94.9,0.26732295751571655,6.627104767176206e-07,90.94
20,74867069728.0,0.2401447594165802,8.193823646251985e-07,95.32,0.2550777792930603,6.706458748340083e-07,91.07
30,110461556128.0,0.22390851378440857,6.700917083435343e-07,95.44,0.23938415944576263,7.094769784998789e-07,91.02
40,146056042528.0,0.19547444581985474,7.705314146733144e-07,94.54,0.21315373480319977,9.793619710762869e-07,90.72
50,181650528928.0,0.18353761732578278,1.5356788480858086e-06,94.5,0.19069935381412506,1.5731927760498365e-06,90.51
60,217245015328.0,0.1824672371149063,1.4759235682504368e-06,94.34,0.18743520975112915,1.7145383708339068e-06,90.47
70,252839501728.0,0.17168420553207397,1.6589902998020989e-06,94.4,0.1814030557870865,1.9706565126398345e-06,90.48
80,288433988128.0,0.1469336301088333,2.758009941317141e-06,94.18,0.15606799721717834,3.146452627333929e-06,90.27
90,324028474528.0,0.1319766640663147,4.189173978375038e-06,94.0,0.1472509354352951,4.350635663286084e-06,90.23
