Epoch,sparse_flops,val_set_gradient_magnintude,val_set_Hg_magnitude,val_accuracy,test_set_gradient_magnitude,test_set_Hg_magnitude,test_accuracy
-1,164386288.0,0.432312548160553,7.278198950189108e-07,62.76,0.4172896146774292,8.350935445378127e-07,64.32
0,5095974928.0,0.40754222869873047,7.166590307861043e-07,66.26,0.392563134431839,8.235347763729806e-07,67.75
10,54411861328.0,0.22780531644821167,7.978730991453631e-07,83.4,0.24072973430156708,7.081230819494522e-07,82.31
20,103727747728.0,0.2345973253250122,7.237186991915223e-07,83.86,0.2396308183670044,7.804404731359682e-07,82.43
30,153043634128.0,0.23092015087604523,6.336724709399277e-07,83.26,0.23593708872795105,8.788274499238469e-07,82.41
40,202359520528.0,0.2010829895734787,1.218265879288083e-06,83.06,0.22426025569438934,1.3289987919051782e-06,82.49
50,251675406928.0,0.18431653082370758,1.7360931678922498e-06,83.84,0.21537180244922638,2.0658874291257234e-06,82.54
60,300991293328.0,0.17901943624019623,2.780162276394549e-06,84.24,0.21574001014232635,2.2536232791026123e-06,82.67
70,350307179728.0,0.17246468365192413,2.45574028667761e-06,84.1,0.21244856715202332,2.4776391001068987e-06,82.76
80,399623066128.0,0.1534292846918106,4.937342509947484e-06,84.22,0.2093103677034378,3.738132363650948e-06,83.05
90,448938952528.0,0.13774819672107697,6.115140422480181e-06,84.76,0.19041474163532257,4.8628312470100354e-06,83.44
