Epoch,sparse_flops,val_set_gradient_magnintude,val_set_Hg_magnitude,val_accuracy,test_set_gradient_magnitude,test_set_Hg_magnitude,test_accuracy
-1,143813920.0,0.9684512615203857,4.37422568211332e-06,78.44,0.8794444799423218,3.7786239772685803e-06,78.2
0,4458231520.0,0.4815961420536041,2.5881336114252917e-06,91.1,0.43287521600723267,2.3608977244293783e-06,88.21
10,47602407520.0,0.1200617179274559,4.330130195739912e-06,96.98,0.14607343077659607,3.5357950309844455e-06,92.12
20,90746583520.0,0.11076671630144119,5.704659542971058e-06,97.22,0.14930498600006104,3.6617950627260143e-06,92.27
30,133890759520.0,0.09909102320671082,5.546776264964137e-06,96.78,0.13787595927715302,3.947108325519366e-06,92.49
40,177034935520.0,0.07770397514104843,6.3570191741746385e-06,97.58,0.1326933652162552,5.036981292505516e-06,92.82
50,220179111520.0,0.06529539823532104,7.889805601735134e-06,97.96,0.11653970927000046,6.794406090193661e-06,92.9
60,263323287520.0,0.06365052610635757,1.0117420970345847e-05,97.9,0.11531437188386917,6.940194452909054e-06,92.93
70,306467463520.0,0.06442715972661972,7.796185855113436e-06,97.92,0.10976545512676239,7.5896755333815236e-06,93.01
80,349611639520.0,0.05321585759520531,6.949484486540314e-06,97.62,0.1109638512134552,8.965418601292185e-06,93.0
90,392755815520.0,0.06777458637952805,1.6417596270912327e-05,98.2,0.11297036707401276,1.0393398042651825e-05,93.13
