Name,Dense Accuracy,Pruned Accuracy,Dense ECE,Pruned ECE
resnet_small_normal_small_imagenet_seed.4_rf_level_9_recording_200_test_acc_45.22.pth,45.22,45.31,4.973447695374489,4.877723008394241
resnet_small_normal_small_imagenet_seed.5_rf_level_9_recording_200_test_acc_45.39.pth,45.39,45.37,4.9687206745147705,4.995451867580414
resnet_small_normal_small_imagenet_seed.7_rf_level_9_recording_200_test_acc_45.04.pth,45.04,45.05,4.860851913690567,4.853183776140213
resnet_small_normal_small_imagenet_seed.6_rf_level_9_recording_200_test_acc_45.7.pth,45.7,45.59,4.6721190214157104,4.744680225849152
