Epoch,sparse_flops,val_set_gradient_magnitude,val_accuracy,test_set_gradient_magnitude,test_accuracy
-1,0,4.523007392883301,1.26,5.105752944946289,1.07
0,18959934720.0,2.131350517272949,1.16,2.2768871784210205,0.96
10,208559281920.0,1.9793606996536255,1.64,2.1544151306152344,1.27
20,398158629120.0,2.0675735473632812,1.82,2.3742263317108154,1.58
30,587757976320.0,2.4217896461486816,2.8,3.5429325103759766,2.51
40,777357323520.0,3.928358554840088,4.36,3.676464319229126,3.92
50,966956670720.0,5.957954406738281,6.54,8.866320610046387,5.48
60,1156556017920.0,6.071383476257324,9.34,10.041447639465332,7.73
70,1346155365120.0,18.70697784423828,12.1,29.45304298400879,9.98
80,1535754712320.0,23.474565505981445,16.56,28.32325553894043,14.23
90,1725354059520.0,25.343826293945312,22.76,43.94833755493164,18.53
100,1914953406720.0,55.20307540893555,26.8,73.1905746459961,21.73
110,2104552753920.0,50.16804885864258,30.66,56.193504333496094,25.2
120,2294152101120.0,58.32614517211914,35.0,49.22815704345703,29.73
130,2483751448320.0,69.01607513427734,37.48,83.67371368408203,29.7
140,2673350795520.0,45.33628845214844,42.08,35.4029541015625,34.1
150,2862950142720.0,40.30509948730469,45.58,50.24504470825195,35.77
160,3052549489920.0,47.855777740478516,49.02,55.02458572387695,36.41
170,3242148837120.0,34.13022994995117,52.58,50.073177337646484,38.62
180,3431748184320.0,42.78268814086914,54.48,60.00360107421875,38.71
190,3621347531520.0,48.12321853637695,56.72,58.724281311035156,40.15
200,3791986944000.0,75.02852630615234,56.32,98.18406677246094,39.22
