Epoch,sparse_flops,val_set_gradient_magnintude,val_set_Hg_magnitude,val_accuracy,test_set_gradient_magnitude,test_set_Hg_magnitude,test_accuracy
-1,105529840.0,0.5897400379180908,1.23702318433061e-06,70.08,0.5505742430686951,1.1908086889889091e-06,71.55
0,3271425040.0,0.5390185713768005,1.1157545714013395e-06,74.18,0.5007094144821167,1.1640983075267286e-06,76.29
10,34930377040.0,0.22864028811454773,7.815394269528042e-07,91.64,0.23084795475006104,7.596822229061218e-07,88.9
20,66589329040.0,0.21996155381202698,7.297994670807384e-07,92.58,0.22562868893146515,7.747530048618501e-07,88.88
30,98248281040.0,0.20822061598300934,8.524650638719322e-07,92.12,0.2197948396205902,8.281223244921421e-07,88.98
40,129907233040.0,0.1804955154657364,1.1540065543158562e-06,92.5,0.20646804571151733,1.1631254892563447e-06,88.9
50,161566185040.0,0.15980558097362518,1.1130007351312088e-06,92.6,0.1968999058008194,1.6292447071464267e-06,89.0
60,193225137040.0,0.15444356203079224,1.6315452739945613e-06,92.3,0.19404397904872894,1.7225792134922813e-06,89.02
70,224884089040.0,0.1481834352016449,1.6936862721195212e-06,92.24,0.1910388022661209,1.8865929405365023e-06,89.08
80,256543041040.0,0.13269013166427612,2.4816445147735067e-06,92.22,0.18856723606586456,2.7171699912287295e-06,89.22
90,288201993040.0,0.11360258609056473,3.7470838378794724e-06,92.6,0.18109430372714996,3.6157348404231016e-06,89.32
