Name,Dense Accuracy,Pruned Accuracy
vgg19_normal_cifar10_rf_level_3_sam_optim_saturation_200_test_acc_87.61.pth,87.61,31.61
vgg19_normal_cifar10_rf_level_3_sam_optim_saturation_200_gc_0_test_acc_87.63.pth,87.63,10.5
