layer_names,pr
conv1,0.0
layer1.0.conv1,0.5551758
layer1.0.conv2,0.62608504
layer1.0.conv3,0.5628052
layer1.0.shortcut.0,0.5256958
layer1.1.conv1,0.6373291
layer1.1.conv2,0.69395614
layer1.1.conv3,0.6958008
layer1.2.conv1,0.4864502
layer1.2.conv2,0.4923774
layer1.2.conv3,0.585083
layer2.0.conv1,0.32196045
layer2.0.conv2,0.45064968
layer2.0.conv3,0.37023926
layer2.0.shortcut.0,0.5203934
layer2.1.conv1,0.536026
layer2.1.conv2,0.45206705
layer2.1.conv3,0.37513733
layer2.2.conv1,0.43338013
layer2.2.conv2,0.43191868
layer2.2.conv3,0.40187073
layer2.3.conv1,0.33032227
layer2.3.conv2,0.38930935
layer2.3.conv3,0.48439026
layer3.0.conv1,0.42074585
layer3.0.conv2,0.7352922
layer3.0.conv3,0.80514145
layer3.0.shortcut.0,0.9142704
layer3.1.conv1,0.97328186
layer3.1.conv2,0.9771491
layer3.1.conv3,0.9620247
layer3.2.conv1,0.9951439
layer3.2.conv2,0.99902344
layer3.2.conv3,0.99666977
layer3.3.conv1,0.9924164
layer3.3.conv2,0.99958295
layer3.3.conv3,0.99925995
layer3.4.conv1,0.99084854
layer3.4.conv2,0.9990489
layer3.4.conv3,0.99708176
layer3.5.conv1,0.99181366
layer3.5.conv2,0.9991726
layer3.5.conv3,0.9991989
layer4.0.conv1,0.9810028
layer4.0.conv2,0.99831855
layer4.0.conv3,0.99604225
layer4.0.shortcut.0,0.99621916
layer4.1.conv1,0.9995985
layer4.1.conv2,0.9998737
layer4.1.conv3,0.9991789
layer4.2.conv1,1.0
layer4.2.conv2,0.99999833
layer4.2.conv3,0.999588
linear,0.0
