layer_names,pr
conv1,0.0
layer1.0.conv1,0.75146484
layer1.0.conv2,0.6673448
layer1.0.conv3,0.6576538
layer1.0.shortcut.0,0.72888184
layer1.1.conv1,0.765625
layer1.1.conv2,0.83357745
layer1.1.conv3,0.8018799
layer1.2.conv1,0.79901123
layer1.2.conv2,0.91655815
layer1.2.conv3,0.9191284
layer2.0.conv1,0.5389099
layer2.0.conv2,0.6229045
layer2.0.conv3,0.5110779
layer2.0.shortcut.0,0.6858139
layer2.1.conv1,0.6420746
layer2.1.conv2,0.5791558
layer2.1.conv3,0.53118896
layer2.2.conv1,0.6327057
layer2.2.conv2,0.6267497
layer2.2.conv3,0.58166504
layer2.3.conv1,0.46575928
layer2.3.conv2,0.5097249
layer2.3.conv3,0.59043884
layer3.0.conv1,0.49667358
layer3.0.conv2,0.75350785
layer3.0.conv3,0.75487137
layer3.0.shortcut.0,0.90006256
layer3.1.conv1,0.86706924
layer3.1.conv2,0.78970677
layer3.1.conv3,0.82360077
layer3.2.conv1,0.9843254
layer3.2.conv2,0.9923384
layer3.2.conv3,0.98218155
layer3.3.conv1,0.97974014
layer3.3.conv2,0.99399483
layer3.3.conv3,0.9874916
layer3.4.conv1,0.96787643
layer3.4.conv2,0.9908261
layer3.4.conv3,0.9881096
layer3.5.conv1,0.9779892
layer3.5.conv2,0.996226
layer3.5.conv3,0.9935684
layer4.0.conv1,0.9546566
layer4.0.conv2,0.9965947
layer4.0.conv3,0.99470806
layer4.0.shortcut.0,0.9984226
layer4.1.conv1,0.9998884
layer4.1.conv2,0.99993896
layer4.1.conv3,0.99932003
layer4.2.conv1,0.99989414
layer4.2.conv2,0.9999602
layer4.2.conv3,0.9998684
linear,0.0
