Name,Dense Accuracy,Pruned Accuracy
vgg19_normal_cifar10_rf_level_4_sam_optim_saturation_200_test_acc_85.68.pth,85.68,85.68
vgg19_normal_cifar10_rf_level_4_sam_optim_saturation_200_gc_0_test_acc_75.51.pth,75.51,75.52
