layer_names,pr
conv1,0.0
layer1.0.conv1,0.6965332
layer1.0.conv2,0.765842
layer1.0.conv3,0.7510376
layer1.0.shortcut.0,0.5968628
layer1.1.conv1,0.7154541
layer1.1.conv2,0.8969184
layer1.1.conv3,0.8873291
layer1.2.conv1,0.56591797
layer1.2.conv2,0.6470269
layer1.2.conv3,0.70910645
layer2.0.conv1,0.5900574
layer2.0.conv2,0.6989
layer2.0.conv3,0.6277313
layer2.0.shortcut.0,0.57323456
layer2.1.conv1,0.5966797
layer2.1.conv2,0.48656547
layer2.1.conv3,0.4933319
layer2.2.conv1,0.5766144
layer2.2.conv2,0.65778947
layer2.2.conv3,0.6815033
layer2.3.conv1,0.41938782
layer2.3.conv2,0.4882202
layer2.3.conv3,0.58462524
layer3.0.conv1,0.33758545
layer3.0.conv2,0.46750048
layer3.0.conv3,0.39821243
layer3.0.shortcut.0,0.5635414
layer3.1.conv1,0.6211128
layer3.1.conv2,0.5104489
layer3.1.conv3,0.40831757
layer3.2.conv1,0.45692444
layer3.2.conv2,0.44088235
layer3.2.conv3,0.45351028
layer3.3.conv1,0.48464584
layer3.3.conv2,0.5520579
layer3.3.conv3,0.5828209
layer3.4.conv1,0.60663223
layer3.4.conv2,0.8164215
layer3.4.conv3,0.82513046
layer3.5.conv1,0.552227
layer3.5.conv2,0.7930179
layer3.5.conv3,0.8656616
layer4.0.conv1,0.5437908
layer4.0.conv2,0.86193633
layer4.0.conv3,0.9304447
layer4.0.shortcut.0,0.96045303
layer4.1.conv1,0.93558025
layer4.1.conv2,0.90751225
layer4.1.conv3,0.9399929
layer4.2.conv1,0.9806719
layer4.2.conv2,0.9908375
layer4.2.conv3,0.97901154
linear,0.0
