layer_names,pr
conv1,0.0
layer1.0.conv1,0.27685547
layer1.0.conv2,0.5938585
layer1.0.conv3,0.35961914
layer1.0.shortcut.0,0.36157227
layer1.1.conv1,0.5213623
layer1.1.conv2,0.6506619
layer1.1.conv3,0.37072754
layer1.2.conv1,0.5640869
layer1.2.conv2,0.685791
layer1.2.conv3,0.3796997
layer2.0.conv1,0.5837097
layer2.0.conv2,0.85673016
layer2.0.conv3,0.53744507
layer2.0.shortcut.0,0.7268677
layer2.1.conv1,0.767395
layer2.1.conv2,0.8206448
layer2.1.conv3,0.53356934
layer2.2.conv1,0.7585449
layer2.2.conv2,0.84244114
layer2.2.conv3,0.54081726
layer2.3.conv1,0.7644501
layer2.3.conv2,0.86280656
layer2.3.conv3,0.54244995
layer3.0.conv1,0.7925644
layer3.0.conv2,0.96984017
layer3.0.conv3,0.7443962
layer3.0.shortcut.0,0.9134178
layer3.1.conv1,0.93679047
layer3.1.conv2,0.9492018
layer3.1.conv3,0.727211
layer3.2.conv1,0.90641403
layer3.2.conv2,0.9486847
layer3.2.conv3,0.7415314
layer3.3.conv1,0.90620804
layer3.3.conv2,0.9601356
layer3.3.conv3,0.7562866
layer3.4.conv1,0.91235733
layer3.4.conv2,0.97180516
layer3.4.conv3,0.770607
layer3.5.conv1,0.92658234
layer3.5.conv2,0.98269993
layer3.5.conv3,0.786129
layer4.0.conv1,0.96032906
layer4.0.conv2,0.99980843
layer4.0.conv3,0.97709084
layer4.0.shortcut.0,0.9993806
layer4.1.conv1,0.99920654
layer4.1.conv2,0.9999004
layer4.1.conv3,0.98526573
layer4.2.conv1,0.99948406
layer4.2.conv2,0.99999404
layer4.2.conv3,0.99364185
linear,0.0
