layer_names,pr
conv1,0.0
layer1.0.conv1,0.62939453
layer1.0.conv2,0.77837455
layer1.0.conv3,0.7520752
layer1.0.shortcut.0,0.6218262
layer1.1.conv1,0.84020996
layer1.1.conv2,0.92073566
layer1.1.conv3,0.95098877
layer1.2.conv1,0.8973999
layer1.2.conv2,0.86013454
layer1.2.conv3,0.8808594
layer2.0.conv1,0.83724976
layer2.0.conv2,0.9187215
layer2.0.conv3,0.88142395
layer2.0.shortcut.0,0.82367706
layer2.1.conv1,0.90278625
layer2.1.conv2,0.88742405
layer2.1.conv3,0.83621216
layer2.2.conv1,0.80877686
layer2.2.conv2,0.7870619
layer2.2.conv3,0.7698059
layer2.3.conv1,0.8006439
layer2.3.conv2,0.81640625
layer2.3.conv3,0.845932
layer3.0.conv1,0.7379761
layer3.0.conv2,0.8849776
layer3.0.conv3,0.77536774
layer3.0.shortcut.0,0.890543
layer3.1.conv1,0.9275398
layer3.1.conv2,0.88394
layer3.1.conv3,0.7822609
layer3.2.conv1,0.88822174
layer3.2.conv2,0.87876385
layer3.2.conv3,0.8133087
layer3.3.conv1,0.8125191
layer3.3.conv2,0.84540814
layer3.3.conv3,0.8350334
layer3.4.conv1,0.8485565
layer3.4.conv2,0.93000287
layer3.4.conv3,0.92012024
layer3.5.conv1,0.88685226
layer3.5.conv2,0.97786456
layer3.5.conv3,0.9842987
layer4.0.conv1,0.8717022
layer4.0.conv2,0.99361885
layer4.0.conv3,0.994297
layer4.0.shortcut.0,0.9993353
layer4.1.conv1,0.99568367
layer4.1.conv2,0.9982427
layer4.1.conv3,0.998085
layer4.2.conv1,0.9998379
layer4.2.conv2,0.9999716
layer4.2.conv3,0.9996586
linear,0.0
