layer_names,pr
conv1,0.0
layer1.0.conv1,0.16894531
layer1.0.conv2,0.47347006
layer1.0.conv3,0.29431152
layer1.0.shortcut.0,0.30474854
layer1.1.conv1,0.32177734
layer1.1.conv2,0.46685112
layer1.1.conv3,0.27593994
layer1.2.conv1,0.3222046
layer1.2.conv2,0.46685112
layer1.2.conv3,0.27008057
layer2.0.conv1,0.43234253
layer2.0.conv2,0.73165554
layer2.0.conv3,0.5305176
layer2.0.shortcut.0,0.68271637
layer2.1.conv1,0.5671692
layer2.1.conv2,0.7283122
layer2.1.conv3,0.52449036
layer2.2.conv1,0.5661316
layer2.2.conv2,0.73047554
layer2.2.conv3,0.50927734
layer2.3.conv1,0.5679779
layer2.3.conv2,0.7276069
layer2.3.conv3,0.5006714
layer3.0.conv1,0.69553375
layer3.0.conv2,0.9042867
layer3.0.conv3,0.78483963
layer3.0.shortcut.0,0.8817711
layer3.1.conv1,0.8075447
layer3.1.conv2,0.90381026
layer3.1.conv3,0.7788391
layer3.2.conv1,0.8064232
layer3.2.conv2,0.9032169
layer3.2.conv3,0.7734184
layer3.3.conv1,0.8040123
layer3.3.conv2,0.9021098
layer3.3.conv3,0.7674103
layer3.4.conv1,0.80156326
layer3.4.conv2,0.9013909
layer3.4.conv3,0.763546
layer3.5.conv1,0.8008232
layer3.5.conv2,0.9006992
layer3.5.conv3,0.7591324
layer4.0.conv1,0.88489914
layer4.0.conv2,0.97187
layer4.0.conv3,0.9278889
layer4.0.shortcut.0,0.9640975
layer4.1.conv1,0.93389225
layer4.1.conv2,0.97135884
layer4.1.conv3,0.9254713
layer4.2.conv1,0.929471
layer4.2.conv2,0.96950066
layer4.2.conv3,0.92381096
linear,0.0
