layer_names,pr
features.0,0.0
features.4,0.073404945
features.8,0.08414713
features.11,0.09600152
features.15,0.2485555
features.18,0.64950055
features.21,0.8927171
features.24,0.95477974
features.28,0.9968541
features.31,0.9979439
features.34,0.9971551
features.37,0.9962552
features.40,0.99245197
features.43,0.98124737
features.46,0.9690132
features.49,0.9625668
classifier,0.0
