layer_names,pr
conv1,0.0
layer1.0.conv1,0.74487305
layer1.0.conv2,0.83707684
layer1.0.conv3,0.82592773
layer1.0.shortcut.0,0.6559448
layer1.1.conv1,0.802063
layer1.1.conv2,0.9341905
layer1.1.conv3,0.93115234
layer1.2.conv1,0.7034302
layer1.2.conv2,0.7706435
layer1.2.conv3,0.8135376
layer2.0.conv1,0.73968506
layer2.0.conv2,0.8137343
layer2.0.conv3,0.7668457
layer2.0.shortcut.0,0.7212677
layer2.1.conv1,0.76174927
layer2.1.conv2,0.6994493
layer2.1.conv3,0.65493774
layer2.2.conv1,0.7718353
layer2.2.conv2,0.82667375
layer2.2.conv3,0.80921936
layer2.3.conv1,0.6228485
layer2.3.conv2,0.67595077
layer2.3.conv3,0.7299957
layer3.0.conv1,0.5318756
layer3.0.conv2,0.69467163
layer3.0.conv3,0.59962845
layer3.0.shortcut.0,0.77902603
layer3.1.conv1,0.8232727
layer3.1.conv2,0.7366604
layer3.1.conv3,0.62109375
layer3.2.conv1,0.6911087
layer3.2.conv2,0.6694997
layer3.2.conv3,0.66070557
layer3.3.conv1,0.70809174
layer3.3.conv2,0.7701314
layer3.3.conv3,0.77718735
layer3.4.conv1,0.81243515
layer3.4.conv2,0.9364556
layer3.4.conv3,0.9277344
layer3.5.conv1,0.76698685
layer3.5.conv2,0.92716813
layer3.5.conv3,0.9446449
layer4.0.conv1,0.753252
layer4.0.conv2,0.9627465
layer4.0.conv3,0.9774084
layer4.0.shortcut.0,0.9891033
layer4.1.conv1,0.9784403
layer4.1.conv2,0.9795062
layer4.1.conv3,0.9825058
layer4.2.conv1,0.9947405
layer4.2.conv2,0.99816173
layer4.2.conv3,0.9937296
linear,0.0
