layer_names,pr
conv1,0.0
layer1.0.conv1,0.6789551
layer1.0.conv2,0.7280002
layer1.0.conv3,0.746521
layer1.0.shortcut.0,0.6463623
layer1.1.conv1,0.68408203
layer1.1.conv2,0.76087785
layer1.1.conv3,0.77508545
layer1.2.conv1,0.66467285
layer1.2.conv2,0.793023
layer1.2.conv3,0.828125
layer2.0.conv1,0.49005127
layer2.0.conv2,0.59783256
layer2.0.conv3,0.5394287
layer2.0.shortcut.0,0.6500168
layer2.1.conv1,0.760025
layer2.1.conv2,0.76713055
layer2.1.conv3,0.7056427
layer2.2.conv1,0.5953369
layer2.2.conv2,0.56863743
layer2.2.conv3,0.52479553
layer2.3.conv1,0.46643066
layer2.3.conv2,0.5043199
layer2.3.conv3,0.5235748
layer3.0.conv1,0.45269012
layer3.0.conv2,0.6987813
layer3.0.conv3,0.72885895
layer3.0.shortcut.0,0.8891926
layer3.1.conv1,0.8963814
layer3.1.conv2,0.84058297
layer3.1.conv3,0.82196426
layer3.2.conv1,0.9912224
layer3.2.conv2,0.99887085
layer3.2.conv3,0.994812
layer3.3.conv1,0.9828453
layer3.3.conv2,0.994044
layer3.3.conv3,0.9847107
layer3.4.conv1,0.97525024
layer3.4.conv2,0.9963328
layer3.4.conv3,0.9926224
layer3.5.conv1,0.9801445
layer3.5.conv2,0.9989624
layer3.5.conv3,0.9974518
layer4.0.conv1,0.93852043
layer4.0.conv2,0.99704784
layer4.0.conv3,0.99468803
layer4.0.shortcut.0,0.99600554
layer4.1.conv1,0.99951553
layer4.1.conv2,0.99981606
layer4.1.conv3,0.99917793
layer4.2.conv1,0.9998379
layer4.2.conv2,0.9999801
layer4.2.conv3,0.9996433
linear,0.0
