Epoch,Prob 0 train accuracy,Prob 1 train accuracy,Prob 2 train accuracy,Prob 3 train accuracy,Prob 4 train accuracy,Prob 5 train accuracy,Prob 6 train accuracy,Prob 0 test accuracy,Prob 1 test accuracy,Prob 2 test accuracy,Prob 3 test accuracy,Prob 4 test accuracy,Prob 5 test accuracy,Prob 6 test accuracy
0,1.751597385303396,1.5568584928256686,5.103211612141453,3.4284571414633858,12.227497130324021,12.990663060574876,38.81409277582818,2.5899999954223634,3.2199999988555907,9.13999998626709,6.420000001525879,17.509999990844726,22.139999993896485,43.77999992675781
1,2.412656974914954,3.366351224980626,7.505342161958221,7.086390382233484,16.455962695709424,22.138127769424678,50.03315824096013,2.609999999046326,4.149999999046326,8.48999998474121,7.9800000045776365,16.909999963378905,22.599999990844726,45.350000024414065
2,2.4684470359784094,3.708460088747386,7.684291411907312,8.10745376248045,15.943325719489144,22.320234950363595,51.5500163166037,2.669999999809265,4.9799999938964845,9.709999990844727,10.719999983215333,18.06,23.59000001220703,45.619999987792966
3,2.6789755678576928,3.9031989801986477,7.640080421728519,9.06641122455814,16.620174950575265,22.60760639509385,52.20476005118998,2.7199999996185302,4.199999998474121,8.829999993896484,8.929999993133546,16.909999990844728,23.78,45.450000012207035
4,2.6010800114363026,4.058990094326393,7.544289939818813,8.485352477530023,16.032800343620433,22.700238949542364,52.297392603490195,2.41,3.389999998474121,8.249999993896484,8.009999987792968,16.049999984741213,21.649999978637695,45.759999926757814
5,2.6337119339252757,3.548458404519131,7.095864167337569,7.819029673173389,15.732797185672377,22.579185045438447,52.57950083665014,2.9299999954223632,4.169999995422363,9.28000000152588,8.809999997711182,16.94999998321533,23.10999997253418,45.71999995117187
6,2.6263434350986863,4.030568742522689,7.931662438687509,8.617985451444452,16.240170949669825,23.113927512536854,52.741607800575466,2.73,4.339999997711182,8.679999983215332,8.929999996185304,16.749999975585936,22.81999997253418,46.13999995117187
7,2.605290581910758,3.8705670586683785,7.628501353107601,8.5095632590224,16.1822756027505,22.81497699813161,52.56371119374756,2.7599999980926513,3.8299999908447266,7.669999992370605,7.620000001525879,16.739999969482422,22.750000018310548,45.829999938964846
8,2.6747649975024475,4.1716228593034375,7.720081263496308,8.906409541077775,16.560174316399664,23.40761481537179,52.65318581762788,2.4899999996185302,4.319999993896484,8.529999981689453,9.86,17.979999981689453,24.24999996948242,45.729999993896485
9,2.7105548477349535,3.9631996123690025,7.614816998093741,8.634827735048868,16.6064905929714,22.99918946609591,52.951083688952096,2.5099999992370607,3.600000001525879,7.739999993896484,7.099999998855591,15.32,20.449999996948243,45.619999938964845
10,2.6779229251982963,3.7179338727296383,7.292708344549331,8.472720766174417,16.226486596402715,22.79497678675982,52.84581943036084,2.69999999961853,4.349999994659424,9.429999987792968,10.679999987792968,18.069999981689453,24.150000006103514,45.829999981689454
11,2.666343855407861,4.109516941440345,7.754818472024357,9.23062348049813,16.243328876995495,22.881293485231875,52.68897567278566,2.699999998474121,5.06999999923706,9.000000003051758,10.809999978637695,17.40999993286133,24.11999998779297,46.049999938964845
12,2.6631859279667465,3.975831324886596,7.702186337980386,8.871672333433139,16.38122506451309,22.626553962962987,52.83739828474892,2.8199999996185303,4.869999999427796,7.729999999046326,10.65999999923706,16.539999992370607,22.409999984741212,45.500000024414064
13,2.6231855069096826,3.8737249857355485,7.544289940355888,9.573784988113882,16.487541975491318,23.14655943541985,52.95845219664293,2.6,4.429999998092652,7.419999989318848,8.479999990844727,16.02999998474121,23.28999998168945,45.97000001831055
14,2.61371172243804,4.121096010693706,7.655870061599387,9.103253718711164,16.467541763236117,23.13603301053248,52.74371309151598,2.73,3.7999999908447264,9.249999995422364,8.219999996948243,16.519999987792968,22.56999998779297,45.670000006103514
15,2.655817429561786,4.025305529225707,7.741134116588868,9.028516090104834,16.435962482590888,23.078137664285755,52.701607387268346,2.52,4.140000001525879,8.310000001525879,9.259999992370606,16.759999993896486,22.639999990844725,46.16999992675781
16,2.6052905821215724,3.512668554099653,7.440078316538568,8.529563467402633,16.297013651761375,22.803397928878248,52.867924920144745,2.66,4.869999996185303,8.549999981689453,8.889999992370605,16.53,22.239999996948242,45.91999998779297
17,2.6979231361007727,4.094779944956684,7.657975347244441,8.767460709384926,16.679122937122273,23.372877610201716,52.53950040997135,2.61,4.820000000762939,9.34,8.36999998779297,16.889999981689453,23.519999990844727,46.009999975585934
18,2.636869861903465,4.149517363687004,7.56850072033241,8.84746155268865,16.34754050090818,22.928662408779687,52.37949873092311,2.7199999954223633,4.44999999923706,8.759999983215332,9.609999995422363,17.010000009155274,22.81999999694824,45.95999999389648
19,2.623185507120497,3.963199612110504,7.514815944607824,8.848514194293974,16.45912062240265,23.38235139415636,52.94160990975583,2.570000001525879,4.719999998474121,9.909999996948242,11.989999966430664,18.32999995727539,24.94999998168945,45.789999963378904
20,2.618974936156651,4.066358592405092,7.287445130389013,8.534826683078807,15.984378780424862,22.92971505103753,52.88792513111498,2.5499999992370603,3.9100000007629396,8.380000006103515,9.869999992370605,16.889999984741213,22.589999987792968,45.67999999389649
