Epoch,sparse_flops,val_set_gradient_magnitude,val_accuracy,test_set_gradient_magnitude,test_accuracy
-1,0,10.835491180419922,10.28,11.320999145507812,10.08
0,15778450560.0,2.770312547683716,10.8,2.8097898960113525,10.1
10,173562956160.0,2.590468645095825,20.3,3.0000813007354736,19.88
20,331347461760.0,5.757389545440674,23.52,3.816497325897217,23.18
30,489131967360.0,42.06428146362305,32.86,23.18400764465332,33.17
40,646916472960.0,72.08312225341797,33.58,51.112850189208984,35.83
50,804700978560.0,54.829933166503906,38.08,52.24234390258789,38.91
60,962485484160.0,90.33981323242188,36.92,69.21721649169922,39.14
70,1120269989760.0,91.66512298583984,39.32,95.789306640625,39.3
80,1278054495360.0,34.21321105957031,43.9,23.0655517578125,44.45
90,1435839000960.0,81.8515853881836,42.98,75.61511993408203,43.64
100,1593623506560.0,67.53186798095703,45.84,59.7949333190918,46.03
110,1751408012160.0,56.50326156616211,49.48,54.3547477722168,48.86
120,1909192517760.0,50.476478576660156,49.56,59.48490905761719,48.74
130,2066977023360.0,37.67226791381836,52.26,29.763704299926758,51.47
140,2224761528960.0,89.77549743652344,47.76,94.05704498291016,48.05
150,2382546034560.0,48.79117202758789,54.62,54.812896728515625,53.38
160,2540330540160.0,41.669525146484375,54.82,41.08366775512695,53.44
170,2698115045760.0,65.66715240478516,55.38,66.98784637451172,55.06
180,2855899551360.0,47.287254333496094,58.64,35.62192916870117,57.85
190,3013684056960.0,20.75124168395996,60.24,21.819292068481445,58.92
200,3155690112000.0,100.09183502197266,57.64,104.96549224853516,55.48
