Epoch,sparse_flops,val_set_gradient_magnintude,val_set_Hg_magnitude,val_accuracy,test_set_gradient_magnitude,test_set_Hg_magnitude,test_accuracy
-1,131599360.0,0.5635428428649902,2.987388825204107e-07,32.16,0.5691026449203491,3.517401694352884e-07,32.04
0,4079580160.0,0.5562078952789307,2.61942773249757e-07,32.7,0.5622047781944275,3.4968243767252716e-07,32.8
10,43559388160.0,0.4451831877231598,2.4837950718392676e-07,53.12,0.4558015763759613,3.8131796031848353e-07,54.15
20,83039196160.0,0.42710232734680176,2.762765234365361e-07,58.7,0.437914103269577,3.966277404288121e-07,58.92
30,122519004160.0,0.3964475095272064,2.9938271950413764e-07,67.26,0.4074536859989166,4.4135794041721965e-07,66.94
40,161998812160.0,0.3045057952404022,5.668774178957392e-07,82.66,0.3190854489803314,7.696600050621782e-07,80.47
50,201478620160.0,0.2881454527378082,1.7486689785073395e-06,86.54,0.30664998292922974,1.8648428294909536e-06,83.56
60,240958428160.0,0.2916359603404999,1.985743210752844e-06,86.68,0.30628859996795654,2.2315139176498633e-06,83.7
70,280438236160.0,0.2860959768295288,2.784792059173924e-06,86.74,0.3038868308067322,3.0468272598227486e-06,84.09
80,319918044160.0,0.2725997865200043,7.977153472893406e-06,86.48,0.28320351243019104,9.226486326952e-06,83.84
90,359397852160.0,0.2389097511768341,1.6080541172414087e-05,85.76,0.25729137659072876,1.9037501260754652e-05,83.87
