Epoch,sparse_flops,val_set_gradient_magnitude,val_accuracy,test_set_gradient_magnitude,test_accuracy
-1,0,26.50992202758789,18.8,27.056623458862305,19.79
0,9096844800.0,13.206371307373047,46.68,13.710976600646973,43.9
10,100065292800.0,5.209741592407227,71.62,10.147257804870605,60.05
20,191033740800.0,5.710668563842773,77.5,10.470748901367188,63.43
30,282002188800.0,4.9600300788879395,81.56,10.032341003417969,64.47
40,372970636800.0,4.001221179962158,84.08,10.720134735107422,65.44
50,463939084800.0,5.235461235046387,86.5,11.46558666229248,65.9
60,554907532800.0,5.189511775970459,88.16,11.92797565460205,66.22
70,645875980800.0,4.247498989105225,89.04,10.77546215057373,66.48
80,736844428800.0,4.666552543640137,90.16,11.863199234008789,66.69
90,827812876800.0,4.377436637878418,91.82,14.307092666625977,66.74
100,909684480000.0,4.527869701385498,92.68,15.108089447021484,66.92
