Epoch,sparse_flops,val_set_gradient_magnintude,val_set_Hg_magnitude,val_accuracy,test_set_gradient_magnitude,test_set_Hg_magnitude,test_accuracy
-1,145846432.0,0.6031469702720642,2.1667183318641037e-06,87.12,0.5536048412322998,2.305133421032224e-06,84.7
0,4521239392.0,0.37466365098953247,1.738828814268345e-06,93.2,0.34726184606552124,2.0565901195368497e-06,89.47
10,48275168992.0,0.15107379853725433,1.4781987829337595e-06,96.48,0.1818084567785263,1.8218513559986604e-06,91.8
20,92029098592.0,0.14077022671699524,1.6765080772529473e-06,96.26,0.17259261012077332,1.8988979491041391e-06,91.83
30,135783028192.0,0.13034552335739136,1.4499812550639035e-06,96.5,0.1685238778591156,2.068702997348737e-06,91.95
40,179536957792.0,0.09946241229772568,2.114269364028587e-06,96.48,0.1429145336151123,2.8600463792827213e-06,92.11
50,223290887392.0,0.08066821098327637,3.4823938221961726e-06,96.84,0.1357412189245224,3.685809588205302e-06,92.34
60,267044816992.0,0.08061646670103073,4.33696231993963e-06,96.9,0.13205379247665405,3.852799636661075e-06,92.31
70,310798746592.0,0.08062368631362915,4.933353011438157e-06,97.14,0.13464990258216858,4.065957455168245e-06,92.33
80,354552676192.0,0.07224040478467941,4.6011195991013665e-06,97.32,0.1314169317483902,5.1812298806908075e-06,92.37
90,398306605792.0,0.061303265392780304,4.897043254459277e-06,97.08,0.12519730627536774,6.177826890052529e-06,92.44
