,conv1,layer1.0.conv1,layer1.0.conv2,layer1.1.conv1,layer1.1.conv2,layer2.0.conv1,layer2.0.conv2,layer2.0.shortcut.0,layer2.1.conv1,layer2.1.conv2,layer3.0.conv1,layer3.0.conv2,layer3.0.shortcut.0,layer3.1.conv1,layer3.1.conv2,layer4.0.conv1,layer4.0.conv2,layer4.0.shortcut.0,layer4.1.conv1,layer4.1.conv2,linear
0,0.4015545,0.00023005049,9.388513e-05,0.000292703,4.881539e-06,0.0013969442,0.00021441063,2.4090721e-05,0.00039662927,4.6949544e-06,0.0017765422,0.00043745936,1.1032507e-05,0.00029788312,1.0206785e-05,0.00027994975,7.6225797e-06,2.2510958e-06,2.8116829e-06,1.4843129e-09,0.005648817
1,0.11576269,8.9363704e-05,5.2537584e-05,0.00023643379,4.867919e-06,0.00037483466,7.573688e-05,6.3915713e-06,0.00018389415,4.160241e-06,0.00053538213,9.681047e-05,4.2023958e-06,8.614526e-05,3.7810598e-06,9.814322e-05,4.595719e-06,7.3676586e-07,1.8910207e-06,1.2415542e-09,0.003711814
2,0.11572938,9.331107e-05,9.9730074e-05,0.0005884472,9.746792e-06,0.00078781723,7.2903786e-05,1.1055449e-05,0.00015667037,2.978026e-06,0.000582884,0.00014006633,5.046419e-06,0.0001284213,5.311385e-06,0.000106355736,4.4888952e-06,1.093026e-06,1.7169574e-06,1.8265123e-09,0.0047397316
3,0.1462954,0.000109425004,8.75469e-05,0.0003944804,4.31609e-06,0.0006789824,0.000118001386,8.755744e-06,0.00022913227,3.6738522e-06,0.0009383021,0.00017032234,6.1930996e-06,0.000116767245,3.7768018e-06,0.00012523562,6.7122937e-06,1.6058635e-06,2.338958e-06,1.4213486e-09,0.0056068427
4,0.15801938,0.00010708106,8.050342e-05,0.00027887145,5.375809e-06,0.00048719655,5.603987e-05,7.86541e-06,0.00016097575,2.9606836e-06,0.0005007045,0.00013698378,5.071558e-06,0.00012401529,6.853067e-06,0.00017979059,7.5468706e-06,1.8288704e-06,2.3584792e-06,1.2444148e-09,0.0043372675
