,conv1,layer1.0.conv1,layer1.0.conv2,layer1.1.conv1,layer1.1.conv2,layer2.0.conv1,layer2.0.conv2,layer2.0.shortcut.0,layer2.1.conv1,layer2.1.conv2,layer3.0.conv1,layer3.0.conv2,layer3.0.shortcut.0,layer3.1.conv1,layer3.1.conv2,layer4.0.conv1,layer4.0.conv2,layer4.0.shortcut.0,layer4.1.conv1,layer4.1.conv2,linear
0,0.31557098,0.00015250847,9.059816e-05,0.00046175736,4.2280685e-06,0.0005643595,0.00011700981,6.880701e-06,0.00019746533,4.0340915e-06,0.0007423564,0.00018831379,5.281089e-06,0.00013345278,4.071061e-06,9.6268814e-05,4.143119e-06,1.100306e-06,3.5496391e-06,6.5062318e-12,0.0003113047
