,features.0,features.3,features.7,features.10,features.14,features.17,features.20,features.23,features.27,features.30,features.33,features.36,features.40,features.43,features.46,features.49,classifier
0,0.3445739,0.028762469,0.0391485,0.0020856322,0.008947305,0.0013799737,0.00037045064,0.00020811878,5.1849696e-05,1.7423727e-07,1.9303278e-10,3.735996e-11,1.0122202e-09,1.1521587e-11,1.0759081e-08,5.4422845e-08,1.387301e-05
1,0.22954921,0.022392089,0.03942876,0.0035048611,0.008410841,0.0024992866,0.0004659887,0.00022299471,3.7583774e-05,1.2488692e-07,2.2001956e-10,7.758263e-11,1.5183165e-09,2.599555e-11,1.4788109e-08,6.6947244e-08,3.1103882e-05
2,0.38759756,0.03921982,0.08200878,0.0066677392,0.04116731,0.0035873265,0.00020761024,0.00011533934,3.0563348e-05,1.0804113e-07,7.838429e-11,2.5355603e-11,1.5248898e-09,2.7245201e-11,2.0089894e-08,5.1460102e-08,9.5185e-06
3,0.44317302,0.03698115,0.05990656,0.004099697,0.017732954,0.0013831863,0.00031755812,0.00019359027,6.9081245e-05,2.0616119e-07,1.3100096e-10,5.2031112e-11,9.67789e-10,1.8718402e-11,2.0584077e-08,7.714154e-08,1.6967764e-05
4,0.42437226,0.031993978,0.038401496,0.0018652019,0.011565959,0.001815477,0.00030295405,0.00018434375,6.609424e-05,1.7738424e-07,1.8499079e-10,4.0645137e-11,1.133569e-09,1.3684738e-11,1.1781416e-08,3.787614e-08,2.1505122e-05
