,features.0,features.3,features.7,features.10,features.14,features.17,features.20,features.23,features.27,features.30,features.33,features.36,features.40,features.43,features.46,features.49,classifier
0,1.653911,0.15215781,0.54531014,0.084798716,0.628476,0.12758178,0.041842215,0.059998453,0.20378578,0.075447604,0.013071461,0.00082041754,0.017702546,9.51047e-05,0.00021803135,2.3320932e-05,178.33981
1,1.3752215,0.18019816,0.43873984,0.07109443,0.58903736,0.18935469,0.071575716,0.05048983,0.1611433,0.036053307,0.011545833,0.00055097556,0.009591793,0.00013481223,0.00020426969,9.657723e-06,170.133
2,1.2830838,0.24388023,0.6540168,0.071825944,0.74593043,0.18812606,0.06583993,0.03548691,0.08295852,0.017194021,0.0037852377,0.00034110557,0.0076908246,0.00033184647,0.00032165274,8.761134e-06,233.96448
3,0.97155684,0.15441452,0.42072588,0.056039788,0.76421994,0.32765895,0.095545016,0.05351181,0.11051412,0.01740091,0.0047533996,0.0003450824,0.0075102476,9.588752e-05,0.00020810682,4.584833e-06,97.66204
4,1.0751536,0.1947804,0.7570759,0.13827111,1.1392119,0.1809849,0.05258117,0.036895584,0.08887799,0.012768628,0.0029470643,0.0001749217,0.003633339,0.0004556898,0.00033658705,7.1060304e-06,100.10747
