,conv1,layer1.0.conv1,layer1.0.conv2,layer1.0.conv3,layer1.0.shortcut.0,layer1.1.conv1,layer1.1.conv2,layer1.1.conv3,layer1.2.conv1,layer1.2.conv2,layer1.2.conv3,layer2.0.conv1,layer2.0.conv2,layer2.0.conv3,layer2.0.shortcut.0,layer2.1.conv1,layer2.1.conv2,layer2.1.conv3,layer2.2.conv1,layer2.2.conv2,layer2.2.conv3,layer2.3.conv1,layer2.3.conv2,layer2.3.conv3,layer3.0.conv1,layer3.0.conv2,layer3.0.conv3,layer3.0.shortcut.0,layer3.1.conv1,layer3.1.conv2,layer3.1.conv3,layer3.2.conv1,layer3.2.conv2,layer3.2.conv3,layer3.3.conv1,layer3.3.conv2,layer3.3.conv3,layer3.4.conv1,layer3.4.conv2,layer3.4.conv3,layer3.5.conv1,layer3.5.conv2,layer3.5.conv3,layer4.0.conv1,layer4.0.conv2,layer4.0.conv3,layer4.0.shortcut.0,layer4.1.conv1,layer4.1.conv2,layer4.1.conv3,layer4.2.conv1,layer4.2.conv2,layer4.2.conv3,linear
0,10.12438,0.0058250707,0.0019083318,0.00064017717,0.07717927,0.017736379,0.009648209,0.0029312256,0.019933516,0.029434491,0.005426504,0.046696853,0.324342,0.052211843,0.16656023,0.07731839,0.01777496,0.009172792,0.07802715,0.04831662,0.008875238,0.06374933,0.06049294,0.005310702,0.1803916,0.28056437,0.05518358,0.22256525,0.12966609,0.121035434,0.020199781,0.08792584,0.087333515,0.018172586,0.09029064,0.07193229,0.016280184,0.06608399,0.047507703,0.008219865,0.04546442,0.020953907,0.0027896606,0.029478092,0.0042110854,0.0007218037,0.003771466,0.025871515,9.6096526e-05,2.1171187e-05,0.010185238,6.887169e-06,6.5811646e-06,0.94572544
1,10.068418,0.0057678013,0.0018668931,0.00068692956,0.075770326,0.017645136,0.008960999,0.0028906395,0.019865263,0.028950304,0.0053319265,0.045604277,0.31313375,0.051190175,0.16063139,0.06939008,0.015804086,0.00816722,0.07401801,0.048096884,0.008611139,0.06298973,0.059806664,0.0054681795,0.17545745,0.28488517,0.05499217,0.20523866,0.11739818,0.10941138,0.017382985,0.0830612,0.07934553,0.01612148,0.083370246,0.06833805,0.01590801,0.061489664,0.04293225,0.0075221164,0.0413733,0.019307267,0.0025926682,0.02712669,0.004052502,0.00070308155,0.0033472828,0.023522485,8.928813e-05,2.025677e-05,0.008209565,6.5097265e-06,7.686783e-06,0.78525746
2,10.065736,0.0058453204,0.002395213,0.0008868923,0.075638674,0.019006327,0.009323274,0.0027490123,0.019411495,0.027108634,0.0053233253,0.044464592,0.2985456,0.049583424,0.1604081,0.07295517,0.01677895,0.008586839,0.075807616,0.04656133,0.008984434,0.061341874,0.05847736,0.0052307034,0.17052965,0.26851493,0.051626813,0.21587256,0.12709835,0.11684392,0.019436827,0.08423798,0.080859356,0.017086525,0.08590114,0.067322806,0.015638774,0.06284706,0.044429746,0.0076357685,0.042779583,0.020523384,0.0027096746,0.027649617,0.004827117,0.0008479437,0.0033053807,0.025318172,9.432493e-05,1.7557428e-05,0.009143288,1.13633305e-05,1.5943235e-05,0.84049284
3,10.060452,0.005927917,0.0020356055,0.00067311624,0.076082304,0.01733023,0.009428842,0.0030216533,0.019750783,0.028504621,0.0056021167,0.045652132,0.3089314,0.04966811,0.16067894,0.07159353,0.016365016,0.008523202,0.07351611,0.04710357,0.008802515,0.06331768,0.0593108,0.005335171,0.17631024,0.27777478,0.054239325,0.21124041,0.12575468,0.114888504,0.019152965,0.08616316,0.08491508,0.017129814,0.08570059,0.067747,0.014845571,0.062825896,0.047591966,0.007963836,0.042410616,0.020115007,0.002596326,0.028207362,0.0042330762,0.00072697044,0.0036486895,0.026156614,9.2942224e-05,1.8138435e-05,0.009030241,8.2538045e-06,9.240407e-06,0.8988476
4,10.047163,0.005696389,0.0017315454,0.00066366623,0.07636081,0.017887186,0.009584481,0.0029191833,0.020141687,0.028902402,0.005748344,0.04750348,0.32011324,0.052135922,0.16434357,0.0762334,0.017840376,0.0092682745,0.07489848,0.047877766,0.008994457,0.06283593,0.05866753,0.0048176115,0.17565112,0.27699357,0.05420059,0.21486573,0.12016213,0.10949173,0.018545458,0.08334185,0.081551895,0.01862697,0.08539299,0.068688914,0.014714539,0.0616138,0.04403723,0.007920588,0.041097987,0.018785045,0.002417381,0.026866186,0.0036976028,0.0006611597,0.0032793127,0.022554519,8.993327e-05,2.0536261e-05,0.008325917,6.2647464e-06,4.9802234e-06,0.7889868
