,conv1,layer1.0.conv1,layer1.0.conv2,layer1.1.conv1,layer1.1.conv2,layer2.0.conv1,layer2.0.conv2,layer2.0.shortcut.0,layer2.1.conv1,layer2.1.conv2,layer3.0.conv1,layer3.0.conv2,layer3.0.shortcut.0,layer3.1.conv1,layer3.1.conv2,layer4.0.conv1,layer4.0.conv2,layer4.0.shortcut.0,layer4.1.conv1,layer4.1.conv2,linear
0,0.06845695,1.9982084e-05,1.1221788e-05,0.00012642688,1.3675583e-06,0.0002427488,6.274609e-05,7.121329e-06,0.00016553086,3.7168443e-06,0.0012822796,0.00019343945,1.10282635e-05,0.00076278485,8.618835e-06,0.0019265276,6.2587715e-05,9.4852385e-06,0.00061705045,1.4314666e-05,72.86271
