,conv1,layer1.0.conv1,layer1.0.conv2,layer1.0.conv3,layer1.0.shortcut.0,layer1.1.conv1,layer1.1.conv2,layer1.1.conv3,layer1.2.conv1,layer1.2.conv2,layer1.2.conv3,layer2.0.conv1,layer2.0.conv2,layer2.0.conv3,layer2.0.shortcut.0,layer2.1.conv1,layer2.1.conv2,layer2.1.conv3,layer2.2.conv1,layer2.2.conv2,layer2.2.conv3,layer2.3.conv1,layer2.3.conv2,layer2.3.conv3,layer3.0.conv1,layer3.0.conv2,layer3.0.conv3,layer3.0.shortcut.0,layer3.1.conv1,layer3.1.conv2,layer3.1.conv3,layer3.2.conv1,layer3.2.conv2,layer3.2.conv3,layer3.3.conv1,layer3.3.conv2,layer3.3.conv3,layer3.4.conv1,layer3.4.conv2,layer3.4.conv3,layer3.5.conv1,layer3.5.conv2,layer3.5.conv3,layer4.0.conv1,layer4.0.conv2,layer4.0.conv3,layer4.0.shortcut.0,layer4.1.conv1,layer4.1.conv2,layer4.1.conv3,layer4.2.conv1,layer4.2.conv2,layer4.2.conv3,linear
0,0.14180751,4.9109303e-07,8.291138e-06,7.119815e-07,1.9897972e-05,1.4866679e-06,2.659601e-06,4.905214e-08,5.315143e-07,1.127464e-06,2.8078409e-08,6.0679204e-06,0.000106633976,2.4893416e-06,0.00031428644,0.00015283213,1.3667205e-05,4.2185297e-06,7.472352e-05,3.5060213e-05,3.1866643e-06,1.1007524e-05,4.426064e-05,3.6379322e-07,0.00010981901,0.0006385156,2.3180637e-05,0.0002702529,0.0001568739,6.616261e-05,1.5487883e-06,8.137133e-05,1.8785195e-05,1.48119e-06,6.652104e-05,2.1456097e-05,1.3575275e-06,0.00010363851,5.1168696e-05,4.021521e-06,9.3849616e-05,0.0001253371,7.0757756e-06,0.0003889213,0.0010637802,6.852674e-05,5.0927185e-05,0.009324569,0.0012794,1.8359331e-05,0.095293485,0.00044645276,4.055789e-05,39.49407
