,features.0,features.3,features.7,features.10,features.14,features.17,features.20,features.23,features.27,features.30,features.33,features.36,features.40,features.43,features.46,features.49,classifier
0,27.498352,12.722264,22.440144,13.224281,34.01052,16.166885,9.174398,4.9502153,4.5595207,0.7794405,0.20905116,0.13458416,0.325961,0.2466573,0.19051446,0.19792971,364.7859
1,27.488672,12.741526,22.52968,13.293277,34.279327,16.273865,9.245125,5.007985,4.639392,0.8065797,0.21439402,0.13660154,0.3318705,0.25035906,0.19352254,0.2001411,369.64853
2,27.384207,12.687102,22.463116,13.149838,33.986305,16.105087,9.222181,4.9450965,4.587384,0.79806846,0.21281326,0.13721573,0.3335642,0.25197202,0.19470152,0.19760625,369.06964
3,27.498066,12.7291,22.48942,13.181363,34.2272,16.15386,9.221921,4.9533777,4.5592637,0.77796566,0.20855299,0.13648394,0.33138222,0.25156477,0.19535984,0.1995817,371.52582
4,27.392319,12.638273,22.328367,13.140524,33.980896,16.068913,9.181737,4.924458,4.506008,0.76457125,0.20591088,0.13554908,0.3270982,0.24777217,0.19211245,0.1978841,368.61832
