Epoch,sparse_flops,val_set_gradient_magnintude,val_set_Hg_magnitude,val_accuracy,test_set_gradient_magnitude,test_set_Hg_magnitude,test_accuracy
-1,131667712.0,0.5817300081253052,2.4301664325321326e-07,32.08,0.554374635219574,3.1028289981804846e-07,32.85
0,4081699072.0,0.5735073685646057,2.336849433959287e-07,33.14,0.5467593669891357,3.084682020926266e-07,33.71
10,43582012672.0,0.4576890468597412,2.8840963750553783e-07,55.82,0.43831688165664673,3.736116127583955e-07,57.51
20,83082326272.0,0.4372158944606781,2.9243736321404867e-07,61.9,0.42054539918899536,3.904254413100716e-07,62.16
30,122582639872.0,0.4071224629878998,3.4581910313136177e-07,69.24,0.39093610644340515,4.29020388992285e-07,69.65
40,162082953472.0,0.31613197922706604,6.19296940840286e-07,85.32,0.3114566504955292,7.471875846931653e-07,82.78
50,201583267072.0,0.2946564853191376,1.377241801492346e-06,87.6,0.30067527294158936,2.0338861759228166e-06,84.97
60,241083580672.0,0.29299578070640564,2.5298422769992612e-06,87.9,0.30042046308517456,2.4639746243337868e-06,84.89
70,280583894272.0,0.28905242681503296,2.981558282044716e-06,87.64,0.29898717999458313,3.4813831462088274e-06,84.48
80,320084207872.0,0.2627042531967163,8.843570867611561e-06,87.56,0.2814689576625824,1.0748627573775593e-05,84.28
90,359584521472.0,0.24089685082435608,1.959050860023126e-05,87.08,0.2564498484134674,2.225327079941053e-05,84.4
