Epoch,sparse_flops,val_set_gradient_magnintude,val_set_Hg_magnitude,val_accuracy,test_set_gradient_magnitude,test_set_Hg_magnitude,test_accuracy
-1,118752496.0,0.5036121606826782,6.619256964768283e-07,78.54,0.4875009059906006,6.132148655524361e-07,77.59
0,3681327376.0,0.4750988483428955,6.361482860484102e-07,82.38,0.4630422592163086,6.244875976335607e-07,80.43
10,39307076176.0,0.25870317220687866,4.6534418629562424e-07,95.98,0.26157864928245544,6.070212634767813e-07,91.46
20,74932824976.0,0.2432796210050583,6.082556183173438e-07,96.22,0.24821758270263672,6.055800554349844e-07,91.46
30,110558573776.0,0.22652702033519745,5.782849825664016e-07,96.08,0.23302385210990906,6.138561161606049e-07,91.3
40,146184322576.0,0.19794438779354095,6.747908969373384e-07,95.32,0.20937207341194153,8.92637217475567e-07,90.76
50,181810071376.0,0.17909695208072662,1.5878025578786037e-06,94.94,0.19188307225704193,1.396850620949408e-06,90.62
60,217435820176.0,0.17660312354564667,1.3945141290605534e-06,94.78,0.18729661405086517,1.5329454754464678e-06,90.55
70,253061568976.0,0.16838029026985168,1.7054984482456348e-06,94.64,0.18302665650844574,1.7398582485839142e-06,90.45
80,288687317776.0,0.1419152021408081,3.002709263455472e-06,94.46,0.16663910448551178,2.7402818432165077e-06,90.22
90,324313066576.0,0.12287301570177078,3.966900749219349e-06,94.6,0.14820805191993713,3.984510840382427e-06,90.28
