Epoch,test accuracy,training accuracy
-1,10.01,10.03111111111111
0,50.38,33.9
1,79.24,58.4
2,79.92,81.42
3,78.08,81.99333333333334
4,80.52,81.13333333333334
5,80.51,82.62666666666667
6,79.68,82.51333333333334
7,77.83,82.43333333333334
8,78.65,81.15333333333334
9,78.24,82.09333333333333
-1,10.01,10.03111111111111
0,50.37,33.88
1,79.27,58.39333333333333
2,79.96,81.44
3,78.16,82.03333333333333
4,80.54,81.05333333333333
5,80.11,82.63333333333334
6,79.67,82.31333333333333
7,78.96,82.67333333333333
8,78.79,82.07333333333334
9,77.78,82.18
