Epoch,test accuracy,training accuracy
-1,84.88,90.22888888888889
0,84.25,89.18
1,84.47,85.08666666666667
2,81.42,85.18666666666667
3,80.93,83.28
4,82.47,83.37333333333333
5,82.77,84.24
6,83.75,84.92
7,83.24,85.78666666666666
8,84.17,85.73333333333333
9,83.67,86.28666666666666
-1,84.88,90.22888888888889
0,84.23,89.16
1,84.37,85.05333333333333
2,81.4,85.12
3,80.61,83.22
4,82.29,83.12
5,82.86,84.03333333333333
6,83.35,84.93333333333334
7,83.43,85.44666666666667
8,84.07,85.85333333333334
9,83.66,86.26666666666667
