Epoch,sparse_flops,val_set_gradient_magnitude,val_accuracy,test_set_gradient_magnitude,test_accuracy
-1,144382384.0,20.006786346435547,80.08,18.856874465942383,78.84
0,17470268464.0,5.723992824554443,95.48,5.274024486541748,90.73
10,190729129264.0,2.1334517002105713,97.52,2.8553831577301025,92.42
20,363987990064.0,1.212968349456787,97.8,2.088777780532837,92.69
30,537246850864.0,1.2930302619934082,98.4,1.7441290616989136,92.73
40,710505711664.0,1.0867279767990112,98.24,2.6601197719573975,93.0
50,883764572464.0,1.5516786575317383,98.5,3.5137999057769775,92.91
60,1057023433264.0,1.1112587451934814,98.56,2.8744847774505615,92.89
70,1230282294064.0,1.2985761165618896,98.7,3.5907115936279297,92.95
80,1403541154864.0,0.8206196427345276,98.92,2.686452865600586,93.01
90,1576800015664.0,1.2622798681259155,98.8,3.416914939880371,92.94
100,1732732990384.0,0.9764443039894104,98.9,3.9351823329925537,92.92
