;test_accuracy;Epoch;train-saturation_conv1;train-saturation_layer1-0-conv1;train-saturation_layer1-0-conv2;train-saturation_layer1-0-conv3;train-saturation_layer1-0-shortcut-0;train-saturation_layer1-1-conv1;train-saturation_layer1-1-conv2;train-saturation_layer1-1-conv3;train-saturation_layer1-2-conv1;train-saturation_layer1-2-conv2;train-saturation_layer1-2-conv3;train-saturation_layer2-0-conv1;train-saturation_layer2-0-conv2;train-saturation_layer2-0-conv3;train-saturation_layer2-0-shortcut-0;train-saturation_layer2-1-conv1;train-saturation_layer2-1-conv2;train-saturation_layer2-1-conv3;train-saturation_layer2-2-conv1;train-saturation_layer2-2-conv2;train-saturation_layer2-2-conv3;train-saturation_layer2-3-conv1;train-saturation_layer2-3-conv2;train-saturation_layer2-3-conv3;train-saturation_layer3-0-conv1;train-saturation_layer3-0-conv2;train-saturation_layer3-0-conv3;train-saturation_layer3-0-shortcut-0;train-saturation_layer3-1-conv1;train-saturation_layer3-1-conv2;train-saturation_layer3-1-conv3;train-saturation_layer3-2-conv1;train-saturation_layer3-2-conv2;train-saturation_layer3-2-conv3;train-saturation_layer3-3-conv1;train-saturation_layer3-3-conv2;train-saturation_layer3-3-conv3;train-saturation_layer3-4-conv1;train-saturation_layer3-4-conv2;train-saturation_layer3-4-conv3;train-saturation_layer3-5-conv1;train-saturation_layer3-5-conv2;train-saturation_layer3-5-conv3;train-saturation_layer4-0-conv1;train-saturation_layer4-0-conv2;train-saturation_layer4-0-conv3;train-saturation_layer4-0-shortcut-0;train-saturation_layer4-1-conv1;train-saturation_layer4-1-conv2;train-saturation_layer4-1-conv3;train-saturation_layer4-2-conv1;train-saturation_layer4-2-conv2;train-saturation_layer4-2-conv3;train-saturation_linear;eval-saturation_conv1;eval-saturation_layer1-0-conv1;eval-saturation_layer1-0-conv2;eval-saturation_layer1-0-conv3;eval-saturation_layer1-0-shortcut-0;eval-saturation_layer1-1-conv1;eval-saturation_layer1-1-conv2;eval-saturation_layer1-1-conv3;eval-saturation_layer1-2-conv1;eval-saturation_layer1-2-conv2;eval-saturation_layer1-2-conv3;eval-saturation_layer2-0-conv1;eval-saturation_layer2-0-conv2;eval-saturation_layer2-0-conv3;eval-saturation_layer2-0-shortcut-0;eval-saturation_layer2-1-conv1;eval-saturation_layer2-1-conv2;eval-saturation_layer2-1-conv3;eval-saturation_layer2-2-conv1;eval-saturation_layer2-2-conv2;eval-saturation_layer2-2-conv3;eval-saturation_layer2-3-conv1;eval-saturation_layer2-3-conv2;eval-saturation_layer2-3-conv3;eval-saturation_layer3-0-conv1;eval-saturation_layer3-0-conv2;eval-saturation_layer3-0-conv3;eval-saturation_layer3-0-shortcut-0;eval-saturation_layer3-1-conv1;eval-saturation_layer3-1-conv2;eval-saturation_layer3-1-conv3;eval-saturation_layer3-2-conv1;eval-saturation_layer3-2-conv2;eval-saturation_layer3-2-conv3;eval-saturation_layer3-3-conv1;eval-saturation_layer3-3-conv2;eval-saturation_layer3-3-conv3;eval-saturation_layer3-4-conv1;eval-saturation_layer3-4-conv2;eval-saturation_layer3-4-conv3;eval-saturation_layer3-5-conv1;eval-saturation_layer3-5-conv2;eval-saturation_layer3-5-conv3;eval-saturation_layer4-0-conv1;eval-saturation_layer4-0-conv2;eval-saturation_layer4-0-conv3;eval-saturation_layer4-0-shortcut-0;eval-saturation_layer4-1-conv1;eval-saturation_layer4-1-conv2;eval-saturation_layer4-1-conv3;eval-saturation_layer4-2-conv1;eval-saturation_layer4-2-conv2;eval-saturation_layer4-2-conv3;eval-saturation_linear
0;35.72;0;0.125;0.390625;0.859375;0.21875;0.12109375;0.859375;0.921875;0.23046875;0.890625;0.9375;0.23046875;0.828125;0.9453125;0.232421875;0.380859375;0.9140625;0.953125;0.234375;0.921875;0.9609375;0.234375;0.921875;0.9609375;0.232421875;0.84765625;0.9453125;0.23046875;0.3955078125;0.90625;0.94921875;0.2314453125;0.90625;0.94921875;0.23046875;0.91015625;0.9453125;0.23046875;0.91015625;0.9453125;0.23046875;0.9140625;0.9453125;0.2294921875;0.82421875;0.841796875;0.203125;0.29443359375;0.802734375;0.8515625;0.20556640625;0.80078125;0.84375;0.2041015625;0.5;0.109375;0.390625;0.859375;0.21875;0.1171875;0.859375;0.921875;0.23046875;0.890625;0.953125;0.23046875;0.828125;0.9453125;0.232421875;0.3828125;0.921875;0.9609375;0.236328125;0.9296875;0.9609375;0.236328125;0.9296875;0.9609375;0.234375;0.86328125;0.92578125;0.2255859375;0.3662109375;0.890625;0.93359375;0.2265625;0.89453125;0.9296875;0.2255859375;0.8984375;0.9296875;0.2255859375;0.8984375;0.9296875;0.2255859375;0.8984375;0.9296875;0.224609375;0.775390625;0.423828125;0.1044921875;0.11083984375;0.416015625;0.421875;0.10400390625;0.416015625;0.421875;0.103515625;0.3
1;46.57;1;0.125;0.390625;0.859375;0.21875;0.1171875;0.859375;0.921875;0.23046875;0.890625;0.9375;0.23046875;0.8203125;0.9375;0.23046875;0.375;0.90625;0.953125;0.234375;0.9140625;0.953125;0.232421875;0.9140625;0.953125;0.232421875;0.84375;0.94140625;0.2294921875;0.390625;0.8984375;0.9453125;0.23046875;0.90234375;0.94140625;0.2294921875;0.90234375;0.94140625;0.2294921875;0.90234375;0.94140625;0.2294921875;0.90625;0.94140625;0.2294921875;0.81640625;0.826171875;0.201171875;0.29443359375;0.79296875;0.833984375;0.2041015625;0.798828125;0.83984375;0.205078125;0.5;0.109375;0.390625;0.859375;0.21875;0.11328125;0.859375;0.921875;0.23046875;0.890625;0.953125;0.23046875;0.828125;0.9453125;0.232421875;0.3828125;0.921875;0.9609375;0.236328125;0.9296875;0.9609375;0.234375;0.9296875;0.9609375;0.234375;0.86328125;0.92578125;0.2236328125;0.3623046875;0.87890625;0.921875;0.224609375;0.8828125;0.91796875;0.22265625;0.8828125;0.9140625;0.2216796875;0.87890625;0.91015625;0.2216796875;0.87890625;0.90625;0.2197265625;0.7421875;0.400390625;0.0986328125;0.10791015625;0.39453125;0.396484375;0.09814453125;0.390625;0.396484375;0.09765625;0.4
2;55.57;2;0.109375;0.390625;0.859375;0.21875;0.1171875;0.859375;0.921875;0.23046875;0.890625;0.9375;0.23046875;0.8203125;0.9453125;0.232421875;0.37890625;0.90625;0.953125;0.234375;0.9140625;0.953125;0.232421875;0.9140625;0.953125;0.232421875;0.84375;0.9375;0.2294921875;0.392578125;0.89453125;0.94140625;0.23046875;0.8984375;0.9375;0.228515625;0.8984375;0.93359375;0.2275390625;0.8984375;0.9296875;0.2275390625;0.8984375;0.9296875;0.2265625;0.806640625;0.798828125;0.19677734375;0.29541015625;0.771484375;0.8046875;0.1982421875;0.78125;0.8125;0.19921875;0.6;0.109375;0.390625;0.859375;0.21875;0.11328125;0.859375;0.921875;0.23046875;0.890625;0.953125;0.23046875;0.828125;0.9453125;0.232421875;0.380859375;0.921875;0.9609375;0.234375;0.921875;0.9609375;0.234375;0.9296875;0.9609375;0.234375;0.85546875;0.91796875;0.22265625;0.3603515625;0.8671875;0.91015625;0.2216796875;0.86328125;0.8984375;0.2177734375;0.86328125;0.89453125;0.2177734375;0.85546875;0.88671875;0.2158203125;0.85546875;0.8828125;0.21484375;0.70703125;0.37890625;0.09423828125;0.10546875;0.375;0.380859375;0.09619140625;0.37890625;0.384765625;0.095703125;0.5
3;60.88;3;0.109375;0.375;0.859375;0.21875;0.11328125;0.859375;0.921875;0.23046875;0.890625;0.9375;0.23046875;0.8203125;0.9375;0.23046875;0.376953125;0.90625;0.953125;0.234375;0.9140625;0.953125;0.232421875;0.9140625;0.953125;0.232421875;0.8359375;0.93359375;0.2275390625;0.3896484375;0.8828125;0.9296875;0.228515625;0.88671875;0.92578125;0.2265625;0.88671875;0.921875;0.2265625;0.88671875;0.921875;0.2265625;0.890625;0.921875;0.2255859375;0.796875;0.77734375;0.19384765625;0.29443359375;0.755859375;0.787109375;0.197265625;0.775390625;0.8046875;0.1982421875;0.7;0.109375;0.375;0.859375;0.21875;0.11328125;0.859375;0.921875;0.23046875;0.890625;0.9375;0.23046875;0.828125;0.9453125;0.232421875;0.380859375;0.9140625;0.953125;0.234375;0.921875;0.953125;0.234375;0.921875;0.953125;0.232421875;0.84765625;0.90234375;0.2197265625;0.3564453125;0.84375;0.88671875;0.216796875;0.83984375;0.87109375;0.2138671875;0.83984375;0.87109375;0.21484375;0.83984375;0.8671875;0.212890625;0.83984375;0.86328125;0.2119140625;0.685546875;0.365234375;0.0927734375;0.10400390625;0.3671875;0.373046875;0.095703125;0.376953125;0.380859375;0.095703125;0.5
4;66.98;4;0.125;0.40625;0.859375;0.21875;0.12109375;0.859375;0.921875;0.23046875;0.890625;0.9375;0.23046875;0.8203125;0.9375;0.23046875;0.37890625;0.8984375;0.9453125;0.232421875;0.90625;0.9453125;0.23046875;0.90625;0.9453125;0.23046875;0.82421875;0.91796875;0.224609375;0.3857421875;0.859375;0.9140625;0.2255859375;0.87109375;0.91015625;0.224609375;0.875;0.91015625;0.224609375;0.87890625;0.91015625;0.224609375;0.87890625;0.91015625;0.224609375;0.783203125;0.755859375;0.18994140625;0.2919921875;0.73828125;0.767578125;0.19384765625;0.76171875;0.78515625;0.19384765625;0.7;0.109375;0.375;0.859375;0.21875;0.11328125;0.859375;0.921875;0.23046875;0.890625;0.9375;0.23046875;0.8203125;0.9375;0.23046875;0.37890625;0.90625;0.953125;0.232421875;0.9140625;0.9453125;0.232421875;0.90625;0.9453125;0.23046875;0.828125;0.875;0.2138671875;0.34765625;0.80859375;0.85546875;0.212890625;0.8125;0.85546875;0.2119140625;0.8203125;0.85546875;0.212890625;0.82421875;0.8515625;0.2119140625;0.82421875;0.8515625;0.2109375;0.671875;0.361328125;0.09228515625;0.10302734375;0.359375;0.37109375;0.095703125;0.375;0.380859375;0.09619140625;0.6
5;70.99;5;0.109375;0.375;0.859375;0.21875;0.1171875;0.859375;0.921875;0.23046875;0.875;0.9375;0.23046875;0.8125;0.9296875;0.228515625;0.373046875;0.890625;0.9453125;0.23046875;0.8984375;0.9375;0.23046875;0.8984375;0.9375;0.228515625;0.8125;0.8984375;0.2216796875;0.3818359375;0.83984375;0.89453125;0.2236328125;0.85546875;0.8984375;0.2236328125;0.86328125;0.8984375;0.22265625;0.8671875;0.90234375;0.2236328125;0.875;0.90234375;0.2236328125;0.775390625;0.740234375;0.18798828125;0.2900390625;0.724609375;0.75390625;0.19287109375;0.75;0.775390625;0.1923828125;0.7;0.109375;0.375;0.859375;0.21875;0.11328125;0.859375;0.921875;0.23046875;0.890625;0.9375;0.23046875;0.8203125;0.9375;0.23046875;0.376953125;0.890625;0.9453125;0.23046875;0.8984375;0.9375;0.23046875;0.8984375;0.9375;0.228515625;0.80859375;0.84765625;0.208984375;0.3408203125;0.7734375;0.828125;0.2099609375;0.79296875;0.8359375;0.2109375;0.80859375;0.84375;0.2119140625;0.80859375;0.84375;0.2109375;0.8203125;0.84765625;0.2109375;0.66796875;0.357421875;0.09228515625;0.103515625;0.359375;0.373046875;0.0966796875;0.376953125;0.380859375;0.09619140625;0.7
6;75.3;6;0.109375;0.390625;0.859375;0.21875;0.1171875;0.859375;0.921875;0.2265625;0.875;0.9375;0.23046875;0.8046875;0.921875;0.228515625;0.37109375;0.875;0.9296875;0.228515625;0.890625;0.9296875;0.228515625;0.8828125;0.921875;0.2265625;0.796875;0.87890625;0.21875;0.376953125;0.81640625;0.87109375;0.2216796875;0.84375;0.8828125;0.22265625;0.8515625;0.890625;0.22265625;0.859375;0.89453125;0.22265625;0.8671875;0.89453125;0.22265625;0.767578125;0.72265625;0.185546875;0.287109375;0.7109375;0.73828125;0.18994140625;0.736328125;0.7578125;0.1884765625;0.7;0.109375;0.390625;0.859375;0.21875;0.1171875;0.859375;0.921875;0.23046875;0.890625;0.9375;0.23046875;0.8125;0.921875;0.228515625;0.375;0.875;0.9296875;0.228515625;0.8828125;0.9296875;0.228515625;0.8828125;0.921875;0.2265625;0.7890625;0.8203125;0.2041015625;0.3349609375;0.75;0.8046875;0.2080078125;0.77734375;0.8203125;0.2099609375;0.796875;0.8359375;0.2109375;0.80078125;0.83203125;0.2109375;0.8125;0.8359375;0.208984375;0.66015625;0.345703125;0.0908203125;0.1025390625;0.34765625;0.36328125;0.09521484375;0.3671875;0.373046875;0.0947265625;0.6
7;77.23;7;0.125;0.390625;0.859375;0.21875;0.1171875;0.859375;0.921875;0.2265625;0.875;0.921875;0.2265625;0.796875;0.90625;0.224609375;0.3671875;0.859375;0.921875;0.2265625;0.875;0.921875;0.2265625;0.875;0.9140625;0.224609375;0.77734375;0.85546875;0.21484375;0.3701171875;0.796875;0.8515625;0.2197265625;0.828125;0.87109375;0.2216796875;0.84375;0.87890625;0.2216796875;0.8515625;0.8828125;0.2216796875;0.859375;0.88671875;0.2216796875;0.759765625;0.705078125;0.18310546875;0.2841796875;0.6953125;0.7265625;0.18896484375;0.7265625;0.744140625;0.18701171875;0.7;0.109375;0.390625;0.875;0.22265625;0.1171875;0.859375;0.921875;0.23046875;0.875;0.9375;0.23046875;0.796875;0.90625;0.224609375;0.373046875;0.8515625;0.9140625;0.2265625;0.8671875;0.9140625;0.224609375;0.875;0.90625;0.224609375;0.765625;0.7890625;0.201171875;0.326171875;0.7265625;0.78515625;0.20703125;0.765625;0.80859375;0.208984375;0.78515625;0.8203125;0.208984375;0.7890625;0.8203125;0.2080078125;0.80078125;0.82421875;0.2080078125;0.6484375;0.337890625;0.08935546875;0.10205078125;0.34375;0.35546875;0.09375;0.361328125;0.361328125;0.0927734375;0.7
8;79.76;8;0.109375;0.390625;0.875;0.22265625;0.12109375;0.859375;0.921875;0.2265625;0.875;0.921875;0.2265625;0.796875;0.8984375;0.224609375;0.37109375;0.8515625;0.9140625;0.2265625;0.8671875;0.9140625;0.2265625;0.8671875;0.90625;0.224609375;0.76953125;0.83984375;0.2138671875;0.37109375;0.78515625;0.83984375;0.21875;0.82421875;0.859375;0.220703125;0.8359375;0.87109375;0.220703125;0.84765625;0.875;0.220703125;0.85546875;0.8828125;0.2216796875;0.75390625;0.69140625;0.18115234375;0.28125;0.681640625;0.7109375;0.1875;0.712890625;0.7265625;0.18359375;0.7;0.125;0.390625;0.875;0.22265625;0.12109375;0.859375;0.921875;0.2265625;0.875;0.921875;0.2265625;0.7890625;0.890625;0.22265625;0.369140625;0.8359375;0.90625;0.224609375;0.859375;0.90625;0.224609375;0.859375;0.8984375;0.22265625;0.75390625;0.7734375;0.19921875;0.3232421875;0.7109375;0.76953125;0.2060546875;0.75390625;0.80078125;0.208984375;0.77734375;0.8125;0.208984375;0.7890625;0.81640625;0.208984375;0.796875;0.8203125;0.2080078125;0.646484375;0.337890625;0.09033203125;0.10205078125;0.34375;0.35546875;0.0947265625;0.36328125;0.36328125;0.0927734375;0.7
9;82.15;9;0.125;0.390625;0.875;0.21875;0.12109375;0.84375;0.90625;0.22265625;0.859375;0.90625;0.2265625;0.7734375;0.8828125;0.220703125;0.365234375;0.828125;0.8984375;0.224609375;0.8515625;0.8984375;0.224609375;0.8515625;0.890625;0.22265625;0.7578125;0.8203125;0.2119140625;0.3642578125;0.765625;0.82421875;0.21875;0.8125;0.8515625;0.2197265625;0.828125;0.86328125;0.220703125;0.83984375;0.8671875;0.2197265625;0.84765625;0.875;0.220703125;0.748046875;0.677734375;0.1796875;0.28076171875;0.669921875;0.6953125;0.18505859375;0.703125;0.7109375;0.18017578125;0.7;0.125;0.390625;0.875;0.22265625;0.12109375;0.84375;0.90625;0.2265625;0.875;0.921875;0.2265625;0.7734375;0.875;0.220703125;0.365234375;0.8125;0.890625;0.22265625;0.84375;0.890625;0.22265625;0.84375;0.8828125;0.220703125;0.73828125;0.75390625;0.197265625;0.3193359375;0.6953125;0.75390625;0.2060546875;0.75;0.7890625;0.2080078125;0.7734375;0.8046875;0.208984375;0.78515625;0.80859375;0.208984375;0.796875;0.81640625;0.2080078125;0.6484375;0.337890625;0.09033203125;0.1025390625;0.33984375;0.3515625;0.09423828125;0.359375;0.35546875;0.091796875;0.7
