;test_accuracy;Epoch;train-saturation_conv1;train-saturation_layer1-0-conv1;train-saturation_layer1-0-conv2;train-saturation_layer1-0-conv3;train-saturation_layer1-0-shortcut-0;train-saturation_layer1-1-conv1;train-saturation_layer1-1-conv2;train-saturation_layer1-1-conv3;train-saturation_layer1-2-conv1;train-saturation_layer1-2-conv2;train-saturation_layer1-2-conv3;train-saturation_layer2-0-conv1;train-saturation_layer2-0-conv2;train-saturation_layer2-0-conv3;train-saturation_layer2-0-shortcut-0;train-saturation_layer2-1-conv1;train-saturation_layer2-1-conv2;train-saturation_layer2-1-conv3;train-saturation_layer2-2-conv1;train-saturation_layer2-2-conv2;train-saturation_layer2-2-conv3;train-saturation_layer2-3-conv1;train-saturation_layer2-3-conv2;train-saturation_layer2-3-conv3;train-saturation_layer3-0-conv1;train-saturation_layer3-0-conv2;train-saturation_layer3-0-conv3;train-saturation_layer3-0-shortcut-0;train-saturation_layer3-1-conv1;train-saturation_layer3-1-conv2;train-saturation_layer3-1-conv3;train-saturation_layer3-2-conv1;train-saturation_layer3-2-conv2;train-saturation_layer3-2-conv3;train-saturation_layer3-3-conv1;train-saturation_layer3-3-conv2;train-saturation_layer3-3-conv3;train-saturation_layer3-4-conv1;train-saturation_layer3-4-conv2;train-saturation_layer3-4-conv3;train-saturation_layer3-5-conv1;train-saturation_layer3-5-conv2;train-saturation_layer3-5-conv3;train-saturation_layer4-0-conv1;train-saturation_layer4-0-conv2;train-saturation_layer4-0-conv3;train-saturation_layer4-0-shortcut-0;train-saturation_layer4-1-conv1;train-saturation_layer4-1-conv2;train-saturation_layer4-1-conv3;train-saturation_layer4-2-conv1;train-saturation_layer4-2-conv2;train-saturation_layer4-2-conv3;train-saturation_linear;eval-saturation_conv1;eval-saturation_layer1-0-conv1;eval-saturation_layer1-0-conv2;eval-saturation_layer1-0-conv3;eval-saturation_layer1-0-shortcut-0;eval-saturation_layer1-1-conv1;eval-saturation_layer1-1-conv2;eval-saturation_layer1-1-conv3;eval-saturation_layer1-2-conv1;eval-saturation_layer1-2-conv2;eval-saturation_layer1-2-conv3;eval-saturation_layer2-0-conv1;eval-saturation_layer2-0-conv2;eval-saturation_layer2-0-conv3;eval-saturation_layer2-0-shortcut-0;eval-saturation_layer2-1-conv1;eval-saturation_layer2-1-conv2;eval-saturation_layer2-1-conv3;eval-saturation_layer2-2-conv1;eval-saturation_layer2-2-conv2;eval-saturation_layer2-2-conv3;eval-saturation_layer2-3-conv1;eval-saturation_layer2-3-conv2;eval-saturation_layer2-3-conv3;eval-saturation_layer3-0-conv1;eval-saturation_layer3-0-conv2;eval-saturation_layer3-0-conv3;eval-saturation_layer3-0-shortcut-0;eval-saturation_layer3-1-conv1;eval-saturation_layer3-1-conv2;eval-saturation_layer3-1-conv3;eval-saturation_layer3-2-conv1;eval-saturation_layer3-2-conv2;eval-saturation_layer3-2-conv3;eval-saturation_layer3-3-conv1;eval-saturation_layer3-3-conv2;eval-saturation_layer3-3-conv3;eval-saturation_layer3-4-conv1;eval-saturation_layer3-4-conv2;eval-saturation_layer3-4-conv3;eval-saturation_layer3-5-conv1;eval-saturation_layer3-5-conv2;eval-saturation_layer3-5-conv3;eval-saturation_layer4-0-conv1;eval-saturation_layer4-0-conv2;eval-saturation_layer4-0-conv3;eval-saturation_layer4-0-shortcut-0;eval-saturation_layer4-1-conv1;eval-saturation_layer4-1-conv2;eval-saturation_layer4-1-conv3;eval-saturation_layer4-2-conv1;eval-saturation_layer4-2-conv2;eval-saturation_layer4-2-conv3;eval-saturation_linear
0;10.5;0;0.125;0.421875;0.90625;0.2265625;0.140625;0.890625;0.953125;0.234375;0.921875;0.953125;0.234375;0.84375;0.9453125;0.232421875;0.3828125;0.9140625;0.953125;0.234375;0.9140625;0.953125;0.234375;0.921875;0.953125;0.234375;0.83984375;0.734375;0.181640625;0.21875;0.71875;0.74609375;0.18359375;0.7265625;0.75;0.18359375;0.73046875;0.74609375;0.18359375;0.7265625;0.75;0.18359375;0.73046875;0.7421875;0.1826171875;0.4609375;0.130859375;0.033203125;0.033203125;0.130859375;0.130859375;0.03271484375;0.130859375;0.130859375;0.03271484375;0.9;0.125;0.40625;0.890625;0.22265625;0.1328125;0.875;0.9375;0.23046875;0.90625;0.953125;0.234375;0.828125;0.8671875;0.2109375;0.2890625;0.84375;0.875;0.21484375;0.84375;0.890625;0.216796875;0.8515625;0.8828125;0.216796875;0.65234375;0.2265625;0.056640625;0.0576171875;0.2265625;0.23046875;0.0576171875;0.23046875;0.23046875;0.0576171875;0.23046875;0.23046875;0.0576171875;0.23046875;0.23046875;0.0576171875;0.23046875;0.23046875;0.0576171875;0.1171875;0.02734375;0.0068359375;0.0068359375;0.02734375;0.02734375;0.0068359375;0.02734375;0.02734375;0.0068359375;0.8
1;12.06;1;0.125;0.40625;0.90625;0.2265625;0.13671875;0.890625;0.953125;0.234375;0.921875;0.953125;0.234375;0.84375;0.9453125;0.232421875;0.3828125;0.921875;0.953125;0.232421875;0.921875;0.953125;0.234375;0.921875;0.953125;0.234375;0.83984375;0.73828125;0.1826171875;0.2177734375;0.71484375;0.75;0.1845703125;0.73046875;0.75;0.1845703125;0.7265625;0.75;0.1826171875;0.73046875;0.74609375;0.18359375;0.734375;0.7421875;0.1826171875;0.4609375;0.130859375;0.03271484375;0.033203125;0.130859375;0.130859375;0.03271484375;0.130859375;0.130859375;0.03271484375;0.9;0.125;0.40625;0.890625;0.22265625;0.1328125;0.875;0.9375;0.23046875;0.90625;0.953125;0.234375;0.828125;0.8671875;0.2109375;0.2890625;0.84375;0.875;0.216796875;0.8515625;0.890625;0.216796875;0.8515625;0.8828125;0.216796875;0.65234375;0.2265625;0.056640625;0.0576171875;0.2265625;0.23046875;0.0576171875;0.23046875;0.23046875;0.0576171875;0.23046875;0.23046875;0.0576171875;0.23046875;0.23046875;0.0576171875;0.23046875;0.23046875;0.0576171875;0.1171875;0.02734375;0.0068359375;0.0068359375;0.02734375;0.02734375;0.0068359375;0.02734375;0.02734375;0.0068359375;0.8
2;15.12;2;0.125;0.40625;0.90625;0.2265625;0.13671875;0.890625;0.953125;0.234375;0.921875;0.953125;0.234375;0.84375;0.9453125;0.232421875;0.380859375;0.9140625;0.953125;0.234375;0.921875;0.953125;0.234375;0.921875;0.953125;0.234375;0.83984375;0.7421875;0.1826171875;0.21875;0.72265625;0.75;0.185546875;0.73046875;0.7578125;0.1865234375;0.73046875;0.75390625;0.185546875;0.734375;0.75390625;0.1845703125;0.73046875;0.74609375;0.18359375;0.462890625;0.1328125;0.033203125;0.033203125;0.130859375;0.130859375;0.03271484375;0.130859375;0.130859375;0.03271484375;0.9;0.125;0.40625;0.890625;0.22265625;0.1328125;0.875;0.9375;0.23046875;0.90625;0.953125;0.234375;0.828125;0.8671875;0.2109375;0.287109375;0.84375;0.875;0.216796875;0.84375;0.8828125;0.216796875;0.8515625;0.875;0.216796875;0.65234375;0.2265625;0.056640625;0.0576171875;0.2265625;0.23046875;0.0576171875;0.23046875;0.23046875;0.0576171875;0.23046875;0.23046875;0.0576171875;0.23046875;0.23046875;0.0576171875;0.23046875;0.23046875;0.0576171875;0.1171875;0.02734375;0.0068359375;0.0068359375;0.02734375;0.02734375;0.0068359375;0.02734375;0.02734375;0.0068359375;0.8
3;18.53;3;0.125;0.40625;0.90625;0.2265625;0.13671875;0.890625;0.953125;0.234375;0.921875;0.953125;0.234375;0.84375;0.9453125;0.232421875;0.380859375;0.9140625;0.953125;0.234375;0.921875;0.953125;0.234375;0.921875;0.953125;0.234375;0.83984375;0.73828125;0.181640625;0.2197265625;0.71875;0.75;0.1845703125;0.7265625;0.75;0.1845703125;0.7265625;0.74609375;0.1826171875;0.7265625;0.74609375;0.1826171875;0.73046875;0.7421875;0.181640625;0.4609375;0.130859375;0.03271484375;0.033203125;0.130859375;0.12890625;0.03271484375;0.130859375;0.12890625;0.03271484375;0.9;0.125;0.40625;0.890625;0.22265625;0.1328125;0.875;0.9375;0.23046875;0.90625;0.953125;0.234375;0.828125;0.8671875;0.2109375;0.287109375;0.84375;0.875;0.21484375;0.84375;0.8828125;0.216796875;0.8515625;0.8828125;0.216796875;0.65234375;0.2265625;0.056640625;0.0576171875;0.2265625;0.23046875;0.0576171875;0.23046875;0.23046875;0.0576171875;0.23046875;0.23046875;0.0576171875;0.23046875;0.23046875;0.0576171875;0.23046875;0.23046875;0.0576171875;0.1171875;0.02734375;0.0068359375;0.0068359375;0.02734375;0.02734375;0.0068359375;0.02734375;0.02734375;0.0068359375;0.7
4;22.08;4;0.125;0.40625;0.90625;0.2265625;0.13671875;0.890625;0.953125;0.234375;0.921875;0.953125;0.234375;0.84375;0.9453125;0.232421875;0.3828125;0.9140625;0.953125;0.232421875;0.9140625;0.953125;0.234375;0.921875;0.953125;0.234375;0.8359375;0.73046875;0.1806640625;0.2177734375;0.71875;0.75;0.1845703125;0.7265625;0.74609375;0.1826171875;0.72265625;0.7421875;0.181640625;0.72265625;0.73828125;0.181640625;0.7265625;0.734375;0.1796875;0.45703125;0.130859375;0.03271484375;0.03271484375;0.130859375;0.12890625;0.0322265625;0.130859375;0.12890625;0.03271484375;0.9;0.125;0.40625;0.890625;0.22265625;0.1328125;0.875;0.9375;0.23046875;0.90625;0.953125;0.234375;0.828125;0.8671875;0.2109375;0.2890625;0.84375;0.875;0.216796875;0.84375;0.8828125;0.216796875;0.8515625;0.8828125;0.216796875;0.65234375;0.2265625;0.056640625;0.0576171875;0.2265625;0.23046875;0.0576171875;0.23046875;0.23046875;0.0576171875;0.23046875;0.23046875;0.0576171875;0.23046875;0.23046875;0.0576171875;0.23046875;0.23046875;0.0576171875;0.1171875;0.02734375;0.0068359375;0.0068359375;0.02734375;0.02734375;0.0068359375;0.02734375;0.02734375;0.0068359375;0.7
5;23.72;5;0.125;0.40625;0.90625;0.2265625;0.13671875;0.890625;0.953125;0.234375;0.921875;0.953125;0.234375;0.84375;0.9453125;0.232421875;0.380859375;0.9140625;0.953125;0.234375;0.921875;0.953125;0.232421875;0.921875;0.953125;0.234375;0.8359375;0.7265625;0.1796875;0.216796875;0.71484375;0.7421875;0.1826171875;0.72265625;0.74609375;0.1826171875;0.72265625;0.7421875;0.181640625;0.71484375;0.73828125;0.181640625;0.71875;0.73046875;0.1806640625;0.453125;0.130859375;0.03271484375;0.03271484375;0.130859375;0.12890625;0.0322265625;0.12890625;0.126953125;0.0322265625;0.9;0.125;0.40625;0.890625;0.22265625;0.1328125;0.875;0.9375;0.23046875;0.90625;0.953125;0.234375;0.828125;0.8671875;0.2109375;0.2890625;0.84375;0.875;0.216796875;0.84375;0.8828125;0.216796875;0.8515625;0.8828125;0.216796875;0.65234375;0.2265625;0.056640625;0.0576171875;0.2265625;0.23046875;0.0576171875;0.23046875;0.23046875;0.0576171875;0.23046875;0.23046875;0.0576171875;0.23046875;0.23046875;0.0576171875;0.23046875;0.23046875;0.0576171875;0.1171875;0.02734375;0.0068359375;0.0068359375;0.02734375;0.02734375;0.0068359375;0.02734375;0.02734375;0.0068359375;0.6
6;26.58;6;0.125;0.40625;0.90625;0.2265625;0.13671875;0.890625;0.953125;0.234375;0.921875;0.953125;0.234375;0.84375;0.9453125;0.232421875;0.37890625;0.9140625;0.953125;0.234375;0.9140625;0.953125;0.232421875;0.921875;0.953125;0.232421875;0.8359375;0.734375;0.1806640625;0.2158203125;0.7109375;0.73828125;0.1826171875;0.72265625;0.7421875;0.181640625;0.71484375;0.73828125;0.1787109375;0.71484375;0.73046875;0.1787109375;0.71484375;0.7265625;0.177734375;0.44921875;0.130859375;0.03271484375;0.03271484375;0.12890625;0.126953125;0.0322265625;0.12890625;0.126953125;0.0322265625;0.8;0.125;0.40625;0.890625;0.22265625;0.1328125;0.875;0.9375;0.23046875;0.90625;0.953125;0.234375;0.828125;0.8671875;0.2109375;0.2890625;0.84375;0.875;0.216796875;0.8515625;0.890625;0.216796875;0.8515625;0.8828125;0.216796875;0.65234375;0.2265625;0.056640625;0.0576171875;0.2265625;0.23046875;0.0576171875;0.23046875;0.23046875;0.0576171875;0.23046875;0.23046875;0.0576171875;0.23046875;0.23046875;0.0576171875;0.23046875;0.23046875;0.0576171875;0.1171875;0.02734375;0.0068359375;0.0068359375;0.02734375;0.02734375;0.0068359375;0.02734375;0.02734375;0.0068359375;0.6
7;27.78;7;0.125;0.40625;0.90625;0.2265625;0.13671875;0.890625;0.953125;0.234375;0.90625;0.953125;0.234375;0.84375;0.9453125;0.232421875;0.37890625;0.9140625;0.953125;0.232421875;0.9140625;0.953125;0.234375;0.921875;0.953125;0.232421875;0.8359375;0.73046875;0.1796875;0.2158203125;0.71484375;0.7421875;0.18359375;0.72265625;0.74609375;0.18359375;0.71875;0.7421875;0.181640625;0.71875;0.73828125;0.181640625;0.72265625;0.734375;0.1796875;0.453125;0.130859375;0.03271484375;0.03271484375;0.130859375;0.12890625;0.0322265625;0.130859375;0.126953125;0.0322265625;0.8;0.125;0.40625;0.890625;0.22265625;0.1328125;0.875;0.9375;0.23046875;0.90625;0.953125;0.234375;0.828125;0.8671875;0.2109375;0.2890625;0.84375;0.875;0.21484375;0.8515625;0.890625;0.216796875;0.8515625;0.8828125;0.216796875;0.65234375;0.2265625;0.056640625;0.0576171875;0.2265625;0.23046875;0.0576171875;0.23046875;0.23046875;0.0576171875;0.23046875;0.23046875;0.0576171875;0.23046875;0.23046875;0.0576171875;0.23046875;0.23046875;0.0576171875;0.1171875;0.02734375;0.0068359375;0.0068359375;0.02734375;0.02734375;0.0068359375;0.02734375;0.02734375;0.0068359375;0.6
8;29.19;8;0.125;0.421875;0.90625;0.2265625;0.140625;0.890625;0.953125;0.234375;0.921875;0.953125;0.234375;0.84375;0.9453125;0.23046875;0.37890625;0.9140625;0.953125;0.232421875;0.9140625;0.953125;0.232421875;0.9140625;0.9453125;0.232421875;0.82421875;0.71875;0.1767578125;0.2119140625;0.6953125;0.7265625;0.1796875;0.70703125;0.73046875;0.177734375;0.69921875;0.72265625;0.17578125;0.703125;0.71484375;0.1728515625;0.69140625;0.70703125;0.171875;0.4375;0.126953125;0.0322265625;0.0322265625;0.126953125;0.125;0.03173828125;0.12890625;0.125;0.03173828125;0.8;0.125;0.40625;0.890625;0.22265625;0.1328125;0.875;0.9375;0.23046875;0.90625;0.953125;0.234375;0.828125;0.8671875;0.2109375;0.287109375;0.84375;0.875;0.21484375;0.84375;0.890625;0.216796875;0.8515625;0.8828125;0.216796875;0.65234375;0.2265625;0.056640625;0.0576171875;0.2265625;0.23046875;0.0576171875;0.23046875;0.23046875;0.0576171875;0.23046875;0.23046875;0.0576171875;0.23046875;0.23046875;0.0576171875;0.23046875;0.23046875;0.0576171875;0.1171875;0.02734375;0.0068359375;0.0068359375;0.02734375;0.02734375;0.0068359375;0.02734375;0.02734375;0.0068359375;0.6
9;31.09;9;0.125;0.40625;0.90625;0.2265625;0.13671875;0.890625;0.953125;0.234375;0.921875;0.953125;0.234375;0.84375;0.9453125;0.232421875;0.3828125;0.9140625;0.953125;0.232421875;0.9140625;0.953125;0.232421875;0.921875;0.953125;0.232421875;0.8359375;0.73046875;0.1806640625;0.2158203125;0.7109375;0.7421875;0.1826171875;0.71875;0.7421875;0.18359375;0.71484375;0.73828125;0.181640625;0.71484375;0.73046875;0.1787109375;0.71484375;0.7265625;0.1767578125;0.451171875;0.12890625;0.0322265625;0.03271484375;0.12890625;0.126953125;0.0322265625;0.12890625;0.126953125;0.03173828125;0.8;0.125;0.40625;0.890625;0.22265625;0.1328125;0.875;0.9375;0.23046875;0.90625;0.953125;0.234375;0.828125;0.8671875;0.2109375;0.2890625;0.84375;0.875;0.21484375;0.84375;0.8828125;0.216796875;0.8515625;0.8828125;0.216796875;0.65234375;0.2265625;0.056640625;0.0576171875;0.2265625;0.23046875;0.0576171875;0.23046875;0.23046875;0.0576171875;0.23046875;0.23046875;0.0576171875;0.23046875;0.23046875;0.0576171875;0.23046875;0.23046875;0.0576171875;0.1171875;0.02734375;0.0068359375;0.0068359375;0.02734375;0.02734375;0.0068359375;0.02734375;0.02734375;0.0068359375;0.5
