Epoch,sparse_flops,val_set_gradient_magnintude,val_set_Hg_magnitude,val_accuracy,test_set_gradient_magnitude,test_set_Hg_magnitude,test_accuracy
-1,143333488.0,0.8353794813156128,3.0238893486966845e-06,82.78,0.7351281046867371,3.23582389682997e-06,82.17
0,4443338128.0,0.4660506546497345,2.230337031505769e-06,92.32,0.40150004625320435,1.972895461221924e-06,88.84
10,47443384528.0,0.11836158484220505,3.3356498079228913e-06,96.82,0.14545534551143646,2.8411063794919755e-06,92.3
20,90443430928.0,0.11394976079463959,4.672150680562481e-06,97.26,0.14074277877807617,2.9403684038697975e-06,92.25
30,133443477328.0,0.10886853188276291,3.5010057217732538e-06,97.42,0.1338692307472229,3.1054080409376184e-06,92.37
40,176443523728.0,0.08028175681829453,3.926548288291087e-06,97.34,0.1256202757358551,4.263654318492627e-06,92.58
50,219443570128.0,0.06766923516988754,6.545524684042903e-06,97.62,0.11917150765657425,5.220579623710364e-06,92.7
60,262443616528.0,0.06514305621385574,5.800401595479343e-06,97.64,0.12356840074062347,5.284346116241068e-06,92.65
70,305443662928.0,0.06364428251981735,5.4339052439900115e-06,97.88,0.1181374117732048,5.7918523452826776e-06,92.7
80,348443709328.0,0.058626629412174225,6.968557954678545e-06,97.76,0.11888565123081207,7.1772001319914125e-06,92.66
90,391443755728.0,0.05160871893167496,1.0566038326942362e-05,97.88,0.13054700195789337,8.005408744793385e-06,92.65
