Epoch,sparse_flops,val_set_gradient_magnitude,val_accuracy,test_set_gradient_magnitude,test_accuracy
-1,19829056668.0,709.8515625,1.02,698.4351806640625,1.0
0,79316226672.0,0.9877840876579285,1.48,1.2493575811386108,1.27
10,674187926712.0,1.7538071870803833,2.62,2.7051591873168945,2.01
20,1269059626752.0,5.587883949279785,3.4,7.889322280883789,2.72
30,1863931326792.0,2.22932767868042,3.62,3.353209972381592,2.91
40,2458803026832.0,4.558844089508057,3.88,3.1407034397125244,3.22
50,3053674726872.0,9.076854705810547,3.98,11.367203712463379,3.1
60,3648546426912.0,6.105318069458008,4.06,7.844343662261963,3.39
70,4243418126952.0,6.518272399902344,4.32,5.14398717880249,3.9
80,4838289826992.0,9.950553894042969,4.7,8.659605979919434,3.9
90,5433161527032.0,7.038249969482422,5.32,4.878190994262695,4.32
100,6028033227072.0,5.9029436111450195,5.08,8.163559913635254,4.13
110,6622904927112.0,2.0945892333984375,5.56,4.275282859802246,4.35
120,7217776627152.0,2.5808117389678955,5.96,2.9163522720336914,4.32
130,7812648327192.0,4.757265090942383,6.26,3.6421241760253906,4.57
140,8407520027232.0,3.300825834274292,6.14,4.755855560302734,4.83
150,9002391727272.0,4.1050310134887695,6.76,3.846292734146118,4.86
160,9597263427312.0,5.963542938232422,6.6,5.792822360992432,5.1
170,10192135127352.0,12.9215669631958,6.68,10.073797225952148,5.06
180,10787006827392.0,6.791014671325684,6.4,7.340433120727539,5.59
190,11381878527432.0,16.156579971313477,7.06,14.816582679748535,5.66
200,11917263057468.0,2.13901948928833,8.12,3.5568695068359375,5.68
