Epoch,sparse_flops,val_set_gradient_magnintude,val_set_Hg_magnitude,val_accuracy,test_set_gradient_magnitude,test_set_Hg_magnitude,test_accuracy
-1,131726416.0,0.5751383304595947,2.838114312453399e-07,33.0,0.5723904371261597,3.372269929968752e-07,33.14
0,4083518896.0,0.5667749643325806,3.159176173994638e-07,33.2,0.564944863319397,3.318619121728261e-07,34.0
10,43601443696.0,0.4546598494052887,2.720904888064979e-07,54.52,0.4579533338546753,3.7206035585768404e-07,55.86
20,83119368496.0,0.43701714277267456,2.434838108911208e-07,60.4,0.4401022493839264,3.8800192214694107e-07,60.61
30,122637293296.0,0.4056553840637207,3.8830430071357114e-07,67.44,0.40990808606147766,4.248140328400041e-07,67.98
40,162155218096.0,0.3137626051902771,8.831286208987876e-07,83.74,0.32160747051239014,7.340893830587447e-07,81.98
50,201673142896.0,0.29105570912361145,1.9812705431832e-06,87.54,0.3008706271648407,1.8531990235715057e-06,84.95
60,241191067696.0,0.29092442989349365,2.3014449652691837e-06,87.86,0.29838836193084717,2.2223518953978783e-06,84.95
70,280708992496.0,0.2807091474533081,2.8325046059762826e-06,87.78,0.292854905128479,3.0046460324228974e-06,85.01
80,320226917296.0,0.26158803701400757,9.472808415011968e-06,86.58,0.267985463142395,9.006323125504423e-06,84.54
90,359744842096.0,0.22678284347057343,1.5072833775775507e-05,86.54,0.23984211683273315,1.7868758732220158e-05,84.48
