Epoch,sparse_flops,val_set_gradient_magnintude,val_set_Hg_magnitude,val_accuracy,test_set_gradient_magnitude,test_set_Hg_magnitude,test_accuracy
-1,152728768.0,0.5628632307052612,2.950074986074469e-06,85.76,0.5731603503227234,2.9006107524764957e-06,83.82
0,4734591808.0,0.4514055848121643,2.069679794658441e-06,90.44,0.4632454514503479,2.30312571147806e-06,86.98
10,50553222208.0,0.196969136595726,1.201354393742804e-06,95.1,0.20822589099407196,1.0557801033428404e-06,90.51
20,96371852608.0,0.18257111310958862,1.2511763998190872e-06,94.7,0.20198585093021393,1.1045380006180494e-06,90.57
30,142190483008.0,0.171798437833786,1.7496776081316057e-06,95.1,0.19304178655147552,1.1691520285239676e-06,90.66
40,188009113408.0,0.14073152840137482,2.5986173568526283e-06,95.02,0.17629092931747437,1.6194574072869727e-06,90.75
50,233827743808.0,0.11699965596199036,3.693925009429222e-06,95.08,0.1590534895658493,2.167227876270772e-06,90.87
60,279646374208.0,0.11418231576681137,3.0118899303488433e-06,95.32,0.15873372554779053,2.3079551283444744e-06,90.86
70,325465004608.0,0.1063506081700325,3.3958140193135478e-06,95.0,0.1537620723247528,2.4825237687764456e-06,90.97
80,371283635008.0,0.0973302572965622,3.8254374885582365e-06,95.42,0.15584290027618408,3.2343496059183963e-06,91.16
90,417102265408.0,0.08212756365537643,4.3105578697577585e-06,95.82,0.14370855689048767,4.081763108843006e-06,91.3
