Epoch,sparse_flops,val_set_gradient_magnintude,val_set_Hg_magnitude,val_accuracy,test_set_gradient_magnitude,test_set_Hg_magnitude,test_accuracy
-1,143483920.0,0.8831648230552673,3.2721211482567014e-06,78.98,0.762323260307312,2.731771928665694e-06,79.0
0,4448001520.0,0.4370374083518982,1.8023534948952147e-06,92.1,0.3272665739059448,1.6842913055370445e-06,88.92
10,47493177520.0,0.12027740478515625,4.013249508716399e-06,97.14,0.1692376732826233,2.694050863283337e-06,92.1
20,90538353520.0,0.10951081663370132,3.4534396036178805e-06,97.06,0.1609555333852768,2.910640887421323e-06,92.14
30,133583529520.0,0.10533206909894943,4.1725502342160325e-06,97.38,0.15415507555007935,3.1755837426317157e-06,92.21
40,176628705520.0,0.0833141878247261,5.674834937963169e-06,97.5,0.14892153441905975,4.227799308864633e-06,92.47
50,219673881520.0,0.06811586022377014,5.8499299484537914e-06,97.92,0.1382908821105957,5.284014605422271e-06,92.59
60,262719057520.0,0.07286588847637177,6.040601419954328e-06,97.62,0.13209031522274017,5.589962256635772e-06,92.61
70,305764233520.0,0.06270619481801987,7.5860230026592035e-06,97.46,0.1341056078672409,5.790447630715789e-06,92.67
80,348809409520.0,0.059027839452028275,7.22624599802657e-06,97.72,0.13261522352695465,7.077489499351941e-06,92.86
90,391854585520.0,0.0512496642768383,1.0359663065173663e-05,97.76,0.13153782486915588,8.275227628473658e-06,92.87
