Epoch,sparse_flops,val_set_gradient_magnintude,val_set_Hg_magnitude,val_accuracy,test_set_gradient_magnitude,test_set_Hg_magnitude,test_accuracy
-1,166842928.0,0.425706148147583,4.764003165291797e-07,49.7,0.40846067667007446,5.952101105322072e-07,50.96
0,5172130768.0,0.404110312461853,5.5746511407051e-07,51.62,0.3891279399394989,5.914525331718323e-07,53.02
10,55225009168.0,0.20073769986629486,4.938339088766952e-07,75.74,0.22502271831035614,6.537353556268499e-07,75.12
20,105277887568.0,0.20338882505893707,6.706323461003194e-07,76.14,0.22933392226696014,7.108214958861936e-07,75.23
30,155330765968.0,0.20562149584293365,8.174812364813988e-07,77.04,0.23458416759967804,7.916519848549797e-07,75.42
40,205383644368.0,0.20652522146701813,1.0503772500669584e-06,77.04,0.23945318162441254,1.4800443750573322e-06,75.72
50,255436522768.0,0.194175124168396,2.2733986497769365e-06,77.12,0.2322925180196762,2.614708591863746e-06,76.24
60,305489401168.0,0.19083932042121887,2.928839649030124e-06,77.06,0.2318323850631714,2.8134809326729737e-06,76.4
70,355542279568.0,0.18565858900547028,2.296447064509266e-06,76.76,0.2293773889541626,3.2097616440296406e-06,76.35
80,405595157968.0,0.16594812273979187,3.7007387163612293e-06,77.72,0.218999445438385,4.8448951019963715e-06,76.9
90,455648036368.0,0.14637725055217743,5.27431848240667e-06,78.46,0.23593266308307648,6.466468676080694e-06,77.3
