;test_accuracy;Epoch;train-saturation_features-0;train-saturation_features-4;train-saturation_features-8;train-saturation_features-11;train-saturation_features-15;train-saturation_features-18;train-saturation_features-21;train-saturation_features-24;train-saturation_features-28;train-saturation_features-31;train-saturation_features-34;train-saturation_features-37;train-saturation_features-40;train-saturation_features-43;train-saturation_features-46;train-saturation_features-49;train-saturation_classifier;eval-saturation_features-0;eval-saturation_features-4;eval-saturation_features-8;eval-saturation_features-11;eval-saturation_features-15;eval-saturation_features-18;eval-saturation_features-21;eval-saturation_features-24;eval-saturation_features-28;eval-saturation_features-31;eval-saturation_features-34;eval-saturation_features-37;eval-saturation_features-40;eval-saturation_features-43;eval-saturation_features-46;eval-saturation_features-49;eval-saturation_classifier
0;22.82;0;0.046875;0.21875;0.1640625;0.21875;0.015625;0.01171875;0.01171875;0.01171875;0.0;0.001953125;0.001953125;0.001953125;0.00390625;0.00390625;0.00390625;0.001953125;0.1;0.046875;0.203125;0.15625;0.1953125;0.015625;0.01171875;0.01171875;0.01171875;0.0;0.001953125;0.001953125;0.001953125;0.00390625;0.00390625;0.005859375;0.005859375;0.1
1;29.92;1;0.0625;0.28125;0.203125;0.265625;0.015625;0.01171875;0.01171875;0.01171875;0.0;0.001953125;0.001953125;0.001953125;0.00390625;0.00390625;0.00390625;0.001953125;0.2;0.046875;0.265625;0.1796875;0.1875;0.01953125;0.01171875;0.01171875;0.01171875;0.0;0.001953125;0.0;0.0;0.001953125;0.00390625;0.00390625;0.001953125;0.2
2;31.95;2;0.078125;0.34375;0.2421875;0.265625;0.01953125;0.01171875;0.01171875;0.01171875;0.0;0.001953125;0.001953125;0.001953125;0.00390625;0.00390625;0.005859375;0.00390625;0.2;0.078125;0.328125;0.203125;0.1796875;0.01953125;0.01171875;0.01171875;0.01171875;0.0;0.0;0.0;0.0;0.0;0.001953125;0.001953125;0.0;0.2
3;33.24;3;0.09375;0.375;0.265625;0.296875;0.0234375;0.015625;0.01171875;0.01171875;0.0;0.001953125;0.001953125;0.001953125;0.00390625;0.005859375;0.0078125;0.005859375;0.2;0.09375;0.359375;0.234375;0.1796875;0.0234375;0.015625;0.01171875;0.01171875;0.0;0.001953125;0.0;0.001953125;0.001953125;0.00390625;0.00390625;0.00390625;0.2
4;39.92;4;0.109375;0.421875;0.328125;0.375;0.03125;0.01953125;0.01171875;0.01171875;0.0;0.00390625;0.00390625;0.00390625;0.00390625;0.005859375;0.0078125;0.0078125;0.3;0.109375;0.421875;0.2890625;0.265625;0.02734375;0.015625;0.01171875;0.01171875;0.0;0.001953125;0.001953125;0.001953125;0.001953125;0.00390625;0.005859375;0.005859375;0.2
5;46.65;5;0.109375;0.46875;0.3828125;0.4453125;0.046875;0.02734375;0.01171875;0.01171875;0.001953125;0.00390625;0.00390625;0.00390625;0.005859375;0.0078125;0.009765625;0.0078125;0.4;0.109375;0.46875;0.3359375;0.3046875;0.03515625;0.01953125;0.01171875;0.01171875;0.0;0.001953125;0.001953125;0.001953125;0.00390625;0.00390625;0.005859375;0.005859375;0.3
6;49.05;6;0.109375;0.484375;0.3984375;0.453125;0.05859375;0.03125;0.01171875;0.01171875;0.001953125;0.00390625;0.00390625;0.005859375;0.0078125;0.0078125;0.01171875;0.01171875;0.4;0.109375;0.484375;0.3515625;0.3671875;0.046875;0.02734375;0.01171875;0.01171875;0.0;0.00390625;0.00390625;0.00390625;0.005859375;0.005859375;0.009765625;0.0078125;0.3
7;53.21;7;0.125;0.515625;0.4453125;0.5;0.07421875;0.0390625;0.015625;0.01171875;0.001953125;0.00390625;0.00390625;0.005859375;0.0078125;0.0078125;0.01171875;0.01171875;0.4;0.125;0.515625;0.3828125;0.3671875;0.0546875;0.02734375;0.01171875;0.01171875;0.0;0.001953125;0.001953125;0.001953125;0.00390625;0.00390625;0.005859375;0.0078125;0.3
8;58.29;8;0.125;0.515625;0.453125;0.4765625;0.078125;0.04296875;0.01953125;0.015625;0.001953125;0.00390625;0.00390625;0.005859375;0.0078125;0.0078125;0.01171875;0.013671875;0.5;0.125;0.53125;0.390625;0.3828125;0.0703125;0.03515625;0.01171875;0.01171875;0.001953125;0.00390625;0.00390625;0.00390625;0.005859375;0.005859375;0.0078125;0.009765625;0.3
9;57.72;9;0.125;0.546875;0.4609375;0.515625;0.0859375;0.046875;0.01953125;0.015625;0.001953125;0.00390625;0.005859375;0.005859375;0.0078125;0.0078125;0.01171875;0.013671875;0.5;0.140625;0.53125;0.390625;0.3984375;0.0703125;0.04296875;0.015625;0.01171875;0.001953125;0.00390625;0.00390625;0.00390625;0.00390625;0.005859375;0.0078125;0.0078125;0.3
10;60.28;10;0.140625;0.546875;0.4765625;0.5390625;0.09375;0.0546875;0.0234375;0.01953125;0.001953125;0.00390625;0.005859375;0.005859375;0.0078125;0.0078125;0.01171875;0.013671875;0.5;0.140625;0.546875;0.421875;0.4375;0.078125;0.046875;0.01953125;0.015625;0.001953125;0.00390625;0.00390625;0.00390625;0.005859375;0.005859375;0.0078125;0.009765625;0.4
11;59.32;11;0.140625;0.5625;0.4921875;0.578125;0.10546875;0.0625;0.02734375;0.01953125;0.001953125;0.00390625;0.005859375;0.005859375;0.0078125;0.0078125;0.01171875;0.013671875;0.5;0.140625;0.546875;0.421875;0.4765625;0.0859375;0.05859375;0.0234375;0.015625;0.001953125;0.00390625;0.00390625;0.005859375;0.005859375;0.005859375;0.0078125;0.009765625;0.4
12;63.67;12;0.140625;0.578125;0.5078125;0.5703125;0.10546875;0.06640625;0.02734375;0.01953125;0.001953125;0.00390625;0.005859375;0.005859375;0.0078125;0.009765625;0.01171875;0.013671875;0.5;0.140625;0.5625;0.4296875;0.46875;0.09375;0.0625;0.02734375;0.01953125;0.001953125;0.00390625;0.00390625;0.005859375;0.005859375;0.005859375;0.009765625;0.01171875;0.4
13;60.67;13;0.140625;0.5625;0.5078125;0.578125;0.11328125;0.0703125;0.03125;0.0234375;0.001953125;0.00390625;0.005859375;0.005859375;0.005859375;0.0078125;0.01171875;0.013671875;0.5;0.140625;0.578125;0.453125;0.4921875;0.08984375;0.06640625;0.0234375;0.015625;0.001953125;0.001953125;0.00390625;0.00390625;0.005859375;0.005859375;0.0078125;0.009765625;0.3
14;61.2;14;0.140625;0.578125;0.515625;0.6015625;0.11328125;0.07421875;0.03125;0.0234375;0.001953125;0.00390625;0.005859375;0.005859375;0.0078125;0.0078125;0.01171875;0.015625;0.5;0.140625;0.578125;0.453125;0.5078125;0.09375;0.06640625;0.02734375;0.01953125;0.001953125;0.001953125;0.00390625;0.005859375;0.005859375;0.0078125;0.009765625;0.01171875;0.5
15;59.73;15;0.140625;0.578125;0.515625;0.59375;0.11328125;0.07421875;0.02734375;0.0234375;0.001953125;0.001953125;0.005859375;0.005859375;0.005859375;0.009765625;0.01171875;0.013671875;0.5;0.140625;0.578125;0.4453125;0.484375;0.09375;0.0703125;0.02734375;0.01953125;0.001953125;0.001953125;0.00390625;0.005859375;0.005859375;0.0078125;0.009765625;0.01171875;0.4
16;60.94;16;0.140625;0.578125;0.5234375;0.609375;0.11328125;0.078125;0.03125;0.02734375;0.001953125;0.001953125;0.00390625;0.005859375;0.0078125;0.009765625;0.01171875;0.015625;0.5;0.140625;0.578125;0.4609375;0.515625;0.1015625;0.078125;0.03125;0.02734375;0.001953125;0.001953125;0.00390625;0.005859375;0.005859375;0.0078125;0.009765625;0.01171875;0.4
17;62.74;17;0.140625;0.609375;0.546875;0.625;0.1171875;0.0859375;0.03125;0.0234375;0.001953125;0.001953125;0.00390625;0.005859375;0.005859375;0.0078125;0.013671875;0.015625;0.6;0.140625;0.59375;0.4609375;0.5078125;0.09375;0.0703125;0.0234375;0.01953125;0.001953125;0.001953125;0.001953125;0.00390625;0.005859375;0.005859375;0.0078125;0.01171875;0.4
