;test_accuracy;Epoch;train-saturation_features-0;train-saturation_features-4;train-saturation_features-8;train-saturation_features-11;train-saturation_features-15;train-saturation_features-18;train-saturation_features-21;train-saturation_features-24;train-saturation_features-28;train-saturation_features-31;train-saturation_features-34;train-saturation_features-37;train-saturation_features-40;train-saturation_features-43;train-saturation_features-46;train-saturation_features-49;train-saturation_classifier;eval-saturation_features-0;eval-saturation_features-4;eval-saturation_features-8;eval-saturation_features-11;eval-saturation_features-15;eval-saturation_features-18;eval-saturation_features-21;eval-saturation_features-24;eval-saturation_features-28;eval-saturation_features-31;eval-saturation_features-34;eval-saturation_features-37;eval-saturation_features-40;eval-saturation_features-43;eval-saturation_features-46;eval-saturation_features-49;eval-saturation_classifier
0;28.4;0;0.046875;0.21875;0.21875;0.2734375;0.015625;0.01171875;0.01171875;0.01171875;0.0;0.001953125;0.001953125;0.001953125;0.001953125;0.00390625;0.00390625;0.00390625;0.2;0.046875;0.203125;0.1953125;0.2265625;0.015625;0.01171875;0.01171875;0.01171875;0.0;0.001953125;0.001953125;0.001953125;0.00390625;0.00390625;0.001953125;0.001953125;0.1
1;33.03;1;0.0625;0.28125;0.28125;0.3203125;0.0234375;0.01171875;0.01171875;0.01171875;0.0;0.001953125;0.001953125;0.001953125;0.001953125;0.00390625;0.00390625;0.00390625;0.2;0.046875;0.25;0.2421875;0.234375;0.01953125;0.01171875;0.01171875;0.01171875;0.0;0.0;0.0;0.001953125;0.001953125;0.001953125;0.00390625;0.00390625;0.2
2;43.57;2;0.078125;0.328125;0.328125;0.3671875;0.03125;0.01953125;0.015625;0.01171875;0.0;0.001953125;0.001953125;0.001953125;0.00390625;0.00390625;0.005859375;0.005859375;0.3;0.078125;0.3125;0.296875;0.28125;0.0234375;0.01171875;0.01171875;0.01171875;0.0;0.001953125;0.001953125;0.001953125;0.001953125;0.00390625;0.005859375;0.005859375;0.3
3;47.28;3;0.09375;0.390625;0.390625;0.4296875;0.0390625;0.01953125;0.015625;0.01171875;0.0;0.00390625;0.00390625;0.00390625;0.00390625;0.00390625;0.0078125;0.0078125;0.3;0.09375;0.375;0.3515625;0.328125;0.03125;0.015625;0.01171875;0.01171875;0.0;0.001953125;0.001953125;0.001953125;0.001953125;0.001953125;0.00390625;0.005859375;0.3
4;52.38;4;0.109375;0.421875;0.4140625;0.4375;0.0546875;0.03125;0.015625;0.015625;0.001953125;0.00390625;0.00390625;0.00390625;0.005859375;0.005859375;0.0078125;0.009765625;0.4;0.09375;0.421875;0.375;0.375;0.04296875;0.0234375;0.015625;0.015625;0.0;0.00390625;0.00390625;0.00390625;0.00390625;0.005859375;0.0078125;0.009765625;0.3
5;50.41;5;0.109375;0.46875;0.4453125;0.46875;0.078125;0.03515625;0.01953125;0.015625;0.001953125;0.00390625;0.005859375;0.005859375;0.0078125;0.0078125;0.009765625;0.009765625;0.4;0.109375;0.453125;0.40625;0.3828125;0.05859375;0.0234375;0.01171875;0.01171875;0.0;0.001953125;0.001953125;0.001953125;0.00390625;0.00390625;0.0078125;0.0078125;0.3
6;59.29;6;0.109375;0.484375;0.4609375;0.484375;0.08984375;0.0390625;0.01953125;0.015625;0.001953125;0.00390625;0.005859375;0.0078125;0.0078125;0.0078125;0.009765625;0.01171875;0.5;0.109375;0.484375;0.4140625;0.375;0.07421875;0.0390625;0.015625;0.015625;0.001953125;0.00390625;0.00390625;0.005859375;0.005859375;0.005859375;0.0078125;0.009765625;0.4
7;58.18;7;0.109375;0.484375;0.484375;0.4921875;0.09375;0.046875;0.0234375;0.01953125;0.001953125;0.00390625;0.005859375;0.005859375;0.0078125;0.0078125;0.009765625;0.013671875;0.5;0.109375;0.484375;0.4375;0.4140625;0.08203125;0.046875;0.01953125;0.015625;0.001953125;0.00390625;0.00390625;0.00390625;0.005859375;0.005859375;0.0078125;0.0078125;0.3
8;61.79;8;0.109375;0.515625;0.5;0.5234375;0.10546875;0.05859375;0.0234375;0.01953125;0.001953125;0.00390625;0.005859375;0.005859375;0.0078125;0.0078125;0.009765625;0.013671875;0.5;0.125;0.515625;0.453125;0.4453125;0.0859375;0.0546875;0.01953125;0.015625;0.001953125;0.00390625;0.00390625;0.005859375;0.005859375;0.005859375;0.009765625;0.01171875;0.4
9;62.72;9;0.125;0.515625;0.515625;0.515625;0.11328125;0.0703125;0.02734375;0.0234375;0.001953125;0.005859375;0.005859375;0.0078125;0.0078125;0.0078125;0.01171875;0.013671875;0.5;0.125;0.5;0.4609375;0.4375;0.0859375;0.0625;0.0234375;0.01953125;0.001953125;0.00390625;0.005859375;0.005859375;0.005859375;0.005859375;0.009765625;0.009765625;0.4
10;65.12;10;0.125;0.53125;0.53125;0.53125;0.1171875;0.07421875;0.03125;0.0234375;0.001953125;0.00390625;0.005859375;0.005859375;0.0078125;0.0078125;0.01171875;0.013671875;0.5;0.125;0.515625;0.46875;0.4453125;0.09765625;0.07421875;0.03125;0.01953125;0.001953125;0.00390625;0.005859375;0.005859375;0.005859375;0.0078125;0.009765625;0.01171875;0.4
11;64.07;11;0.125;0.53125;0.53125;0.5390625;0.125;0.0859375;0.0390625;0.02734375;0.001953125;0.005859375;0.005859375;0.005859375;0.0078125;0.009765625;0.009765625;0.013671875;0.5;0.125;0.515625;0.484375;0.4765625;0.1015625;0.0703125;0.03515625;0.0234375;0.001953125;0.005859375;0.005859375;0.005859375;0.005859375;0.0078125;0.0078125;0.009765625;0.4
12;68.12;12;0.125;0.546875;0.5546875;0.5546875;0.1328125;0.08984375;0.04296875;0.03125;0.00390625;0.005859375;0.005859375;0.0078125;0.0078125;0.009765625;0.009765625;0.015625;0.5;0.140625;0.53125;0.5;0.484375;0.1015625;0.06640625;0.0390625;0.0234375;0.00390625;0.005859375;0.005859375;0.005859375;0.0078125;0.0078125;0.0078125;0.009765625;0.4
13;64.44;13;0.140625;0.546875;0.5625;0.578125;0.13671875;0.09375;0.046875;0.03515625;0.00390625;0.005859375;0.005859375;0.0078125;0.0078125;0.009765625;0.01171875;0.015625;0.6;0.140625;0.53125;0.5078125;0.4921875;0.109375;0.0703125;0.046875;0.02734375;0.00390625;0.005859375;0.005859375;0.005859375;0.0078125;0.0078125;0.0078125;0.009765625;0.4
14;70.24;14;0.140625;0.546875;0.5625;0.578125;0.14453125;0.1015625;0.04296875;0.03515625;0.00390625;0.00390625;0.005859375;0.0078125;0.0078125;0.009765625;0.01171875;0.013671875;0.6;0.140625;0.53125;0.5;0.5;0.109375;0.078125;0.046875;0.03125;0.00390625;0.00390625;0.005859375;0.005859375;0.0078125;0.0078125;0.009765625;0.01171875;0.4
15;66.07;15;0.140625;0.5625;0.578125;0.6015625;0.1484375;0.10546875;0.046875;0.0390625;0.00390625;0.00390625;0.005859375;0.0078125;0.0078125;0.0078125;0.01171875;0.015625;0.6;0.140625;0.546875;0.5234375;0.53125;0.109375;0.078125;0.04296875;0.03515625;0.00390625;0.00390625;0.00390625;0.005859375;0.0078125;0.0078125;0.009765625;0.01171875;0.5
16;71.34;16;0.140625;0.5625;0.6015625;0.6015625;0.16015625;0.109375;0.04296875;0.03515625;0.00390625;0.00390625;0.00390625;0.005859375;0.0078125;0.009765625;0.01171875;0.015625;0.6;0.140625;0.546875;0.5234375;0.5234375;0.109375;0.08203125;0.04296875;0.03515625;0.00390625;0.00390625;0.00390625;0.005859375;0.0078125;0.0078125;0.009765625;0.009765625;0.4
17;73.08;17;0.140625;0.5625;0.6015625;0.6171875;0.15234375;0.109375;0.04296875;0.0390625;0.00390625;0.00390625;0.00390625;0.005859375;0.0078125;0.0078125;0.01171875;0.015625;0.6;0.15625;0.546875;0.5234375;0.546875;0.11328125;0.08984375;0.046875;0.03515625;0.00390625;0.00390625;0.00390625;0.005859375;0.005859375;0.0078125;0.009765625;0.01171875;0.5
18;72.39;18;0.15625;0.5625;0.6171875;0.625;0.15625;0.109375;0.04296875;0.0390625;0.00390625;0.00390625;0.00390625;0.005859375;0.0078125;0.009765625;0.01171875;0.015625;0.6;0.15625;0.546875;0.5390625;0.53125;0.1171875;0.0859375;0.04296875;0.03515625;0.00390625;0.00390625;0.00390625;0.005859375;0.005859375;0.0078125;0.009765625;0.01171875;0.5
19;72.1;19;0.15625;0.5625;0.625;0.625;0.16796875;0.109375;0.04296875;0.0390625;0.00390625;0.00390625;0.00390625;0.005859375;0.0078125;0.0078125;0.01171875;0.015625;0.6;0.15625;0.546875;0.5546875;0.546875;0.1171875;0.08203125;0.04296875;0.03515625;0.00390625;0.00390625;0.00390625;0.005859375;0.005859375;0.005859375;0.009765625;0.01171875;0.5
20;72.34;20;0.15625;0.578125;0.6328125;0.6484375;0.16015625;0.109375;0.04296875;0.0390625;0.00390625;0.00390625;0.00390625;0.00390625;0.005859375;0.0078125;0.01171875;0.015625;0.6;0.15625;0.5625;0.5546875;0.578125;0.1171875;0.08203125;0.04296875;0.03515625;0.00390625;0.00390625;0.00390625;0.005859375;0.005859375;0.005859375;0.0078125;0.009765625;0.4
21;71.08;21;0.15625;0.578125;0.6328125;0.6328125;0.17578125;0.11328125;0.04296875;0.0390625;0.00390625;0.00390625;0.00390625;0.00390625;0.005859375;0.0078125;0.01171875;0.015625;0.6;0.15625;0.578125;0.5625;0.5703125;0.12109375;0.08984375;0.04296875;0.0390625;0.00390625;0.00390625;0.00390625;0.00390625;0.005859375;0.005859375;0.009765625;0.01171875;0.5
22;73.79;22;0.140625;0.578125;0.640625;0.65625;0.17578125;0.11328125;0.04296875;0.0390625;0.00390625;0.00390625;0.00390625;0.00390625;0.005859375;0.0078125;0.009765625;0.015625;0.6;0.15625;0.5625;0.5703125;0.5859375;0.125;0.08984375;0.04296875;0.0390625;0.00390625;0.00390625;0.00390625;0.00390625;0.005859375;0.005859375;0.009765625;0.01171875;0.5
23;70.41;23;0.15625;0.578125;0.640625;0.6484375;0.17578125;0.109375;0.04296875;0.0390625;0.00390625;0.00390625;0.00390625;0.00390625;0.00390625;0.0078125;0.009765625;0.015625;0.6;0.15625;0.578125;0.5703125;0.578125;0.12109375;0.0859375;0.04296875;0.0390625;0.00390625;0.00390625;0.00390625;0.00390625;0.00390625;0.005859375;0.009765625;0.009765625;0.5
24;66.98;24;0.15625;0.59375;0.65625;0.6640625;0.18359375;0.11328125;0.04296875;0.0390625;0.00390625;0.00390625;0.00390625;0.00390625;0.005859375;0.0078125;0.009765625;0.015625;0.6;0.15625;0.59375;0.578125;0.5859375;0.12109375;0.0859375;0.04296875;0.0390625;0.00390625;0.00390625;0.00390625;0.00390625;0.005859375;0.005859375;0.009765625;0.009765625;0.4
25;72.75;25;0.15625;0.59375;0.6484375;0.65625;0.19140625;0.11328125;0.04296875;0.0390625;0.00390625;0.00390625;0.00390625;0.00390625;0.00390625;0.0078125;0.009765625;0.015625;0.6;0.15625;0.578125;0.5703125;0.578125;0.12890625;0.08203125;0.04296875;0.03515625;0.00390625;0.00390625;0.00390625;0.00390625;0.00390625;0.005859375;0.009765625;0.009765625;0.5
26;73.96;26;0.15625;0.59375;0.65625;0.6640625;0.18359375;0.11328125;0.04296875;0.0390625;0.00390625;0.00390625;0.00390625;0.00390625;0.00390625;0.0078125;0.009765625;0.015625;0.6;0.15625;0.578125;0.59375;0.5859375;0.12890625;0.08984375;0.0390625;0.03515625;0.00390625;0.00390625;0.00390625;0.00390625;0.00390625;0.005859375;0.0078125;0.01171875;0.4
27;73.81;27;0.15625;0.609375;0.6640625;0.671875;0.203125;0.12109375;0.04296875;0.0390625;0.00390625;0.00390625;0.00390625;0.00390625;0.00390625;0.005859375;0.009765625;0.017578125;0.6;0.15625;0.59375;0.578125;0.5859375;0.12890625;0.08203125;0.0390625;0.03515625;0.00390625;0.00390625;0.00390625;0.00390625;0.00390625;0.005859375;0.009765625;0.01171875;0.5
28;73.58;28;0.15625;0.578125;0.6640625;0.671875;0.203125;0.1171875;0.04296875;0.0390625;0.00390625;0.00390625;0.00390625;0.00390625;0.00390625;0.0078125;0.009765625;0.017578125;0.6;0.15625;0.5625;0.5859375;0.59375;0.1328125;0.0859375;0.04296875;0.03515625;0.00390625;0.00390625;0.00390625;0.00390625;0.00390625;0.005859375;0.0078125;0.009765625;0.5
29;65.94;29;0.15625;0.59375;0.671875;0.6796875;0.19921875;0.1171875;0.04296875;0.0390625;0.00390625;0.00390625;0.00390625;0.00390625;0.00390625;0.005859375;0.009765625;0.015625;0.7;0.15625;0.578125;0.59375;0.6015625;0.13671875;0.09375;0.04296875;0.0390625;0.00390625;0.00390625;0.00390625;0.00390625;0.00390625;0.005859375;0.0078125;0.01171875;0.5
30;73.27;30;0.15625;0.609375;0.671875;0.6875;0.2109375;0.1171875;0.04296875;0.0390625;0.00390625;0.00390625;0.00390625;0.00390625;0.00390625;0.005859375;0.009765625;0.015625;0.6;0.15625;0.578125;0.59375;0.6015625;0.13671875;0.09375;0.04296875;0.0390625;0.00390625;0.00390625;0.00390625;0.00390625;0.00390625;0.005859375;0.009765625;0.009765625;0.5
31;72.07;31;0.15625;0.59375;0.671875;0.6875;0.21484375;0.1171875;0.04296875;0.0390625;0.00390625;0.00390625;0.00390625;0.00390625;0.00390625;0.005859375;0.009765625;0.017578125;0.6;0.15625;0.578125;0.6015625;0.6015625;0.13671875;0.08984375;0.04296875;0.0390625;0.00390625;0.00390625;0.00390625;0.00390625;0.00390625;0.005859375;0.009765625;0.01171875;0.4
32;69.14;32;0.15625;0.59375;0.671875;0.6796875;0.21875;0.1171875;0.04296875;0.0390625;0.00390625;0.00390625;0.00390625;0.00390625;0.00390625;0.005859375;0.009765625;0.017578125;0.7;0.15625;0.578125;0.59375;0.609375;0.1328125;0.08203125;0.04296875;0.0390625;0.00390625;0.00390625;0.00390625;0.00390625;0.00390625;0.00390625;0.0078125;0.009765625;0.4
33;75.63;33;0.15625;0.609375;0.6796875;0.6875;0.21875;0.1171875;0.04296875;0.04296875;0.00390625;0.00390625;0.00390625;0.00390625;0.00390625;0.005859375;0.009765625;0.017578125;0.7;0.15625;0.59375;0.6015625;0.6171875;0.140625;0.0859375;0.04296875;0.0390625;0.00390625;0.00390625;0.00390625;0.00390625;0.00390625;0.005859375;0.009765625;0.01171875;0.5
34;73.53;34;0.15625;0.609375;0.6796875;0.6953125;0.21875;0.1171875;0.04296875;0.0390625;0.00390625;0.00390625;0.00390625;0.00390625;0.00390625;0.005859375;0.009765625;0.017578125;0.7;0.15625;0.59375;0.59375;0.609375;0.1328125;0.0859375;0.04296875;0.03515625;0.00390625;0.00390625;0.00390625;0.00390625;0.00390625;0.00390625;0.0078125;0.01171875;0.4
35;76.74;35;0.15625;0.609375;0.6875;0.703125;0.22265625;0.12109375;0.04296875;0.0390625;0.00390625;0.00390625;0.00390625;0.00390625;0.00390625;0.005859375;0.009765625;0.017578125;0.6;0.15625;0.59375;0.609375;0.6328125;0.140625;0.08984375;0.04296875;0.03515625;0.00390625;0.00390625;0.00390625;0.00390625;0.00390625;0.00390625;0.0078125;0.01171875;0.4
36;66.16;36;0.15625;0.625;0.6875;0.7109375;0.2265625;0.1171875;0.04296875;0.0390625;0.00390625;0.00390625;0.00390625;0.00390625;0.00390625;0.005859375;0.009765625;0.015625;0.6;0.15625;0.59375;0.6015625;0.6328125;0.13671875;0.0859375;0.04296875;0.03515625;0.00390625;0.00390625;0.00390625;0.00390625;0.00390625;0.00390625;0.0078125;0.0078125;0.4
37;76.1;37;0.15625;0.625;0.6875;0.703125;0.22265625;0.12109375;0.04296875;0.0390625;0.00390625;0.00390625;0.00390625;0.00390625;0.00390625;0.005859375;0.009765625;0.017578125;0.6;0.15625;0.609375;0.6015625;0.625;0.14453125;0.08984375;0.04296875;0.03515625;0.00390625;0.00390625;0.00390625;0.00390625;0.00390625;0.00390625;0.0078125;0.01171875;0.5
