Epoch,sparse_flops,val_set_gradient_magnitude,val_accuracy,test_set_gradient_magnitude,test_accuracy
-1,59772860800.0,44.08982849121094,74.72,44.85689163208008,67.77
0,77704719040.0,3.139465093612671,100.0,3.4464643001556396,93.17
10,257023301440.0,0.4069133400917053,99.98,1.1197441816329956,93.4
20,436341883840.0,0.2341848760843277,99.98,1.4318267107009888,93.45
30,615660466240.0,0.19798578321933746,99.98,1.4245530366897583,93.54
40,794979048640.0,0.14188264310359955,99.98,1.3636361360549927,93.49
50,974297631040.0,0.1349688172340393,99.96,1.8349207639694214,93.42
60,1153616213440.0,0.1208372563123703,100.0,1.633237600326538,93.52
70,1332934795840.0,0.15232181549072266,100.0,1.755509614944458,93.47
80,1512253378240.0,0.08118253201246262,99.98,1.7790536880493164,93.45
90,1691571960640.0,0.07128138840198517,100.0,1.7937393188476562,93.44
100,1852958684800.0,0.07522378116846085,99.98,1.6459473371505737,93.46
