Epoch,Prob 0 train accuracy,Prob 1 train accuracy,Prob 2 train accuracy,Prob 3 train accuracy,Prob 4 train accuracy,Prob 5 train accuracy,Prob 6 train accuracy,Prob 0 test accuracy,Prob 1 test accuracy,Prob 2 test accuracy,Prob 3 test accuracy,Prob 4 test accuracy,Prob 5 test accuracy,Prob 6 test accuracy
10,2.6010800112731722,4.126359223990688,7.515868588993891,9.443257297927097,17.266497542601407,24.688680933182347,53.61530120747294,2.659999995422363,5.5599999984741215,10.169999990844726,11.369999966430663,19.099999993896486,27.09,48.58999992675781
11,2.5705533741983606,3.916883334770801,7.551658437686699,9.454836367391273,17.421236012669343,24.71604964015828,53.63424878437698,2.599999999809265,4.679999990844727,9.489999995422364,11.289999999237061,19.619999978637697,27.409999996948244,48.459999963378905
12,2.540026736817366,3.6810913801401544,7.212707501782682,9.300097896670815,17.622290761457318,25.058158505747077,53.543721508360655,2.5199999990463255,4.929999994659424,9.28000000152588,10.519999996185303,18.899999996948242,25.400000006103514,49.099999957275394
13,2.620027579189992,3.9431994021667314,7.431657174610876,9.567469130641648,17.833871932121028,25.289739890392656,53.52056337631891,2.61999999961853,4.869999996185303,8.420000003051758,10.399999963378907,18.480000012207032,26.929999993896484,48.68999995727539
14,2.5621322325492444,4.1695175736107,7.653764776606855,9.740102527645995,17.37491973262419,24.605522160479946,53.418457034020705,2.7799999994277953,4.679999998092652,8.529999993133545,10.060000009155273,19.599999990844726,26.409999966430664,48.82000000610351
15,2.6252907926024203,3.9979368195443254,7.541132011840624,9.754839524897623,17.83176664897061,25.016052797644548,53.27108705740861,2.53,4.320000000762939,7.8999999961853025,10.299999990844727,18.609999969482423,25.31999997253418,49.079999993896486
16,2.575816587121398,3.8621459170669468,7.148496300096576,9.419046515877568,17.298076820214924,24.461310116142638,53.3531931913065,2.4799999994277955,3.7600000007629393,7.489999990844726,10.989999992370606,19.799999990844725,26.669999975585938,48.73999993896484
17,2.589500942346072,3.643196244517329,7.102180022987765,9.404309518666095,17.697028391579504,25.036053008614786,53.514247514740816,2.7099999992370605,4.889999995422364,9.10000000076294,12.199999998474121,20.33999997253418,27.710000003051757,48.27999994506836
18,2.5831850857371728,3.9810945381835783,7.420078106220851,9.824313940628599,17.608606403030272,25.1550016326,53.62793292155408,2.2899999990463256,4.369999989318847,8.019999990844726,10.789999984741211,18.449999993896483,27.649999969482423,49.17000001220703
19,2.542132022346973,3.9684628251966716,7.293760985712948,9.271676542929626,17.330708741371247,25.161317489399636,53.50056316016866,2.7099999954223635,5.639999996185303,9.900000006103516,11.239999987792968,20.239999969482422,27.08999997253418,49.019999993896484
20,2.5726586592586544,4.317940188864171,7.907451656141058,9.804313730120146,17.817029651317434,25.440267789843087,53.605827428718385,2.2999999969482423,4.1099999908447264,8.759999984741212,12.489999981689452,19.669999969482422,27.159999963378905,48.30999993896484
21,2.527395024999977,3.8874093413818516,7.1842861495372725,9.776945020398609,17.545447848184715,24.901314752066938,53.66056484957693,2.5999999990463256,4.369999996948242,8.929999981689454,11.010000004577636,17.829999963378906,26.419999993896486,48.81999998779297
22,2.6347645762107272,4.044253097305657,7.590606216716809,9.446415224831137,17.180180844089193,24.303413720686518,53.50898430100212,2.6400000007629396,4.310000003051758,7.969999989318848,10.960000012207031,18.69000002441406,25.859999969482423,48.47999992675781
23,2.6516068585979395,3.9958315348102915,7.197970504972761,8.77693449450909,16.94965210210301,24.462362763118712,53.55319529831849,2.8099999994277955,3.859999994659424,7.1899999946594235,8.63999999847412,18.559999969482423,26.43999999694824,49.05000001220703
24,2.5895009420198116,3.97162075359649,7.400077896018579,9.12220128508452,17.61281697364778,24.698154718823506,53.59951156886696,2.389999995422363,4.1900000030517575,8.129999975585937,10.99,19.24000001220703,27.29000000305176,48.67000001220703
25,2.565290160690564,3.8010926431482153,7.296918915186916,9.637996190126248,17.727555028702,25.656059536725945,53.55845850474895,2.529999998855591,4.599999995422364,8.590000003051758,10.619999981689453,17.659999984741212,24.839999993896484,48.67999998779297
26,2.5337108812826163,4.043200454809391,7.589553574057413,10.114843312453633,17.76860808938675,25.178159771046488,53.56372171929074,2.5699999996185303,4.899999993896484,8.729999992370605,11.590000006103516,20.709999993896485,27.18999996948242,48.489999957275394
27,2.5968694406355866,3.79688207267376,7.162180654879544,9.622206550024488,18.007557973089813,25.695007312975314,53.523721297390416,2.65,4.709999996948242,7.660000003051758,10.470000001525879,18.77000001220703,26.319999978637696,48.34000001220703
28,2.641080431908607,4.0274108143336855,7.302182128157638,9.27904504089288,16.999126306231304,24.602364236818435,53.38793039344487,2.59,5.1499999908447265,8.519999995422364,12.070000001525878,19.66999998779297,27.48999997558594,48.73
29,2.58423772904909,3.9631996124367643,7.377972399307919,9.77799766359508,17.766502805794627,25.1560542717659,53.486878810334815,2.7899999994277955,5.1,9.049999996948243,10.060000009155273,17.949999990844727,25.499999978637696,48.459999963378905
30,2.5831850863896935,4.257939557604836,7.627448710237391,9.882209285379547,17.2170233354414,24.66447015372282,53.49319466372126,2.46,4.559999993896485,8.44000000152588,10.849999996948242,18.379999993896483,26.210000012207033,48.43
31,2.5695007313281497,3.7379340834213,7.3590248323021195,9.702207392118538,17.882293496812377,25.3823724431145,53.706881126148666,2.8199999998092653,4.2699999938964845,8.759999989318848,9.839999992370606,18.38000000305176,24.470000018310547,48.709999963378905
32,2.6737123546083947,4.01583174594366,7.8421878127542595,9.934841419001888,17.85492479004726,25.122369710560264,53.57109022180156,2.29,4.419999993896484,7.4800000015258785,10.549999978637695,17.63000001220703,26.59,48.61999996948242
33,2.5758165874953427,3.6558279558252496,7.0137580387150535,9.522205497035491,17.240181474811454,24.864472258988062,53.458457458972816,2.769999998855591,4.389999999237061,7.409999993896484,9.959999996948243,18.969999963378907,25.120000006103517,48.89999995117188
34,2.618974936319781,4.160043790165523,7.508500089399335,9.628522404254197,17.58123769472922,25.242370973309825,53.395298901577405,2.729999998474121,4.9399999938964845,8.840000006103516,10.849999963378906,17.979999993896485,26.03999994506836,48.74999993286133
35,2.6200275789791774,3.9642522552392134,7.353761618678877,9.701154748595807,17.682291391527055,25.251844755497643,53.36371961444713,2.2700000007629395,3.8199999938964844,7.669999992370605,10.509999981689454,17.859999993896484,26.649999969482423,49.069999981689456
36,2.6337119340407216,3.7926715019408057,7.253760565940849,9.446415223756988,17.698081032953937,25.32447709987941,53.55109000954636,2.6099999954223634,4.489999996948242,7.820000004577636,9.879999983215333,17.80999998779297,26.03999998474121,48.91999993896484
37,2.6063432246856,3.7326708694918747,7.1590227248685006,9.332729819112103,17.317024388084057,25.22026547788413,53.348982617657285,2.74,4.7299999908447266,8.519999994659424,10.849999993896484,19.360000006103515,26.169999966430662,48.72999996948242
38,2.604237938925101,4.10951694197742,7.6653438449968805,9.659049042315319,17.448604720930238,24.448678405093215,53.4310887493868,2.51,4.63,7.709999995422363,9.399999993896484,18.79000001220703,26.759999993896486,48.509999938964846
39,2.5831850861111176,3.8758302719653606,7.384288255264297,9.700102106819823,17.685449321884438,25.38658301503705,53.49214202062016,2.66,4.619999995422363,8.66,9.76,17.900000009155274,25.250000009155272,48.59
40,2.6305540059470864,3.8474089195768983,7.254813207832278,9.64746997361911,17.77808187287961,25.276055538812063,53.31950862231077,2.4900000007629393,4.299999984741211,7.8500000091552735,8.850000006103516,17.11999995727539,25.719999932861327,48.629999951171875
41,2.58529037126678,3.7947767871918368,7.045337319475727,9.14535942573954,17.351761598855774,24.598153664454177,53.327929770492624,2.5899999938964844,4.069999998474121,9.119999984741211,11.509999966430664,18.94999998474121,26.829999981689454,48.71999994506836
42,2.5873956569118333,3.8884619835518572,7.260076421455521,9.642206759343347,17.217023336937178,24.88447246692659,53.551090011714734,2.8799999954223634,4.369999996185303,8.569999989318848,10.790000009155273,18.619999993896485,26.299999993896485,48.75999993286133
43,2.6158170081784617,3.9400414732775224,7.4169201772839575,9.381151381002631,17.722291814963313,25.35921430848275,53.622669712111986,2.57999999961853,4.889999999237061,8.560000000762939,10.279999997711181,19.460000009155273,27.30999995727539,49.02000001220703
44,2.5926588696717405,3.8600406322375447,7.626396067462548,9.902209497845563,17.819134934889476,25.19394941137914,53.4289834636263,2.4999999992370605,3.9399999992370605,8.029999990844727,10.41,18.64000001831055,25.53999997558594,48.91999992675781
45,2.602132654143383,3.8263560671368593,7.192707291906671,8.79903998981934,16.847545761993256,24.250781587716695,53.33108769072087,2.5899999994277954,4.469999995422364,8.659999987792968,9.740000012207032,20.269999990844727,26.52000003051758,48.92999998779297
46,2.655817429724916,4.088464088578678,7.451657385465668,9.527468710026291,17.507552708571474,24.623417085268056,53.66372277884008,2.6,5.070000001525879,8.479999992370605,9.719999990844727,18.669999975585938,26.29000001220703,48.63999997558594
47,2.567395446009357,3.8684617731864557,7.180075579341393,9.169570206905659,17.28860303541702,24.571837598390896,53.473194451024355,2.48,4.300000001525879,8.609999994659423,11.659999992370606,20.02999996948242,26.759999981689454,48.749999963378905
48,2.629501363403136,3.91162012180008,7.300076841880141,9.410625373548324,17.698081032090602,25.050790007994635,53.616353856597314,2.4799999990463255,4.4800000030517575,8.90999998626709,11.379999984741211,19.689999981689454,25.679999978637696,48.48000002441406
49,2.633711933714461,4.110569584636816,7.624290782143755,9.7053653196751,17.964399624897815,24.405520057363006,53.6100379933327,2.33,3.5699999786376955,7.619999969482422,9.289999975585937,17.109999969482423,25.57999995727539,48.57
