Epoch,Prob 0 train accuracy,Prob 1 train accuracy,Prob 2 train accuracy,Prob 3 train accuracy,Prob 4 train accuracy,Prob 5 train accuracy,Prob 6 train accuracy,Prob 7 train accuracy,Prob 8 train accuracy,Prob 9 train accuracy,Prob 10 train accuracy,Prob 11 train accuracy,Prob 12 train accuracy,Prob 13 train accuracy,Prob 14 train accuracy,Prob 15 train accuracy,Prob 16 train accuracy,Prob 17 train accuracy,Prob 18 train accuracy,Prob 19 train accuracy,Prob 20 train accuracy,Prob 21 train accuracy,Prob 22 train accuracy,Prob 23 train accuracy,Prob 24 train accuracy,Prob 25 train accuracy,Prob 26 train accuracy,Prob 27 train accuracy,Prob 28 train accuracy,Prob 29 train accuracy,Prob 30 train accuracy,Prob 31 train accuracy,Prob 32 train accuracy,Prob 33 train accuracy,Prob 34 train accuracy,Prob 35 train accuracy,Prob 36 train accuracy,Prob 37 train accuracy,Prob 38 train accuracy,Prob 39 train accuracy,Prob 40 train accuracy,Prob 41 train accuracy,Prob 42 train accuracy,Prob 43 train accuracy,Prob 44 train accuracy,Prob 45 train accuracy,Prob 46 train accuracy,Prob 47 train accuracy,Prob 48 train accuracy,Prob 0 test accuracy,Prob 1 test accuracy,Prob 2 test accuracy,Prob 3 test accuracy,Prob 4 test accuracy,Prob 5 test accuracy,Prob 6 test accuracy,Prob 7 test accuracy,Prob 8 test accuracy,Prob 9 test accuracy,Prob 10 test accuracy,Prob 11 test accuracy,Prob 12 test accuracy,Prob 13 test accuracy,Prob 14 test accuracy,Prob 15 test accuracy,Prob 16 test accuracy,Prob 17 test accuracy,Prob 18 test accuracy,Prob 19 test accuracy,Prob 20 test accuracy,Prob 21 test accuracy,Prob 22 test accuracy,Prob 23 test accuracy,Prob 24 test accuracy,Prob 25 test accuracy,Prob 26 test accuracy,Prob 27 test accuracy,Prob 28 test accuracy,Prob 29 test accuracy,Prob 30 test accuracy,Prob 31 test accuracy,Prob 32 test accuracy,Prob 33 test accuracy,Prob 34 test accuracy,Prob 35 test accuracy,Prob 36 test accuracy,Prob 37 test accuracy,Prob 38 test accuracy,Prob 39 test accuracy,Prob 40 test accuracy,Prob 41 test accuracy,Prob 42 test accuracy,Prob 43 test accuracy,Prob 44 test accuracy,Prob 45 test accuracy,Prob 46 test accuracy,Prob 47 test accuracy,Prob 48 test accuracy,Final test accuracy
0,18.646666665818955,16.202222221883137,15.662222221883138,29.85333333062066,20.088888887871637,17.866666666327582,30.45555555352105,16.09333333299425,12.366666666666667,30.973333331976995,32.10444444342719,31.991111110432943,44.66666666124132,35.399999998643665,33.54,47.21999999525282,31.11333333062066,25.455555553181966,51.56888888753255,33.94666666395399,31.49555555352105,59.14888888888889,60.39555554945204,77.3466666571723,85.58888888075087,61.31555555148655,52.88222221747505,88.13777776963975,72.62666665581597,64.9822222161187,92.30666665717231,70.89555555284288,56.82888887803819,95.06666666531034,82.95333332926432,65.99555554741754,98.03333332655166,68.26888888346355,46.11333333062066,97.34666666666666,98.13111111111111,98.56222221544054,99.61333333333333,87.06444444444445,88.0733333251953,99.71555555555555,45.35777777370877,28.815555552164714,99.58,22.26,15.83,17.5,33.03,24.78,20.97,34.32,21.91,15.34,36.82,39.3,42.39,49.62,43.22,44.57,53.89,44.63,35.33,57.79,44.24,33.83,65.44,70.76,80.95,84.85,69.19,59.52,86.11,77.7,72.86,88.74,80.83,71.37,90.72,86.13,78.83,92.81,85.76,54.72,93.3,93.75,93.8,94.1,90.98,90.01,94.18,48.61,38.4,94.18,94.24
1,22.479999998643663,21.533333332485622,21.10444444342719,34.93333333062066,25.60666666531033,23.286666664971246,36.45777777235243,23.546666665649415,17.782222220865886,37.55777777235243,38.431111110432944,42.173333329264324,51.54666666531033,43.626666666666665,42.34444444037543,55.546666659884984,46.89999999660916,35.32888888821072,60.18888887939453,48.05555555013021,41.83555555216471,68.113333331977,74.60888888075087,87.13333332655165,91.08444444173178,72.04888887939453,59.87999999321831,92.91555555284287,81.42888887939453,76.48222221950955,96.17999999321832,86.54222221815321,81.4088888780382,98.21333333333334,94.19777776963976,85.02444444444444,99.59555555555555,92.0222222140842,64.89111110161676,99.86222222222223,99.95555555555555,99.95555555555555,99.98222222222222,98.70444444444445,97.10666666666667,99.98444444444445,68.91555555148655,44.6466666659885,99.98444444444445,20.64,19.6,20.1,34.08,25.47,25.76,35.39,24.16,13.05,37.83,37.67,42.0,50.32,43.1,43.35,54.15,51.79,46.64,58.49,46.77,39.84,65.57,74.28,82.07,85.01,70.79,59.74,86.42,76.95,75.75,89.21,81.4,77.95,90.91,87.29,84.59,92.95,83.18,59.54,93.37,93.74,93.85,94.1,90.87,90.03,94.15,63.94,47.24,94.23,94.24
2,22.73111111043294,24.07111111009386,24.508888887193468,35.7244444410536,26.182222220187718,25.65555555284288,37.39777777709961,26.422222221544054,19.848888887193468,38.684444439697266,39.03333332790799,42.82888888888889,51.833333332655165,44.17333333062066,43.41111110568576,55.63555555080838,49.34888888753255,41.737777773708764,60.05333333129883,48.33333332790799,43.74888888617622,68.03111110568577,75.4199999891493,87.46666665581597,91.10444443495008,72.85111110161675,60.031111109754775,92.99999999050564,81.55111110975477,78.34222221950955,96.35111110839844,87.4244444390191,84.6,98.2911111111111,95.39999999186197,90.36888887803819,99.62666666666667,90.79999999728733,69.3711111070421,99.87333333333333,99.96666666666667,99.96888888888888,99.9888888888889,98.9,97.17777776963976,99.99555555555555,68.14222221611871,49.22,99.99555555555555,21.78,18.95,21.27,34.46,25.49,25.6,35.89,23.24,19.8,38.8,37.69,42.76,50.49,42.28,45.25,54.12,54.35,52.01,59.15,50.31,53.37,65.9,73.7,82.63,85.11,68.48,60.17,86.58,77.07,75.36,89.49,81.86,80.39,90.99,87.41,83.14,92.97,86.53,68.13,93.31,93.63,93.85,94.08,91.24,90.17,94.17,59.66,50.62,94.23,94.24
3,23.215555555555557,24.10222222120497,25.49333332994249,36.29999999864366,26.148888886176216,26.11333333129883,37.75333332790799,27.073333327907985,19.49999999762641,39.026666663275826,39.35111111111111,43.61333333333334,52.202222220865885,44.34222222222222,44.471111111111114,56.14666666124132,50.84222221747504,43.264444440375435,60.36666666191949,49.971111111111114,46.87111110907661,68.17777777574327,75.98888888075086,87.75333332655165,91.33555555013021,71.94666666056315,60.50666666191949,93.25111110161676,81.5911111070421,78.77333333333333,96.54444444173177,87.95111110839844,85.49333332655165,98.31999999864367,95.59555554606119,91.30222221544054,99.65333333333334,92.56888888481988,73.18444444173177,99.87555555555555,99.95777777777778,99.95777777777778,99.97777777777777,99.01777777099609,97.17111110839843,99.98,70.1511111111111,51.464444444444446,99.98,22.84,19.88,22.82,34.69,25.39,26.26,36.45,27.59,23.0,38.94,38.64,42.45,50.42,43.3,46.29,53.86,51.41,46.88,57.92,50.97,53.49,65.39,72.5,82.36,85.08,69.1,59.89,86.49,75.88,74.43,89.29,81.32,80.06,91.04,86.92,82.69,92.98,83.11,69.7,93.3,93.59,93.88,94.09,91.48,90.04,94.16,65.03,47.62,94.2,94.24
4,23.371111110432942,24.495555554538303,25.557777777438694,36.70444444274902,26.017777775065102,25.95999999898275,38.368888887871634,26.219999997287328,20.391111109754775,39.72444444342719,38.65777777235243,42.93555555013021,52.54666666191949,43.908888886854385,43.64888888685439,56.311111108398435,49.52444444308811,41.32444444037544,60.49999999389649,49.12888888617621,47.371111107042104,68.0577777750651,75.84666666124131,87.60888888210721,91.20222221815321,72.22888888753255,61.69555555419922,93.1466666571723,81.56222222086589,79.08666665852864,96.48444444308811,88.35111110568576,85.58888887939453,98.33777777642145,95.713333331977,91.58666666531033,99.69555555555556,90.7244444390191,72.91777777913411,99.84222222222222,99.94888888888889,99.96888888888888,99.98,99.133333331977,97.06444444173177,99.97555555555556,70.47333333468967,52.09333332994249,99.97777777777777,22.77,21.68,23.79,35.32,25.77,26.59,37.25,28.47,18.03,39.49,37.47,41.5,50.94,41.6,42.79,54.62,52.28,37.64,58.47,48.87,44.33,65.29,71.36,82.39,85.11,67.47,57.1,86.56,75.34,74.2,89.35,81.49,79.57,90.94,87.25,82.29,93.03,83.45,67.08,93.3,93.55,93.86,94.16,91.56,90.06,94.15,60.56,44.54,94.22,94.24
5,23.406666664971247,24.73555555419922,26.133333331976996,36.50888888346354,26.144444442409938,25.859999998643662,38.119999994574655,27.015555554199217,22.039999998643662,39.62444444444444,39.675555555555555,43.27777777370877,52.35999999457465,44.32888888888889,44.42888888685438,55.88,50.093333331977,41.09999999660916,60.16222221950955,49.92222222086588,46.38444444240994,67.59555554606119,75.12222222222222,87.59333333062067,91.28666666666666,71.4177777750651,60.27111110432943,93.2088888780382,80.96444443359375,78.48222221137152,96.47777777370877,87.77777777370876,85.12444444037543,98.27555554877387,95.85333332655165,90.713333331977,99.7088888888889,91.69111110839843,73.40888888685438,99.88222222222223,99.95555555555555,99.96444444444444,99.9888888888889,99.11333333333333,97.10444444308811,99.99555555555555,69.86444444240993,49.04666666124132,99.99555555555555,22.42,20.26,21.27,34.5,25.54,25.36,36.35,23.8,14.25,38.43,37.83,42.39,50.46,42.13,43.05,53.89,54.1,47.97,58.18,48.2,47.53,65.24,73.23,82.58,85.22,69.51,60.65,86.69,76.29,74.8,89.53,82.43,80.24,91.15,88.26,85.95,93.0,81.33,69.26,93.26,93.57,93.84,94.14,91.31,89.92,94.15,61.14,44.43,94.22,94.24
6,23.582222221544054,23.524444444444445,25.217777775404187,36.742222217475046,25.94222221950955,25.97555555284288,38.49555555148655,26.29333333062066,19.92,39.98666666531033,39.34888888617621,42.80888888685438,52.53555555419922,44.215555555555554,44.27777777235243,56.128888882107205,49.582222219509546,41.65333332858616,60.30666666124132,48.2844444390191,44.04444444308811,68.11111110026042,75.93333332383898,87.51999998914931,91.16666665581597,71.79555554470487,60.24444444580078,93.26888888617621,81.0511111029731,78.12888888617621,96.55555554877387,87.91777776963976,84.71999999593099,98.31555555419922,96.06888888481988,92.0777777750651,99.64666665988499,91.7111111070421,73.97777776828342,99.85555554877388,99.95555555555555,99.96,99.98444444444445,98.99777777777778,96.94888888617622,99.98,67.1599999979655,48.1911111070421,99.98,22.92,21.58,24.55,35.44,25.42,26.06,37.33,27.11,21.56,38.95,36.96,41.11,50.05,41.19,42.04,53.29,52.24,43.46,57.05,50.61,51.53,64.42,72.3,82.88,84.86,68.67,60.63,86.41,76.71,76.23,89.23,82.61,80.54,91.0,87.73,82.96,92.98,84.05,73.62,93.41,93.65,93.85,94.15,91.57,89.87,94.17,56.71,44.73,94.18,94.24
7,23.728888887193467,24.988888887532553,26.08222222188314,36.635555554877385,25.90222221950955,25.877777777777776,38.43333333333333,25.744444442749025,19.87333333299425,39.666666661919486,39.04666666124132,42.99555555216472,52.528888888888886,43.64666666191949,42.47777777506511,55.886666663953996,49.23111110772027,40.42666666124132,59.98666666463216,48.99999999932183,46.073333331977,67.43333333468966,75.49999999593099,87.59999998914931,91.29777776828342,72.11333332926432,60.95999999864366,93.11111110161676,81.20666666259766,78.78222221137153,96.53111110839843,87.84444443766276,84.22222221679688,98.26222221950955,96.23999999050564,91.01333332790799,99.68222222086588,90.09999999593099,71.38222221679688,99.85555554877388,99.94,99.94666666666667,99.98,98.99333332655165,96.85111110839844,99.98,62.65555555555556,47.313333329264324,99.98222222222222,23.49,19.23,21.61,34.96,25.44,25.38,36.1,27.61,21.99,38.49,36.49,41.0,50.5,43.29,45.85,54.6,47.45,39.21,58.66,46.8,47.41,64.95,72.25,82.08,85.06,67.4,58.98,86.59,74.77,72.56,89.38,80.25,78.92,91.24,86.48,82.74,93.05,86.83,75.19,93.28,93.64,93.79,94.08,91.47,89.98,94.09,69.4,46.57,94.11,94.24
8,23.868888887193467,23.515555555216473,25.113333331976996,36.88888888617622,25.942222219848635,25.826666663275823,38.63555555419922,26.06222221883138,20.008888887532553,39.973333333333336,38.98444444444444,42.942222220187716,52.397777777777776,44.071111105685766,43.38888888481988,55.944444439697264,48.72666666531033,40.66444444376628,60.237777775065105,48.86222221950955,45.371111106363934,67.79333332790799,75.73333332655164,87.78222222086589,91.35777777777778,71.94222221950955,60.579999997287324,93.33777777370877,81.32666666666667,78.00888887939453,96.61111110297308,88.11777777235243,85.193333331977,98.40444443766276,95.9177777750651,90.92444443495009,99.69777777777777,93.13777777777777,75.92,99.88,99.94,99.93555555555555,99.98,98.91777777777777,96.92888888888889,99.98444444444445,71.59555554877387,49.964444443088105,99.98444444444445,22.93,20.49,22.41,35.12,25.93,26.06,36.86,25.69,15.61,39.12,38.59,42.92,50.7,42.15,44.06,54.76,54.0,49.21,58.48,50.3,51.47,65.58,73.24,82.64,85.08,69.0,59.86,86.69,76.28,74.37,89.57,81.98,80.28,91.04,87.85,84.65,93.05,84.05,74.38,93.28,93.53,93.86,93.99,91.27,89.91,94.07,66.32,44.59,94.08,94.24
9,23.993333330959743,24.331111109754776,25.73555555419922,36.75333332994249,25.81333333231608,25.755555553181967,38.53777777438694,26.42888888888889,20.50888888821072,39.948888886854384,39.33111111111111,42.55111110907661,52.45555555148655,43.824444443766275,42.893333331977,55.97333332858616,48.71999999660916,40.15777777574327,59.802222219509545,49.044444439019095,45.44,67.39555554877387,75.39777777777778,87.53777777099609,91.03333332790798,71.83555554877387,60.102222216796875,93.08666665852864,80.96888888888888,78.08666665581597,96.38888888210721,87.34666665581597,83.7288888821072,98.36444444444444,95.93555555555555,91.39111110297308,99.71555555555555,92.32666666259766,76.16666666395399,99.89111111111112,99.95555555555555,99.97555555555556,99.99333333333334,99.04222222222222,96.88888888753256,99.99111111111111,67.12888888753255,46.81777777370877,99.99111111111111,22.38,19.27,22.49,34.45,25.04,25.91,37.03,21.83,20.81,39.95,35.2,38.71,51.24,40.07,39.75,54.75,45.18,37.35,58.44,43.68,38.7,64.25,71.21,82.73,85.22,66.92,59.94,86.76,75.64,73.43,89.45,83.14,81.38,91.16,87.84,83.93,92.97,83.11,65.24,93.34,93.59,93.86,94.14,91.46,89.85,94.15,66.71,46.23,94.23,94.24
