Epoch,sparse_flops,val_set_gradient_magnintude,val_set_Hg_magnitude,val_accuracy,test_set_gradient_magnitude,test_set_Hg_magnitude,test_accuracy
-1,99639760.0,0.7051512598991394,2.1406860923889326e-06,59.94,0.6617007851600647,2.1878390725760255e-06,61.94
0,3088832560.0,0.5694980025291443,2.000899485210539e-06,70.9,0.5307518243789673,1.8030493720289087e-06,71.41
10,32980760560.0,0.22967587411403656,1.1631231018327526e-06,89.32,0.2564835846424103,1.0529475957810064e-06,86.14
20,62872688560.0,0.22482836246490479,9.498463100499066e-07,88.92,0.253719300031662,1.1240049389016349e-06,86.31
30,92764616560.0,0.21749378740787506,1.3030256695856224e-06,90.1,0.24859699606895447,1.2075799986632774e-06,86.6
40,122656544560.0,0.19147996604442596,1.504919396211335e-06,90.18,0.24017690122127533,2.089348754452658e-06,86.8
50,152548472560.0,0.17204271256923676,2.3187490114651155e-06,90.64,0.2346099466085434,2.9642772005900042e-06,87.03
60,182440400560.0,0.17006465792655945,2.7186406441614963e-06,89.66,0.2297181338071823,3.1447307264897972e-06,87.11
70,212332328560.0,0.1621612012386322,2.580707132437965e-06,90.3,0.23152920603752136,3.5502230275596958e-06,87.27
80,242224256560.0,0.13944293558597565,3.54454391526815e-06,90.94,0.22578564286231995,4.93369816467748e-06,87.46
90,272116184560.0,0.12406813353300095,5.960109774605371e-06,91.44,0.21767756342887878,6.176664101076312e-06,87.64
