Epoch,sparse_flops,val_set_gradient_magnitude,val_accuracy,test_set_gradient_magnitude,test_accuracy
-1,132356752.0,10.466716766357422,30.98,10.483233451843262,30.94
0,16015166992.0,9.683178901672363,36.92,9.719422340393066,36.37
10,174843269392.0,6.455144882202148,82.16,6.564216136932373,80.4
20,333671371792.0,5.438504695892334,83.7,5.600498199462891,82.17
30,492499474192.0,3.7695624828338623,85.32,4.93714714050293,83.46
40,651327576592.0,5.063121795654297,87.96,5.87105655670166,85.45
50,810155678992.0,4.698018550872803,90.12,6.0342888832092285,87.03
60,968983781392.0,6.154791355133057,91.7,5.985341548919678,88.28
70,1127811883792.0,4.455813407897949,93.1,3.719350576400757,89.11
80,1286639986192.0,5.031144618988037,93.86,7.689259052276611,89.45
90,1445468088592.0,3.088942289352417,94.46,5.176430702209473,89.96
100,1588413380752.0,5.725010395050049,95.0,7.251568794250488,90.16
