Name,Dense Accuracy,Pruned Accuracy
resnet25_small_normal_cifar10_seed.0_rf_level_7_sgd_100_res_224_test_acc_90.31.pth,14.25,9.15
resnet25_small_normal_cifar10_1729092911.1991603_rf_level_7_sgd_100_res_224_test_acc_90.74.pth,17.76,9.48
resnet25_small_normal_cifar10_1729092910.8301592_rf_level_7_sgd_100_res_224_test_acc_89.62.pth,16.74,10.51
resnet25_small_normal_cifar10_1729092911.1487746_rf_level_7_sgd_100_res_224_test_acc_88.35.pth,16.36,11.23
