layer_names,pr
conv1,0.0
layer1.0.conv1_1x1,0.6179199
layer1.0.conv2_1x1,0.61694336
layer1.0.conv3_3x3,0.6423882
layer1.0.conv4_1x1,0.3400879
layer1.0.conv5_1x1,0.3237915
layer1.0.shortcut.0,0.47894287
layer2.0.conv1_1x1,0.33743286
layer2.0.conv2_1x1,0.30548096
layer2.0.conv3_3x3,0.39067248
layer2.0.conv4_1x1,0.2097168
layer2.0.conv5_1x1,0.3556366
layer2.0.shortcut.0,0.42155457
layer3.0.conv1_1x1,0.41607666
layer3.0.conv2_1x1,0.33068848
layer3.0.conv3_3x3,0.3930596
layer3.0.conv4_1x1,0.18247986
layer3.0.conv5_1x1,0.33657074
layer3.0.shortcut.0,0.49885368
layer3.1.conv1_1x1,0.30370712
layer3.1.conv2_1x1,0.12554932
layer3.1.conv3_3x3,0.17023553
layer3.1.conv4_1x1,0.097335815
layer3.1.conv5_1x1,0.28629303
layer4.0.conv1_1x1,0.69055176
layer4.0.conv2_1x1,0.80973816
layer4.0.conv3_3x3,0.9309421
layer4.0.conv4_1x1,0.7899208
layer4.0.conv5_1x1,0.9430065
layer4.0.shortcut.0,0.8798194
linear,0.0
