layer_names,pr
conv1,0.0
layer1.0.conv1_1x1,0.7373047
layer1.0.conv2_1x1,0.7819824
layer1.0.conv3_3x3,0.8102756
layer1.0.conv4_1x1,0.58569336
layer1.0.conv5_1x1,0.8272095
layer1.0.shortcut.0,0.78692627
layer2.0.conv1_1x1,0.91244507
layer2.0.conv2_1x1,0.90771484
layer2.0.conv3_3x3,0.9077827
layer2.0.conv4_1x1,0.7175293
layer2.0.conv5_1x1,0.89089966
layer2.0.shortcut.0,0.91152954
layer3.0.conv1_1x1,0.9465103
layer3.0.conv2_1x1,0.9144592
layer3.0.conv3_3x3,0.9603882
layer3.0.conv4_1x1,0.7113495
layer3.0.conv5_1x1,0.89489365
layer3.0.shortcut.0,0.9601898
layer3.1.conv1_1x1,0.9426918
layer3.1.conv2_1x1,0.7462311
layer3.1.conv3_3x3,0.8438687
layer3.1.conv4_1x1,0.5061035
layer3.1.conv5_1x1,0.8381195
layer4.0.conv1_1x1,0.92777824
layer4.0.conv2_1x1,0.90493774
layer4.0.conv3_3x3,0.98128766
layer4.0.conv4_1x1,0.895668
layer4.0.conv5_1x1,0.99831486
layer4.0.shortcut.0,0.99991465
linear,0.0
