layer_names,pr
conv1,0.0
layer1.0.conv1_1x1,0.4152832
layer1.0.conv2_1x1,0.4716797
layer1.0.conv3_3x3,0.7906087
layer1.0.conv4_1x1,0.6870117
layer1.0.conv5_1x1,0.7776489
layer1.0.shortcut.0,0.33758545
layer2.0.conv1_1x1,0.39126587
layer2.0.conv2_1x1,0.3206787
layer2.0.conv3_3x3,0.771186
layer2.0.conv4_1x1,0.32489014
layer2.0.conv5_1x1,0.53266907
layer2.0.shortcut.0,0.6396942
layer3.0.conv1_1x1,1.0
layer3.0.conv2_1x1,1.0
layer3.0.conv3_3x3,1.0
layer3.0.conv4_1x1,1.0
layer3.0.conv5_1x1,1.0
layer3.0.shortcut.0,0.6623993
layer3.1.conv1_1x1,1.0
layer3.1.conv2_1x1,1.0
layer3.1.conv3_3x3,1.0
layer3.1.conv4_1x1,1.0
layer3.1.conv5_1x1,1.0
layer4.0.conv1_1x1,0.99962234
layer4.0.conv2_1x1,0.99980164
layer4.0.conv3_3x3,0.99999785
layer4.0.conv4_1x1,0.99977493
layer4.0.conv5_1x1,0.999527
layer4.0.shortcut.0,0.93475056
linear,0.0
