layer_names,pr
conv1,0.0
layer1.0.conv1_1x1,0.2524414
layer1.0.conv2_1x1,0.4013672
layer1.0.conv3_3x3,0.409885
layer1.0.conv4_1x1,0.16845703
layer1.0.conv5_1x1,0.144104
layer1.0.shortcut.0,0.13232422
layer2.0.conv1_1x1,0.09951782
layer2.0.conv2_1x1,0.08544922
layer2.0.conv3_3x3,0.16297743
layer2.0.conv4_1x1,0.11517334
layer2.0.conv5_1x1,0.27989197
layer2.0.shortcut.0,0.3238449
layer3.0.conv1_1x1,0.37337494
layer3.0.conv2_1x1,0.3374939
layer3.0.conv3_3x3,0.7454427
layer3.0.conv4_1x1,0.37399292
layer3.0.conv5_1x1,0.7293358
layer3.0.shortcut.0,0.75667953
layer3.1.conv1_1x1,1.0
layer3.1.conv2_1x1,1.0
layer3.1.conv3_3x3,1.0
layer3.1.conv4_1x1,1.0
layer3.1.conv5_1x1,1.0
layer4.0.conv1_1x1,1.0
layer4.0.conv2_1x1,1.0
layer4.0.conv3_3x3,1.0
layer4.0.conv4_1x1,1.0
layer4.0.conv5_1x1,1.0
layer4.0.shortcut.0,0.952086
linear,0.0
